customer,treatment,converted,purchase,age,gender
12566,no,FALSE,0,24,F
18124,no,FALSE,0,26,M
42466,no,FALSE,0,30,M
13145,no,TRUE,19.92,31,F
34236,no,FALSE,0,31,F
51574,no,FALSE,0,32,M
83880,no,FALSE,0,26,F
50138,no,FALSE,0,31,F
60751,no,TRUE,21.9,27,F
73573,no,FALSE,0,31,M
18040,no,FALSE,0,25,M
16933,no,FALSE,0,29,F
90518,no,FALSE,0,31,M
17957,no,FALSE,0,28,F
60608,no,FALSE,0,31,M
26119,no,FALSE,0,29,F
37060,no,FALSE,0,28,M
89471,no,FALSE,0,32,M
65239,no,FALSE,0,31,M
46663,no,FALSE,0,28,M
94313,no,FALSE,0,29,M
33524,no,FALSE,0,30,F
79686,no,FALSE,0,31,F
93128,no,FALSE,0,27,F
36667,no,FALSE,0,33,F
42164,no,TRUE,19.79,30,M
82397,no,FALSE,0,30,F
60455,no,FALSE,0,30,M
44553,no,FALSE,0,32,F
52870,no,FALSE,0,30,M
65445,no,FALSE,0,29,M
26723,no,FALSE,0,24,M
69176,no,TRUE,30,30,M
14299,no,FALSE,0,28,F
91378,no,FALSE,0,27,F
56825,no,FALSE,0,32,M
84407,no,FALSE,0,27,F
77558,no,FALSE,0,29,M
64524,no,TRUE,18.01,28,F
14145,no,FALSE,0,30,F
58744,no,FALSE,0,28,F
29298,no,FALSE,0,27,M
21872,no,FALSE,0,29,M
95125,no,FALSE,0,26,F
38684,no,FALSE,0,27,M
88716,no,FALSE,0,30,M
49423,no,FALSE,0,30,F
49644,no,FALSE,0,29,M
48104,no,FALSE,0,32,M
46825,no,FALSE,0,27,M
80129,no,FALSE,0,30,F
91482,no,FALSE,0,28,F
79431,no,FALSE,0,30,F
21788,no,FALSE,0,26,F
73996,no,FALSE,0,26,F
43170,no,FALSE,0,30,F
37281,no,FALSE,0,26,F
98248,no,FALSE,0,31,M
23729,no,FALSE,0,29,F
31437,no,FALSE,0,31,F
67167,no,FALSE,0,30,F
45117,no,FALSE,0,28,M
32402,no,FALSE,0,27,M
39074,no,FALSE,0,24,F
43282,no,FALSE,0,29,M
72672,no,FALSE,0,31,F
29744,no,FALSE,0,27,M
60229,no,FALSE,0,29,F
93863,no,FALSE,0,29,F
11824,no,FALSE,0,29,M
15406,no,FALSE,0,27,F
56713,no,FALSE,0,26,M
74056,no,FALSE,0,27,F
13573,no,FALSE,0,30,M
72564,no,FALSE,0,26,M
61629,no,FALSE,0,29,M
54341,no,FALSE,0,30,F
71384,no,FALSE,0,31,F
71441,no,FALSE,0,30,F
54438,no,FALSE,0,31,F
37881,no,FALSE,0,27,M
66231,no,FALSE,0,32,M
81981,no,FALSE,0,31,F
47804,no,FALSE,0,29,F
14840,no,FALSE,0,30,M
33326,no,FALSE,0,28,F
58284,no,FALSE,0,29,F
80990,no,FALSE,0,26,F
71275,no,FALSE,0,32,F
21308,no,TRUE,0,29,F
37288,no,FALSE,0,27,M
66558,no,FALSE,0,31,F
78829,no,FALSE,0,32,F
22888,no,FALSE,0,27,F
93040,no,FALSE,0,30,M
52733,no,TRUE,0,30,M
85615,no,FALSE,0,30,M
20802,no,FALSE,0,29,M
19921,no,TRUE,19.04,27,M
70681,no,FALSE,0,29,F
27306,no,FALSE,0,29,F
16267,no,FALSE,0,31,F
11749,no,FALSE,0,27,M
89663,no,FALSE,0,25,F
91183,no,FALSE,0,31,F
20723,no,FALSE,0,31,M
60556,no,FALSE,0,31,F
64121,no,FALSE,0,27,M
60625,no,FALSE,0,29,M
41287,no,FALSE,0,28,M
36678,no,FALSE,0,30,F
65290,no,FALSE,0,28,M
27668,no,FALSE,0,29,F
55565,no,TRUE,30.3,29,M
85019,no,FALSE,0,27,F
34845,no,FALSE,0,28,F
97791,no,FALSE,0,27,M
32604,no,FALSE,0,28,M
87301,no,FALSE,0,27,F
46276,no,FALSE,0,30,F
28508,no,TRUE,12.95,30,F
97819,no,FALSE,0,31,F
72630,no,FALSE,0,27,M
29991,no,FALSE,0,24,F
27750,no,FALSE,0,31,M
23062,no,FALSE,0,28,M
60002,no,TRUE,19.47,31,M
53908,no,FALSE,0,27,M
24410,no,FALSE,0,29,F
23584,no,FALSE,0,28,F
17871,no,FALSE,0,28,M
45027,no,FALSE,0,27,F
93462,no,FALSE,0,31,F
37239,no,FALSE,0,28,F
58406,no,FALSE,0,31,F
30331,no,FALSE,0,28,F
68253,no,FALSE,0,28,M
22318,no,FALSE,0,29,F
46884,no,FALSE,0,31,F
77975,no,FALSE,0,26,M
62614,no,FALSE,0,30,M
64589,no,TRUE,19.7,29,F
51829,no,FALSE,0,31,F
92626,no,FALSE,0,30,F
62601,no,FALSE,0,28,F
29628,no,FALSE,0,31,M
22377,no,FALSE,0,31,F
87656,no,FALSE,0,28,M
12879,no,FALSE,0,29,F
70606,no,FALSE,0,27,F
82502,no,FALSE,0,29,M
13697,no,FALSE,0,33,M
91475,no,TRUE,7.29,29,F
34758,no,FALSE,0,27,F
80621,no,FALSE,0,30,M
52236,no,FALSE,0,29,F
63689,no,TRUE,20.94,29,M
30426,no,FALSE,0,28,M
57494,no,FALSE,0,31,M
16898,no,FALSE,0,30,F
44516,no,FALSE,0,26,M
84870,no,FALSE,0,28,M
14409,no,FALSE,0,32,M
83558,no,TRUE,22.28,32,M
20769,no,FALSE,0,26,F
14352,no,FALSE,0,27,M
99013,no,FALSE,0,26,F
62746,no,FALSE,0,29,M
99598,no,FALSE,0,30,M
20231,no,FALSE,0,32,M
26493,no,FALSE,0,30,M
14171,no,FALSE,0,30,M
61524,no,FALSE,0,31,M
14005,no,FALSE,0,32,F
87244,no,FALSE,0,32,M
64776,no,FALSE,0,24,F
95349,no,FALSE,0,26,M
85373,no,FALSE,0,28,M
35951,no,FALSE,0,27,M
98447,no,FALSE,0,29,M
25213,no,FALSE,0,31,M
86206,no,FALSE,0,32,M
94896,no,FALSE,0,26,F
87608,no,FALSE,0,29,F
47518,no,FALSE,0,32,F
15848,no,FALSE,0,29,F
89060,no,TRUE,11.68,28,M
22767,no,TRUE,21.77,28,F
42425,no,TRUE,29.39,27,M
69633,no,FALSE,0,29,M
66891,no,FALSE,0,29,M
34306,no,FALSE,0,29,F
39345,no,FALSE,0,27,M
39942,no,FALSE,0,30,F
91393,no,FALSE,0,29,M
31443,no,FALSE,0,29,F
46251,no,FALSE,0,30,F
65596,no,FALSE,0,30,M
39673,no,FALSE,0,27,M
24335,no,FALSE,0,31,M
57921,no,FALSE,0,30,F
43411,no,FALSE,0,28,M
94885,no,FALSE,0,28,F
85086,no,FALSE,0,30,M
66371,no,FALSE,0,31,M
57108,no,FALSE,0,27,M
80841,no,FALSE,0,30,M
55635,no,FALSE,0,31,M
62534,no,FALSE,0,30,F
45920,no,FALSE,0,30,F
95229,no,FALSE,0,31,F
30738,no,TRUE,12.06,27,M
52221,no,FALSE,0,28,F
81664,no,FALSE,0,27,M
53582,no,TRUE,21.27,27,M
28776,no,FALSE,0,27,F
85061,no,FALSE,0,27,F
21540,no,FALSE,0,27,F
57636,no,FALSE,0,30,M
19889,no,FALSE,0,31,F
66975,no,FALSE,0,30,F
77196,no,FALSE,0,30,F
25632,no,FALSE,0,29,M
19368,no,FALSE,0,28,M
98527,no,FALSE,0,27,M
64918,no,FALSE,0,31,M
77663,no,FALSE,0,27,M
70193,no,FALSE,0,30,F
75584,no,FALSE,0,28,F
85362,no,FALSE,0,28,M
12919,no,FALSE,0,31,F
12116,no,FALSE,0,26,M
70181,no,FALSE,0,30,M
26424,no,FALSE,0,31,M
57838,no,FALSE,0,28,M
82432,no,FALSE,0,27,M
17279,no,FALSE,0,29,F
88220,no,FALSE,0,29,M
67026,no,FALSE,0,30,M
75641,no,FALSE,0,28,F
27502,no,FALSE,0,32,M
32784,no,FALSE,0,30,F
90542,no,TRUE,15.94,32,M
80396,no,FALSE,0,29,M
45312,no,FALSE,0,31,M
80269,no,FALSE,0,33,M
21087,no,FALSE,0,32,F
72351,no,FALSE,0,27,M
75585,no,FALSE,0,28,M
95924,no,FALSE,0,27,M
23501,no,FALSE,0,26,M
41716,no,FALSE,0,32,F
39651,no,FALSE,0,29,F
42616,no,FALSE,0,26,M
95751,no,FALSE,0,28,M
71791,no,FALSE,0,29,F
65144,no,FALSE,0,31,M
62971,no,FALSE,0,30,M
69549,no,FALSE,0,31,M
53772,no,FALSE,0,28,M
80237,no,FALSE,0,28,F
59241,no,FALSE,0,25,M
79015,no,FALSE,0,29,M
84266,no,FALSE,0,33,M
24135,no,FALSE,0,30,M
90530,no,FALSE,0,32,F
61730,no,FALSE,0,30,M
24240,no,FALSE,0,29,F
98836,no,FALSE,0,29,F
10614,no,FALSE,0,29,M
27082,no,FALSE,0,26,M
83420,no,FALSE,0,31,M
66333,no,FALSE,0,32,F
24800,no,TRUE,23.34,27,M
85349,no,FALSE,0,29,F
62391,no,FALSE,0,32,F
96481,no,FALSE,0,25,M
80183,no,FALSE,0,31,F
95816,no,FALSE,0,30,F
73596,no,FALSE,0,32,F
96270,no,FALSE,0,26,F
83844,no,FALSE,0,25,M
75423,no,FALSE,0,25,F
88221,no,TRUE,9.71,29,F
24443,no,FALSE,0,30,M
87847,no,FALSE,0,31,M
52825,no,FALSE,0,25,M
91423,no,FALSE,0,31,M
99120,no,FALSE,0,29,F
29375,no,FALSE,0,32,F
38549,no,FALSE,0,27,F
34957,no,FALSE,0,26,F
86424,no,TRUE,14.59,31,M
42313,no,FALSE,0,32,M
22199,no,FALSE,0,28,F
24259,no,TRUE,19.28,29,F
48633,no,FALSE,0,30,M
81152,no,TRUE,0,25,M
81434,no,FALSE,0,28,F
70754,no,TRUE,28.17,29,M
17813,no,FALSE,0,30,M
26881,no,FALSE,0,28,F
29513,no,TRUE,14.95,30,M
60156,no,FALSE,0,31,M
16191,no,FALSE,0,28,M
82698,no,FALSE,0,30,F
25797,no,FALSE,0,31,F
67426,no,FALSE,0,29,F
55413,no,TRUE,17.25,28,M
48871,no,FALSE,0,28,M
66416,no,FALSE,0,28,F
41484,no,FALSE,0,28,F
67458,no,FALSE,0,30,M
66094,no,FALSE,0,28,M
29009,no,FALSE,0,29,F
22289,no,TRUE,20.45,30,F
42676,no,FALSE,0,30,F
82927,no,FALSE,0,31,F
12462,no,FALSE,0,26,M
42220,no,FALSE,0,27,M
22261,no,FALSE,0,28,F
81450,no,FALSE,0,32,F
26913,no,FALSE,0,30,M
80073,no,FALSE,0,31,M
30993,no,FALSE,0,31,M
71084,no,FALSE,0,30,F
89021,no,TRUE,18.51,27,M
81919,no,FALSE,0,28,F
72859,no,FALSE,0,29,F
14150,no,FALSE,0,31,M
92086,no,FALSE,0,28,F
25569,no,TRUE,18.76,27,F
27159,no,FALSE,0,29,M
93481,no,FALSE,0,28,M
70596,no,FALSE,0,32,M
53641,no,FALSE,0,28,M
84092,no,FALSE,0,26,F
16797,no,FALSE,0,33,M
88900,no,FALSE,0,27,F
25701,no,FALSE,0,32,F
10932,no,FALSE,0,30,F
87888,no,FALSE,0,30,M
79251,no,FALSE,0,29,F
22591,no,FALSE,0,29,F
46479,no,FALSE,0,27,M
52852,no,FALSE,0,31,F
25543,no,FALSE,0,30,M
13920,no,FALSE,0,30,F
98161,no,FALSE,0,28,M
65126,no,FALSE,0,29,F
39836,no,FALSE,0,28,F
74802,no,FALSE,0,29,M
84942,no,FALSE,0,28,F
73987,no,FALSE,0,29,F
12783,no,FALSE,0,31,M
10009,no,FALSE,0,28,M
66189,no,FALSE,0,32,F
49780,no,FALSE,0,30,M
77683,no,FALSE,0,31,F
94430,no,FALSE,0,29,M
91586,no,FALSE,0,27,F
39270,no,TRUE,19.46,27,F
88199,no,FALSE,0,30,M
51882,no,FALSE,0,29,M
37986,no,FALSE,0,32,M
83021,no,FALSE,0,31,F
28774,no,FALSE,0,32,M
39303,no,FALSE,0,34,F
17959,no,FALSE,0,31,M
59714,no,TRUE,14.82,29,M
19307,no,FALSE,0,32,F
36910,no,FALSE,0,28,M
57520,no,FALSE,0,30,F
33938,no,FALSE,0,27,F
82446,no,FALSE,0,29,F
91756,no,FALSE,0,32,F
63585,no,FALSE,0,28,F
67805,no,FALSE,0,28,M
11518,no,FALSE,0,27,M
48408,no,FALSE,0,24,F
45011,no,FALSE,0,30,F
64244,no,FALSE,0,29,F
52576,no,FALSE,0,26,F
38570,no,FALSE,0,32,M
42969,no,FALSE,0,30,M
64837,no,TRUE,16.35,30,M
41382,no,FALSE,0,27,F
45119,no,FALSE,0,30,M
47501,no,FALSE,0,30,M
49623,no,FALSE,0,28,M
92849,no,FALSE,0,27,F
42464,no,TRUE,15.11,29,F
30148,no,FALSE,0,28,M
78433,no,FALSE,0,28,F
45422,no,FALSE,0,27,M
64554,no,FALSE,0,29,F
25472,no,FALSE,0,29,M
28361,no,FALSE,0,29,F
26684,no,FALSE,0,29,F
85470,no,FALSE,0,27,F
84324,no,FALSE,0,26,M
37214,no,FALSE,0,29,F
99541,no,FALSE,0,28,F
62619,no,TRUE,22.52,31,M
36278,no,FALSE,0,29,M
98889,no,FALSE,0,28,F
91295,no,TRUE,19.58,30,F
39248,no,FALSE,0,29,F
98418,no,FALSE,0,26,F
82811,no,FALSE,0,31,F
70552,no,FALSE,0,29,F
99052,no,FALSE,0,28,M
38654,no,FALSE,0,29,F
68728,no,FALSE,0,28,M
55251,no,FALSE,0,27,M
41811,no,TRUE,18.42,29,F
49616,no,FALSE,0,26,F
12241,no,FALSE,0,28,F
98323,no,FALSE,0,30,F
16776,no,FALSE,0,29,M
41705,no,FALSE,0,29,M
21293,no,FALSE,0,29,F
64800,no,FALSE,0,30,F
50653,no,FALSE,0,33,F
93441,no,FALSE,0,28,F
71911,no,FALSE,0,30,F
10704,no,FALSE,0,28,M
67110,no,FALSE,0,30,M
77591,no,FALSE,0,25,F
60739,no,FALSE,0,26,F
15378,no,FALSE,0,30,F
92814,no,FALSE,0,28,M
33955,no,TRUE,23.43,29,F
19397,no,FALSE,0,26,F
11154,no,FALSE,0,28,F
24307,no,FALSE,0,30,M
29470,no,FALSE,0,31,M
30336,no,TRUE,22.07,32,F
64009,no,FALSE,0,28,M
33601,no,FALSE,0,29,M
22526,no,FALSE,0,26,M
57090,no,FALSE,0,31,F
85887,no,FALSE,0,26,F
55082,no,FALSE,0,30,F
28065,no,FALSE,0,34,M
66404,no,FALSE,0,24,M
11439,no,FALSE,0,28,M
48648,no,FALSE,0,31,M
73847,no,FALSE,0,28,M
59113,no,FALSE,0,31,M
30005,no,FALSE,0,28,F
65840,no,FALSE,0,30,F
63065,no,FALSE,0,27,M
70770,no,FALSE,0,27,M
13828,no,FALSE,0,29,F
84046,no,FALSE,0,29,F
32452,no,FALSE,0,27,F
65377,no,FALSE,0,32,M
83736,no,FALSE,0,31,M
82988,no,FALSE,0,27,F
84311,no,FALSE,0,29,F
93740,no,FALSE,0,29,M
65996,no,TRUE,12.91,30,F
46869,no,FALSE,0,26,F
20583,no,FALSE,0,30,F
14621,no,FALSE,0,29,F
21803,no,FALSE,0,31,F
77026,no,FALSE,0,27,F
56419,no,FALSE,0,29,M
74367,no,FALSE,0,32,M
48981,no,FALSE,0,29,M
41539,no,TRUE,18.53,30,F
31652,no,FALSE,0,30,M
55757,no,FALSE,0,29,F
57099,no,FALSE,0,27,F
36606,no,TRUE,32.8,31,F
76281,no,FALSE,0,28,F
44040,no,FALSE,0,30,F
79221,no,FALSE,0,30,F
48178,no,FALSE,0,29,F
17915,no,FALSE,0,27,F
38478,no,FALSE,0,25,F
25509,no,FALSE,0,32,F
56891,no,FALSE,0,32,M
93602,no,FALSE,0,28,M
64749,no,FALSE,0,26,F
87785,no,FALSE,0,29,F
88129,no,FALSE,0,27,F
68220,no,FALSE,0,32,F
37961,no,FALSE,0,28,M
92322,no,FALSE,0,30,F
36743,no,FALSE,0,29,M
41533,no,FALSE,0,32,F
69905,no,FALSE,0,30,F
20686,no,FALSE,0,27,M
47075,no,FALSE,0,29,F
69751,no,FALSE,0,29,F
26249,no,FALSE,0,30,F
79278,no,TRUE,33.48,30,M
52898,no,FALSE,0,28,F
27330,no,FALSE,0,29,F
88567,no,FALSE,0,29,M
20161,no,FALSE,0,28,F
22855,no,FALSE,0,26,M
97268,no,TRUE,18.1,29,F
65029,no,FALSE,0,29,F
40233,no,FALSE,0,26,F
16135,no,FALSE,0,31,M
93543,no,FALSE,0,27,M
10037,no,TRUE,7.92,31,M
19637,no,FALSE,0,29,M
88254,no,FALSE,0,27,M
66072,no,FALSE,0,28,M
12648,no,FALSE,0,27,M
67651,no,FALSE,0,31,M
81244,no,FALSE,0,30,F
83816,no,FALSE,0,28,F
94384,no,FALSE,0,31,M
61410,no,TRUE,11.73,30,M
34336,no,FALSE,0,25,F
42891,no,FALSE,0,27,M
74821,no,FALSE,0,33,F
96546,no,TRUE,17.52,30,M
81226,no,FALSE,0,28,M
46031,no,FALSE,0,28,M
52163,no,FALSE,0,30,F
21774,no,FALSE,0,28,F
54891,no,FALSE,0,29,M
44383,no,FALSE,0,27,F
27101,no,FALSE,0,28,M
67529,no,FALSE,0,27,F
65889,no,FALSE,0,31,M
22742,no,FALSE,0,29,F
76915,no,FALSE,0,28,F
85170,no,FALSE,0,30,M
98999,no,FALSE,0,30,F
87360,no,FALSE,0,30,F
10042,no,FALSE,0,29,F
55638,no,FALSE,0,28,F
46172,no,FALSE,0,29,F
31885,no,FALSE,0,30,F
55858,no,FALSE,0,28,M
12214,no,FALSE,0,29,M
17016,no,FALSE,0,30,F
89075,no,FALSE,0,26,M
22938,no,FALSE,0,26,F
39979,no,FALSE,0,30,M
46981,no,FALSE,0,30,F
18056,no,FALSE,0,26,M
42896,no,FALSE,0,27,F
40137,no,FALSE,0,30,M
73759,no,TRUE,17.47,30,F
38857,no,FALSE,0,27,F
81616,no,FALSE,0,33,M
14671,no,FALSE,0,27,M
51836,no,FALSE,0,30,M
19102,no,FALSE,0,30,M
37326,no,FALSE,0,26,M
96039,no,TRUE,23.7,31,M
84957,no,FALSE,0,29,F
93025,no,FALSE,0,30,F
36056,no,FALSE,0,30,F
77809,no,FALSE,0,28,F
67734,no,TRUE,20.47,25,M
70350,no,FALSE,0,30,F
16686,no,FALSE,0,26,M
11884,no,FALSE,0,28,F
35125,no,TRUE,12.38,27,F
18097,no,FALSE,0,30,F
18996,no,FALSE,0,26,M
80938,no,FALSE,0,28,M
67061,no,FALSE,0,29,M
40488,no,FALSE,0,29,M
71422,no,FALSE,0,28,F
39566,no,FALSE,0,29,M
23838,no,FALSE,0,31,F
20743,no,FALSE,0,29,F
21113,no,FALSE,0,26,M
88500,no,FALSE,0,26,M
40216,no,FALSE,0,28,M
99704,no,FALSE,0,30,F
39779,no,FALSE,0,27,M
89211,no,FALSE,0,31,M
65670,no,FALSE,0,30,M
44346,no,FALSE,0,30,M
35307,no,TRUE,24.76,29,F
65169,no,FALSE,0,26,F
76951,no,FALSE,0,28,F
18521,no,FALSE,0,29,F
54764,no,FALSE,0,27,M
94905,no,FALSE,0,32,F
58651,no,FALSE,0,29,F
52756,no,FALSE,0,29,M
91657,no,FALSE,0,29,M
73006,no,FALSE,0,32,M
90387,no,FALSE,0,27,M
90766,no,FALSE,0,29,F
77314,no,FALSE,0,28,F
33612,no,FALSE,0,27,F
32317,no,TRUE,24.77,32,M
35663,no,FALSE,0,28,M
13550,no,FALSE,0,30,F
79283,no,FALSE,0,28,M
35192,no,FALSE,0,24,F
92611,no,FALSE,0,25,F
32681,no,FALSE,0,32,F
89022,no,FALSE,0,28,M
54828,no,FALSE,0,28,M
89299,no,FALSE,0,30,F
30568,no,FALSE,0,27,F
12156,no,FALSE,0,28,M
39630,no,FALSE,0,31,F
62670,no,FALSE,0,28,M
13042,no,FALSE,0,30,F
32984,no,FALSE,0,27,F
62845,no,FALSE,0,29,F
90535,no,FALSE,0,26,M
55794,no,FALSE,0,29,F
60497,no,FALSE,0,29,M
25776,no,FALSE,0,31,F
36859,no,FALSE,0,32,F
40414,no,FALSE,0,29,M
73120,no,FALSE,0,27,F
82232,no,FALSE,0,30,M
81184,no,FALSE,0,27,M
81678,no,FALSE,0,31,M
73383,no,FALSE,0,28,M
98988,no,FALSE,0,30,F
16013,no,FALSE,0,26,F
91969,no,FALSE,0,32,M
61585,no,FALSE,0,31,F
71333,no,FALSE,0,30,M
16779,no,FALSE,0,27,F
38652,no,FALSE,0,28,F
74951,no,FALSE,0,31,F
37722,no,FALSE,0,31,F
97777,no,FALSE,0,27,F
52923,no,FALSE,0,33,M
18760,no,FALSE,0,30,M
62906,no,FALSE,0,29,M
83817,no,FALSE,0,29,F
60459,no,FALSE,0,29,M
77751,no,TRUE,12.59,28,F
21701,no,FALSE,0,27,F
92300,no,FALSE,0,30,F
37345,no,TRUE,19.88,29,M
81467,no,FALSE,0,30,M
75873,no,FALSE,0,28,F
86735,no,TRUE,19.21,31,M
31150,no,FALSE,0,28,F
44706,no,FALSE,0,28,F
84227,no,FALSE,0,26,F
45551,no,FALSE,0,29,F
61789,no,FALSE,0,29,M
38323,no,FALSE,0,31,M
17163,no,FALSE,0,30,M
97757,no,FALSE,0,30,F
20874,no,FALSE,0,30,M
19200,no,FALSE,0,31,F
76897,no,FALSE,0,30,F
70153,no,FALSE,0,29,M
20880,no,FALSE,0,29,M
57339,no,FALSE,0,30,M
26524,no,FALSE,0,32,M
88937,no,FALSE,0,28,F
17398,no,FALSE,0,31,F
15135,no,FALSE,0,28,F
50415,no,FALSE,0,26,M
29655,no,FALSE,0,35,M
28039,no,FALSE,0,28,M
12066,no,FALSE,0,29,F
89015,no,FALSE,0,27,F
13944,no,FALSE,0,30,M
82178,no,FALSE,0,28,F
81405,no,FALSE,0,30,M
59591,no,FALSE,0,29,F
81587,no,FALSE,0,31,F
57093,no,FALSE,0,31,F
83654,no,FALSE,0,28,F
64180,no,FALSE,0,32,F
33495,no,FALSE,0,29,M
60848,no,FALSE,0,31,F
58587,no,FALSE,0,29,F
45475,no,FALSE,0,30,F
24522,no,FALSE,0,32,M
72162,no,FALSE,0,27,F
63289,no,FALSE,0,29,M
54483,no,FALSE,0,34,F
79830,no,FALSE,0,29,F
99044,no,FALSE,0,30,M
20603,no,FALSE,0,30,F
52464,no,FALSE,0,28,M
13936,no,FALSE,0,28,F
22901,no,FALSE,0,32,F
65944,no,FALSE,0,28,M
79991,no,FALSE,0,29,M
88388,no,FALSE,0,27,M
90782,no,FALSE,0,24,F
79989,no,FALSE,0,31,F
64654,no,TRUE,29.2,29,F
74262,no,TRUE,0,29,M
52202,no,FALSE,0,28,M
41860,no,FALSE,0,32,F
74952,no,TRUE,18.76,27,F
36554,no,FALSE,0,30,F
25652,no,FALSE,0,29,F
46420,no,FALSE,0,30,M
39472,no,TRUE,26.76,33,F
59637,no,FALSE,0,32,M
90382,no,TRUE,20.04,30,F
92777,no,TRUE,15.57,28,M
43077,no,FALSE,0,27,F
24511,no,FALSE,0,29,F
13095,no,FALSE,0,27,F
42429,no,FALSE,0,34,F
31720,no,FALSE,0,26,M
31445,no,FALSE,0,30,M
92539,no,FALSE,0,28,F
16438,no,FALSE,0,30,M
95030,no,FALSE,0,30,M
15973,no,FALSE,0,30,F
93876,no,FALSE,0,30,M
85704,no,FALSE,0,28,M
89763,no,TRUE,24.46,28,F
26788,no,FALSE,0,31,F
99578,no,FALSE,0,28,M
92081,no,FALSE,0,31,F
90146,no,FALSE,0,31,F
44514,no,FALSE,0,32,M
46438,no,FALSE,0,29,M
37410,no,FALSE,0,28,M
29612,no,FALSE,0,28,F
62036,no,FALSE,0,29,F
21423,no,FALSE,0,29,M
45599,no,FALSE,0,28,M
19944,no,FALSE,0,29,F
96421,no,TRUE,17.52,30,M
14108,no,FALSE,0,29,M
29490,no,FALSE,0,27,F
13783,no,FALSE,0,29,M
93014,no,FALSE,0,29,M
88910,no,FALSE,0,30,M
70033,no,FALSE,0,30,F
91835,no,FALSE,0,31,F
83623,no,FALSE,0,27,M
30035,no,FALSE,0,30,M
65128,no,FALSE,0,30,F
55066,no,FALSE,0,26,M
88363,no,TRUE,0,27,M
11421,no,FALSE,0,30,F
45373,no,FALSE,0,30,M
27987,no,TRUE,12.33,27,F
45696,no,FALSE,0,26,M
96617,no,FALSE,0,28,M
63990,no,FALSE,0,32,M
96712,no,FALSE,0,27,M
93084,no,FALSE,0,29,F
71775,no,FALSE,0,31,F
62161,no,FALSE,0,29,F
41092,no,FALSE,0,30,M
86159,no,FALSE,0,30,F
92373,no,FALSE,0,30,M
59440,no,FALSE,0,28,F
16268,no,TRUE,14.33,29,F
21664,no,FALSE,0,30,M
43495,no,FALSE,0,28,F
19241,no,FALSE,0,30,F
29117,no,FALSE,0,30,M
90764,no,FALSE,0,30,M
49967,no,FALSE,0,32,M
46064,no,FALSE,0,28,F
91233,no,FALSE,0,28,F
81618,no,FALSE,0,26,M
17392,no,FALSE,0,25,F
69394,no,FALSE,0,28,M
67694,no,FALSE,0,26,F
98370,no,FALSE,0,29,M
10705,no,FALSE,0,29,F
16023,no,FALSE,0,31,M
95051,no,FALSE,0,30,M
95189,no,FALSE,0,28,F
66602,no,FALSE,0,30,F
42456,no,FALSE,0,25,F
83324,no,FALSE,0,32,M
98437,no,FALSE,0,29,M
43769,no,FALSE,0,29,F
41238,no,FALSE,0,32,M
25892,no,FALSE,0,30,M
32714,no,FALSE,0,30,M
64072,no,FALSE,0,27,F
64096,no,FALSE,0,27,F
29865,no,TRUE,21.31,32,F
23588,no,TRUE,13,28,F
11556,no,FALSE,0,28,M
80102,no,FALSE,0,29,M
91611,no,FALSE,0,26,M
68118,no,FALSE,0,31,F
82243,no,FALSE,0,35,F
87663,no,FALSE,0,26,M
12850,no,FALSE,0,26,F
10723,no,FALSE,0,29,F
67557,no,FALSE,0,29,F
77841,no,FALSE,0,29,F
81486,no,TRUE,11.99,27,M
37802,no,FALSE,0,30,F
18037,no,FALSE,0,31,M
44565,no,FALSE,0,26,M
38716,no,FALSE,0,29,F
53750,no,FALSE,0,30,F
93236,no,TRUE,16.52,27,M
94879,no,FALSE,0,29,M
85136,no,FALSE,0,27,F
83643,no,FALSE,0,31,M
84714,no,FALSE,0,25,M
74712,no,FALSE,0,30,F
41605,no,FALSE,0,26,M
60635,no,FALSE,0,29,M
34666,no,FALSE,0,28,M
82979,no,FALSE,0,27,M
35669,no,TRUE,14.02,27,F
66300,no,FALSE,0,29,F
19475,no,FALSE,0,31,F
67571,no,FALSE,0,29,F
64636,no,FALSE,0,32,F
25303,no,FALSE,0,32,M
14537,no,FALSE,0,29,M
93539,no,FALSE,0,28,F
18214,no,FALSE,0,31,F
81574,no,FALSE,0,27,M
71757,no,FALSE,0,30,F
49155,no,FALSE,0,30,M
62676,no,FALSE,0,28,F
37677,no,FALSE,0,29,F
61766,no,FALSE,0,30,M
14675,no,FALSE,0,32,F
87484,no,TRUE,23.04,29,F
18994,no,FALSE,0,30,M
41042,no,FALSE,0,30,M
75842,no,FALSE,0,27,F
16289,no,FALSE,0,27,M
44896,no,FALSE,0,28,M
86651,no,FALSE,0,31,M
86533,no,FALSE,0,29,M
36772,no,FALSE,0,30,M
39587,no,FALSE,0,31,M
69926,no,TRUE,0,33,F
23227,no,FALSE,0,26,F
64167,no,FALSE,0,28,M
91933,no,FALSE,0,28,F
31995,no,FALSE,0,28,M
37687,no,FALSE,0,32,F
18975,no,FALSE,0,32,F
29540,no,FALSE,0,29,F
54968,no,TRUE,15.29,29,M
60128,no,FALSE,0,33,M
26408,no,TRUE,16.42,29,M
85320,no,FALSE,0,26,F
85444,no,FALSE,0,26,F
68918,no,FALSE,0,32,M
39347,no,FALSE,0,27,F
90993,no,FALSE,0,30,F
58945,no,FALSE,0,31,M
53087,no,FALSE,0,27,M
51340,no,FALSE,0,32,F
79460,no,FALSE,0,30,M
