"customer","date","sales","age","gender","country","operating_system"
"J2691",2023-09-04,0,28,"female","MEX","Windows Desktop"
"P2031",2023-09-04,0,34,"female","GER","macOS Desktop"
"Y1445",2023-09-04,0,27,"female","AUS","iOS"
"A2625",2023-09-04,0,34,"female","UK","Android"
"U1089",2023-09-04,0,25,"female","CAN","iOS"
"Y2368",2023-09-04,0,47,"female","CAN","Android"
"H1504",2023-09-04,0,22,"female","MEX","Android"
"D1412",2023-09-04,0,79,"female","MEX","Windows Desktop"
"B210",2023-09-04,0,46,"non-binary","CAN","iOS"
"A1397",2023-09-04,0,31,"female","GER","iOS"
"R2801",2023-09-04,0,45,"female","MEX","macOS Desktop"
"Y1547",2023-09-04,0,46,"male","US","iOS"
"U451",2023-09-04,0,59,"male","GER","Windows Desktop"
"V2973",2023-09-04,0,80,"female","US","iOS"
"G2026",2023-09-04,0,52,"female","AUS","Android"
"N2851",2023-09-04,0,50,"female","MEX","Android"
"Z1219",2023-09-04,0,44,"female","MEX","Android"
"D2747",2023-09-04,0,35,"male","AUS","Android"
"Q2814",2023-09-04,0,62,"male","UK","macOS Desktop"
"H2807",2023-09-04,0,30,"non-binary","GER","Windows Desktop"
"T1951",2023-09-04,0,29,"male","CAN","iOS"
"C1023",2023-09-04,0,14,"male","AUS","macOS Desktop"
"C983",2023-09-04,0,36,"male","CAN","Android"
"B1175",2023-09-04,0,46,"female","GER","Windows Desktop"
"Z2151",2023-09-04,0,38,"male","UK","Windows Desktop"
"M1816",2023-09-04,0,49,"female","GER","Windows Desktop"
"A2694",2023-09-04,0,19,"female","US","Android"
"L2911",2023-09-04,0,22,"male","UK","Android"
"W2099",2023-09-04,0,47,"non-binary","US","macOS Desktop"
"A2398",2023-09-04,0,71,"female","CAN","Windows Desktop"
"B418",2023-09-04,0,26,"male","GER","Windows Desktop"
"Z2049",2023-09-04,0,53,"male","MEX","Android"
"X812",2023-09-04,0,6,"male","US","Android"
"W2381",2023-09-04,0,60,"female","UK","Android"
"R436",2023-09-04,0,45,"female","UK","Windows Desktop"
"E2831",2023-09-04,0,44,"female","AUS","Windows Desktop"
"B135",2023-09-04,0,61,"male","US","macOS Desktop"
"R1683",2023-09-04,0,31,"male","MEX","iOS"
"Z2502",2023-09-04,0,53,"female","CAN","iOS"
"M2458",2023-09-04,0,20,"female","US","Android"
"O2878",2023-09-04,0,46,"non-binary","CAN","Android"
"L2489",2023-09-04,0,29,"female","GER","Android"
"K1640",2023-09-04,0,71,"male","MEX","Android"
"E2639",2023-09-04,0,17,"female","UK","Android"
"K2264",2023-09-04,0,43,"female","US","Android"
"P1091",2023-09-04,0,43,"female","AUS","Android"
"O2033",2023-09-04,0,41,"male","US","iOS"
"V913",2023-09-04,0,50,"female","UK","iOS"
"Q2251",2023-09-04,0,46,"male","MEX","Android"
"H987",2023-09-04,0,41,"male","UK","Windows Desktop"
"D2597",2023-09-04,0,18,"male","CAN","macOS Desktop"
"V1121",2023-09-04,0,23,"female","UK","macOS Desktop"
"J2837",2023-09-04,166.81,50,"male","CAN","Windows Desktop"
"Y800",2023-09-04,0,54,"female","AUS","macOS Desktop"
"U164",2023-09-04,0,42,"female","UK","Android"
"S2451",2023-09-04,0,54,"female","MEX","Windows Desktop"
"O2068",2023-09-04,0,42,"female","US","Android"
"I417",2023-09-04,0,19,"female","US","Windows Desktop"
"J2642",2023-09-04,40.69,52,"female","GER","Windows Desktop"
"A1571",2023-09-04,0,47,"female","CAN","Android"
"A2592",2023-09-04,0,40,"male","US","Windows Desktop"
"Y2822",2023-09-04,0,24,"female","UK","macOS Desktop"
"E478",2023-09-04,0,55,"male","CAN","Windows Desktop"
"R1068",2023-09-04,0,40,"female","GER","Android"
"E2070",2023-09-04,0,30,"male","CAN","Android"
"K2430",2023-09-04,0,18,"non-binary","AUS","iOS"
"E2658",2023-09-04,0,44,"male","AUS","Windows Desktop"
"U955",2023-09-04,141.48,45,"female","MEX","Android"
"B2459",2023-09-04,0,70,"female","MEX","Android"
"U552",2023-09-04,0,53,"female","CAN","Android"
"O2212",2023-09-04,0,16,"male","US","iOS"
"X847",2023-09-04,0,20,"male","AUS","iOS"
"R1904",2023-09-04,0,53,"female","MEX","Android"
"P1507",2023-09-04,0,50,"male","AUS","Android"
"P395",2023-09-04,0,68,"male","MEX","Windows Desktop"
"O2859",2023-09-04,0,30,"female","UK","Windows Desktop"
"S2386",2023-09-04,0,32,"male","US","Android"
"J2553",2023-09-04,55.79,51,"female","GER","Android"
"L541",2023-09-04,0,35,"transgender","GER","Windows Desktop"
"I776",2023-09-04,0,65,"male","GER","Windows Desktop"
"G1782",2023-09-04,0,38,"female","CAN","Windows Desktop"
"V1028",2023-09-04,0,43,"male","US","Android"
"M2461",2023-09-04,0,31,"male","US","Windows Desktop"
"Y1667",2023-09-04,281.29,65,"female","CAN","iOS"
"N1047",2023-09-04,0,44,"male","GER","Android"
"N2078",2023-09-04,0,39,"male","GER","Android"
"F1897",2023-09-04,0,35,"female","GER","Windows Desktop"
"D439",2023-09-04,0,19,"male","AUS","Windows Desktop"
"C2149",2023-09-04,0,36,"female","CAN","Android"
"A2551",2023-09-04,70.32,49,"female","GER","iOS"
"E147",2023-09-04,0,39,"male","MEX","Linux Desktop"
"Y912",2023-09-04,0,18,"female","AUS","iOS"
"N1620",2023-09-04,0,34,"female","MEX","Windows Desktop"
"A884",2023-09-04,0,31,"non-binary","GER","Android"
"G166",2023-09-04,0,50,"female","UK","iOS"
"R283",2023-09-04,0,39,"transgender","US","macOS Desktop"
"O2466",2023-09-04,0,42,"female","UK","macOS Desktop"
"W2699",2023-09-04,0,43,"male","MEX","macOS Desktop"
"N206",2023-09-04,0,47,"female","CAN","Android"
"W2839",2023-09-04,0,28,"female","MEX","Android"
"P853",2023-09-04,0,26,"male","CAN","Android"
"Y182",2023-09-04,0,44,"male","US","iOS"
"X2317",2023-09-04,0,14,"female","US","macOS Desktop"
"X2421",2023-09-04,0,43,"female","MEX","iOS"
"P1837",2023-09-04,0,34,"female","MEX","Android"
"L560",2023-09-04,0,51,"male","MEX","Windows Desktop"
"N1686",2023-09-04,0,44,"male","GER","Windows Desktop"
"G1921",2023-09-04,0,27,"female","MEX","Windows Desktop"
"T2198",2023-09-05,0,34,"male","MEX","Linux Desktop"
"J1679",2023-09-05,0,34,"female","AUS","Windows Desktop"
"C2899",2023-09-05,0,11,"male","GER","Android"
"R1349",2023-09-05,0,30,"female","MEX","Android"
"M2242",2023-09-05,0,29,"female","CAN","Windows Desktop"
"N2996",2023-09-05,0,41,"female","CAN","Windows Desktop"
"O1052",2023-09-05,0,48,"female","GER","Android"
"L997",2023-09-05,0,38,"female","GER","Windows Desktop"
"E1202",2023-09-05,0,24,"male","GER","Android"
"V235",2023-09-05,0,48,"female","GER","macOS Desktop"
"E2344",2023-09-05,0,12,"female","UK","iOS"
"U1021",2023-09-05,0,28,"female","GER","Android"
"W1589",2023-09-05,0,18,"non-binary","US","Windows Desktop"
"H1529",2023-09-05,0,39,"female","MEX","Windows Desktop"
"I1557",2023-09-05,0,21,"female","CAN","macOS Desktop"
"E402",2023-09-05,0,46,"male","GER","Android"
"M2156",2023-09-05,0,43,"male","CAN","Android"
"K1893",2023-09-05,0,28,"female","CAN","Android"
"P426",2023-09-05,0,15,"female","US","Windows Desktop"
"E2612",2023-09-05,309.8,62,"female","MEX","Android"
"R2704",2023-09-05,0,52,"female","UK","Windows Desktop"
"R1712",2023-09-05,0,40,"male","US","Android"
"A2335",2023-09-05,151.24,41,"male","CAN","Windows Desktop"
"P1516",2023-09-05,0,64,"female","US","Windows Desktop"
"Y2507",2023-09-05,0,46,"female","UK","Android"
"Q1790",2023-09-05,505.3,19,"male","UK","iOS"
"T562",2023-09-05,0,68,"female","CAN","Android"
"V805",2023-09-05,159.25,35,"female","GER","Windows Desktop"
"P2606",2023-09-05,0,22,"female","UK","Windows Desktop"
"Q1502",2023-09-05,0,53,"male","AUS","macOS Desktop"
"T353",2023-09-05,0,33,"female","GER","Android"
"K1991",2023-09-05,131.43,42,"female","UK","Windows Desktop"
"J672",2023-09-05,0,46,"female","UK","Android"
"O621",2023-09-05,0,47,"female","AUS","Windows Desktop"
"W2207",2023-09-05,0,53,"male","US","macOS Desktop"
"X1647",2023-09-05,0,28,"male","CAN","Windows Desktop"
"H2146",2023-09-05,0,34,"female","CAN","Windows Desktop"
"S1366",2023-09-05,0,46,"female","MEX","Windows Desktop"
"D332",2023-09-05,0,45,"female","UK","Windows Desktop"
"Q804",2023-09-05,0,27,"male","CAN","Windows Desktop"
"A1515",2023-09-05,0,34,"transgender","MEX","Windows Desktop"
"T2582",2023-09-05,0,26,"female","US","Windows Desktop"
"Y1900",2023-09-05,0,12,"male","GER","Windows Desktop"
"I2244",2023-09-05,0,38,"male","CAN","Windows Desktop"
"V431",2023-09-05,88.37,36,"female","UK","Windows Desktop"
"M2285",2023-09-05,0,18,"male","UK","Linux Desktop"
"A1730",2023-09-05,0,32,"female","AUS","macOS Desktop"
"R1735",2023-09-05,0,6,"transgender","GER","Windows Desktop"
"N139",2023-09-05,0,27,"female","UK","macOS Desktop"
"N1466",2023-09-05,0,3,"male","MEX","Android"
"K1690",2023-09-05,0,42,"female","US","Windows Desktop"
"I2939",2023-09-05,0,63,"female","CAN","Android"
"L975",2023-09-05,0,37,"female","CAN","Windows Desktop"
"Z2691",2023-09-05,0,39,"female","US","Windows Desktop"
"E2126",2023-09-05,0,47,"male","MEX","Windows Desktop"
"A455",2023-09-05,0,80,"male","MEX","iOS"
"J1498",2023-09-05,0,37,"male","GER","Android"
"A1018",2023-09-05,0,59,"female","UK","macOS Desktop"
"O2590",2023-09-05,0,43,"female","CAN","Android"
"J1591",2023-09-05,0,29,"non-binary","AUS","macOS Desktop"
"G425",2023-09-05,0,44,"female","US","Windows Desktop"
"B1185",2023-09-05,236.4,25,"female","GER","Android"
"C258",2023-09-05,0,40,"female","CAN","Windows Desktop"
"C1251",2023-09-05,0,25,"female","MEX","macOS Desktop"
"D1860",2023-09-05,0,73,"female","AUS","Windows Desktop"
"I2706",2023-09-05,0,40,"male","MEX","Android"
"O1646",2023-09-05,0,49,"male","CAN","macOS Desktop"
"C1846",2023-09-05,0,51,"male","CAN","iOS"
"X2381",2023-09-05,0,34,"female","MEX","macOS Desktop"
"R2614",2023-09-05,0,52,"female","US","Windows Desktop"
"P1327",2023-09-05,0,66,"female","MEX","Android"
"V331",2023-09-05,0,18,"male","MEX","macOS Desktop"
"W1015",2023-09-05,0,64,"male","UK","Android"
"G1240",2023-09-05,0,37,"male","US","Android"
"W2077",2023-09-05,0,27,"male","US","Windows Desktop"
"A1532",2023-09-05,0,23,"female","UK","macOS Desktop"
"F2148",2023-09-05,0,30,"male","CAN","Windows Desktop"
"I475",2023-09-05,0,47,"female","GER","macOS Desktop"
"N377",2023-09-05,0,27,"male","MEX","macOS Desktop"
"A2060",2023-09-05,0,61,"female","US","Windows Desktop"
"T2983",2023-09-05,0,37,"male","MEX","Android"
"O2983",2023-09-05,0,18,"female","GER","Windows Desktop"
"M2240",2023-09-05,220.16,24,"female","GER","Windows Desktop"
"M2724",2023-09-05,16.28,62,"female","MEX","Android"
"V978",2023-09-05,0,45,"female","UK","iOS"
"G1791",2023-09-05,0,51,"male","CAN","Android"
"R2820",2023-09-05,0,31,"non-binary","US","Android"
"A302",2023-09-05,0,61,"female","CAN","Windows Desktop"
"K645",2023-09-05,465.12,16,"male","CAN","Windows Desktop"
"J1057",2023-09-05,0,25,"female","UK","Android"
"J1959",2023-09-05,0,41,"female","GER","Windows Desktop"
"P1480",2023-09-05,0,54,"female","GER","Windows Desktop"
"E155",2023-09-05,0,60,"female","MEX","iOS"
"Y2446",2023-09-05,0,78,"female","US","iOS"
"A2274",2023-09-05,0,23,"male","CAN","Android"
"T1118",2023-09-05,166.69,21,"male","MEX","Windows Desktop"
"M2781",2023-09-05,0,54,"female","CAN","iOS"
"W1113",2023-09-05,0,60,"male","AUS","Windows Desktop"
"X2388",2023-09-05,0,24,"male","AUS","Windows Desktop"
"T104",2023-09-05,0,10,"male","CAN","Android"
"D997",2023-09-05,0,23,"female","UK","Android"
"X2125",2023-09-05,0,23,"female","GER","Android"
"V617",2023-09-05,0,37,"male","CAN","macOS Desktop"
"O1525",2023-09-05,0,46,"male","CAN","Android"
"K842",2023-09-05,0,30,"female","AUS","iOS"
"U1209",2023-09-05,0,13,"male","AUS","Windows Desktop"
"P2045",2023-09-05,0,37,"female","MEX","iOS"
"Z2341",2023-09-05,0,78,"female","AUS","Android"
"X2733",2023-09-05,0,67,"female","UK","Android"
"K185",2023-09-05,0,46,"female","GER","iOS"
"P942",2023-09-05,0,37,"female","CAN","iOS"
"X1192",2023-09-05,0,17,"female","CAN","Windows Desktop"
"Y1617",2023-09-05,0,55,"male","AUS","macOS Desktop"
"E1185",2023-09-05,0,45,"male","GER","Windows Desktop"
"M2618",2023-09-05,0,34,"female","GER","Windows Desktop"
"D1847",2023-09-05,0,50,"male","MEX","Android"
"V174",2023-09-05,0,44,"female","GER","iOS"
"O315",2023-09-05,0,34,"male","AUS","Windows Desktop"
"C1766",2023-09-05,0,54,"male","AUS","Windows Desktop"
"U986",2023-09-05,455.36,22,"female","US","Windows Desktop"
"W2388",2023-09-05,0,43,"male","MEX","macOS Desktop"
"F1747",2023-09-05,0,27,"male","MEX","Windows Desktop"
"C773",2023-09-05,0,29,"female","GER","iOS"
"J2024",2023-09-05,0,52,"male","CAN","Android"
"F1072",2023-09-05,0,45,"female","GER","iOS"
"G1053",2023-09-05,0,32,"female","UK","Linux Desktop"
"D2318",2023-09-05,0,41,"female","GER","Android"
"D1420",2023-09-05,161.01,38,"male","GER","iOS"
"A2398",2023-09-05,0,50,"female","CAN","Android"
"R1057",2023-09-06,130.63,32,"male","US","Windows Desktop"
"N2028",2023-09-06,0,13,"male","CAN","Windows Desktop"
"V829",2023-09-06,0,55,"female","AUS","macOS Desktop"
"G1342",2023-09-06,60.36,74,"male","MEX","Windows Desktop"
"D770",2023-09-06,0,26,"male","UK","iOS"
"G1259",2023-09-06,0,44,"male","GER","iOS"
"K696",2023-09-06,0,30,"female","CAN","Windows Desktop"
"N1175",2023-09-06,0,39,"male","MEX","Android"
"T205",2023-09-06,0,20,"male","CAN","Windows Desktop"
"G200",2023-09-06,0,56,"female","UK","iOS"
"M2808",2023-09-06,0,27,"male","GER","Android"
"R568",2023-09-06,0,52,"female","MEX","Windows Desktop"
"L2650",2023-09-06,0,44,"male","GER","Windows Desktop"
"N1357",2023-09-06,0,45,"male","MEX","Android"
"S577",2023-09-06,0,36,"female","US","Windows Desktop"
"V673",2023-09-06,0,42,"female","CAN","macOS Desktop"
"S1513",2023-09-06,0,18,"female","GER","macOS Desktop"
"J2820",2023-09-06,0,22,"female","UK","Android"
"Q2262",2023-09-06,0,74,"female","CAN","Android"
"H324",2023-09-06,0,46,"male","US","Android"
"X2130",2023-09-06,0,34,"male","CAN","iOS"
"O2589",2023-09-06,0,18,"male","GER","Android"
"U1223",2023-09-06,0,62,"male","UK","macOS Desktop"
"F2671",2023-09-06,0,42,"male","GER","Windows Desktop"
"Y1766",2023-09-06,0,32,"female","GER","iOS"
"A345",2023-09-06,0,21,"female","US","Android"
"M1137",2023-09-06,0,58,"male","GER","Windows Desktop"
"N2673",2023-09-06,0,15,"male","AUS","Windows Desktop"
"O2500",2023-09-06,0,13,"male","MEX","Android"
"L2432",2023-09-06,0,1,"male","UK","Windows Desktop"
"E1941",2023-09-06,0,82,"female","US","Windows Desktop"
"T1450",2023-09-06,0,40,"male","MEX","Windows Desktop"
"B247",2023-09-06,392.29,24,"female","AUS","Android"
"A1180",2023-09-06,0,31,"female","MEX","Android"
"Q680",2023-09-06,0,38,"non-binary","AUS","Windows Desktop"
"P2450",2023-09-06,88.83,38,"female","CAN","Android"
"I106",2023-09-06,0,40,"female","US","Windows Desktop"
"I2131",2023-09-06,0,37,"female","MEX","iOS"
"V2840",2023-09-06,0,39,"male","UK","iOS"
"J1040",2023-09-06,0,36,"male","CAN","Android"
"U2622",2023-09-06,0,20,"female","AUS","Android"
"M666",2023-09-06,0,47,"female","GER","iOS"
"Y317",2023-09-06,0,51,"female","US","Windows Desktop"
"L2137",2023-09-06,0,48,"female","AUS","iOS"
"H1319",2023-09-06,0,40,"male","MEX","Android"
"R2829",2023-09-06,0,45,"female","US","Windows Desktop"
"A1445",2023-09-06,57.17,50,"male","UK","iOS"
"Q2521",2023-09-06,0,77,"female","AUS","Windows Desktop"
"C2474",2023-09-06,0,34,"female","MEX","Windows Desktop"
"Y610",2023-09-06,0,35,"female","UK","Windows Desktop"
"K1775",2023-09-06,0,70,"male","GER","Windows Desktop"
"L1887",2023-09-06,0,5,"male","MEX","Windows Desktop"
"A1940",2023-09-06,0,41,"male","US","Windows Desktop"
"H2546",2023-09-06,0,15,"female","CAN","Android"
"O599",2023-09-06,0,20,"male","CAN","macOS Desktop"
"J1577",2023-09-06,0,67,"male","GER","macOS Desktop"
"P759",2023-09-06,0,76,"female","CAN","iOS"
"Q1636",2023-09-06,0,46,"female","MEX","macOS Desktop"
"C1742",2023-09-06,0,39,"female","AUS","Android"
"H1613",2023-09-06,0,23,"female","GER","Android"
"G1040",2023-09-06,0,24,"female","AUS","Windows Desktop"
"Y2950",2023-09-06,0,57,"male","AUS","Windows Desktop"
"Q610",2023-09-06,0,13,"female","CAN","Android"
"J2615",2023-09-06,0,51,"female","GER","Android"
"D142",2023-09-06,0,22,"female","AUS","Android"
"U2031",2023-09-06,0,31,"female","CAN","iOS"
"N1250",2023-09-06,0,77,"female","GER","Windows Desktop"
"R2719",2023-09-06,93.34,37,"female","CAN","iOS"
"R807",2023-09-06,0,67,"male","MEX","Android"
"L409",2023-09-06,0,51,"male","GER","Windows Desktop"
"U535",2023-09-06,610.31,36,"female","US","Windows Desktop"
"P327",2023-09-06,0,11,"female","CAN","Windows Desktop"
"N2088",2023-09-06,0,34,"female","CAN","macOS Desktop"
"B1637",2023-09-06,0,67,"non-binary","CAN","iOS"
"Q2720",2023-09-06,0,28,"female","UK","iOS"
"M1618",2023-09-06,0,51,"male","UK","Linux Desktop"
"G2860",2023-09-06,0,22,"male","US","macOS Desktop"
"J1167",2023-09-06,0,21,"female","US","Android"
"U2525",2023-09-06,0,21,"male","UK","iOS"
"H1446",2023-09-06,170.22,40,"female","US","Android"
"A1940",2023-09-06,0,48,"male","US","iOS"
"H645",2023-09-06,0,30,"male","UK","iOS"
"M1582",2023-09-06,0,40,"female","CAN","Windows Desktop"
"I1508",2023-09-06,0,41,"female","CAN","iOS"
"M1278",2023-09-06,0,52,"female","GER","iOS"
"T1303",2023-09-06,0,46,"male","CAN","Windows Desktop"
"F597",2023-09-06,0,63,"female","AUS","Android"
"O1648",2023-09-06,0,19,"male","CAN","Windows Desktop"
"K1106",2023-09-06,0,27,"non-binary","MEX","Android"
"K319",2023-09-06,253.93,41,"female","CAN","Android"
"R1652",2023-09-06,0,26,"female","CAN","Android"
"W2223",2023-09-06,0,32,"female","GER","Windows Desktop"
"P2530",2023-09-06,0,25,"female","MEX","iOS"
"O1462",2023-09-06,0,29,"female","MEX","Android"
"A275",2023-09-06,49.83,48,"non-binary","US","Windows Desktop"
"J2016",2023-09-06,101.05,12,"male","UK","macOS Desktop"
"S1274",2023-09-06,0,36,"female","GER","Android"
"C1741",2023-09-06,0,55,"non-binary","CAN","macOS Desktop"
"W164",2023-09-06,0,41,"female","UK","Android"
"R664",2023-09-06,0,35,"female","US","Windows Desktop"
"P1305",2023-09-06,0,21,"male","AUS","Android"
"P2582",2023-09-06,0,26,"male","GER","Android"
"I549",2023-09-06,0,35,"non-binary","AUS","Windows Desktop"
"T2075",2023-09-06,0,19,"male","GER","iOS"
"U1747",2023-09-06,310.08,39,"male","MEX","Android"
"N1985",2023-09-06,0,49,"female","MEX","Windows Desktop"
"K1791",2023-09-06,0,20,"female","MEX","Android"
"J1320",2023-09-06,0,40,"male","CAN","Android"
"X502",2023-09-06,0,10,"female","MEX","Android"
"L1880",2023-09-06,0,48,"male","GER","Windows Desktop"
"G2892",2023-09-06,0,39,"female","GER","Android"
"V1570",2023-09-06,0,34,"male","MEX","Windows Desktop"
"K2456",2023-09-06,0,8,"female","US","Android"
"X224",2023-09-06,0,44,"male","GER","Android"
"P2533",2023-09-07,0,44,"female","AUS","Android"
"F896",2023-09-07,0,41,"female","MEX","Windows Desktop"
"D141",2023-09-07,0,25,"male","AUS","Android"
"A991",2023-09-07,0,46,"female","MEX","Android"
"Z2042",2023-09-07,0,41,"non-binary","UK","Android"
"X371",2023-09-07,0,48,"female","CAN","Android"
"J236",2023-09-07,0,69,"male","GER","Windows Desktop"
"J914",2023-09-07,0,4,"female","AUS","Android"
"Z1552",2023-09-07,0,62,"female","MEX","iOS"
"W1680",2023-09-07,0,46,"female","CAN","Android"
"W914",2023-09-07,0,58,"male","AUS","Android"
"G1703",2023-09-07,0,48,"female","AUS","Android"
"W2386",2023-09-07,0,32,"male","US","Windows Desktop"
"G2798",2023-09-07,0,57,"male","AUS","Windows Desktop"
"N281",2023-09-07,124.42,19,"female","GER","Windows Desktop"
"O277",2023-09-07,0,33,"male","UK","Windows Desktop"
"H1699",2023-09-07,0,32,"female","UK","macOS Desktop"
"O979",2023-09-07,0,39,"male","US","Windows Desktop"
"E2418",2023-09-07,0,75,"male","MEX","Android"
"D1203",2023-09-07,0,48,"female","MEX","Windows Desktop"
"C2094",2023-09-07,0,28,"female","GER","Android"
"J343",2023-09-07,0,64,"male","GER","macOS Desktop"
"T2946",2023-09-07,0,46,"female","GER","macOS Desktop"
"K964",2023-09-07,0,27,"non-binary","AUS","iOS"
"Y1795",2023-09-07,0,56,"male","MEX","macOS Desktop"
"K2886",2023-09-07,0,47,"male","US","Windows Desktop"
"V1390",2023-09-07,0,33,"female","AUS","Android"
"X752",2023-09-07,0,42,"female","CAN","Android"
"Q190",2023-09-07,0,19,"male","US","Android"
"T2220",2023-09-07,0,40,"female","UK","Windows Desktop"
"M2663",2023-09-07,0,44,"female","AUS","Android"
"I1225",2023-09-07,0,39,"female","MEX","Windows Desktop"
"U1260",2023-09-07,0,24,"male","GER","iOS"
"G2598",2023-09-07,0,38,"female","GER","iOS"
"F2574",2023-09-07,0,47,"male","US","Android"
"O757",2023-09-07,0,43,"male","CAN","Android"
"H1835",2023-09-07,0,19,"male","GER","Android"
"F2534",2023-09-07,0,53,"female","US","macOS Desktop"
"D1194",2023-09-07,0,49,"male","AUS","Windows Desktop"
"G2747",2023-09-07,89.67,19,"female","UK","Android"
"T1035",2023-09-07,0,52,"male","AUS","Windows Desktop"
"A412",2023-09-07,0,40,"male","CAN","Windows Desktop"
"N1621",2023-09-07,0,38,"female","MEX","Android"
"Z1520",2023-09-07,0,55,"female","UK","Android"
"S2115",2023-09-07,0,41,"female","GER","Android"
"K2333",2023-09-07,0,55,"male","UK","Windows Desktop"
"Y175",2023-09-07,0,61,"male","GER","Windows Desktop"
"V1764",2023-09-07,0,70,"male","CAN","Android"
"D1190",2023-09-07,0,24,"male","MEX","iOS"
"H348",2023-09-07,0,65,"male","MEX","macOS Desktop"
"G102",2023-09-07,0,44,"male","UK","Android"
"V1520",2023-09-07,0,46,"female","CAN","iOS"
"K2664",2023-09-07,0,42,"female","UK","Android"
"Z2960",2023-09-07,0,18,"female","GER","Android"
"E1222",2023-09-07,0,41,"male","GER","macOS Desktop"
"X1142",2023-09-07,0,36,"female","UK","iOS"
"U2271",2023-09-07,0,25,"female","UK","Android"
"A829",2023-09-07,0,30,"female","UK","macOS Desktop"
"C1321",2023-09-07,0,39,"male","MEX","Windows Desktop"
"R2505",2023-09-07,0,38,"female","UK","Android"
"M2408",2023-09-07,0,51,"female","UK","macOS Desktop"
"U280",2023-09-07,0,15,"male","GER","Windows Desktop"
"D2542",2023-09-07,0,54,"female","AUS","Windows Desktop"
"E2756",2023-09-07,0,52,"female","MEX","Android"
"U2439",2023-09-07,0,42,"male","AUS","iOS"
"Z864",2023-09-07,0,10,"male","MEX","Windows Desktop"
"C2914",2023-09-07,0,12,"male","GER","Android"
"D1396",2023-09-07,0,48,"female","UK","Android"
"E2352",2023-09-07,0,38,"female","MEX","Linux Desktop"
"Y2025",2023-09-07,75.02,32,"female","US","Android"
"U1448",2023-09-07,0,68,"male","MEX","Windows Desktop"
"E2809",2023-09-07,0,45,"female","US","Windows Desktop"
"D632",2023-09-07,0,11,"male","US","Windows Desktop"
"U2718",2023-09-07,0,40,"female","GER","iOS"
"V584",2023-09-07,0,39,"female","UK","Windows Desktop"
"C562",2023-09-07,0,27,"female","US","iOS"
"M2447",2023-09-07,0,37,"male","AUS","Windows Desktop"
"C238",2023-09-07,0,35,"male","US","Android"
"R404",2023-09-07,0,20,"female","UK","Android"
"V250",2023-09-07,0,32,"female","UK","Android"
"N2502",2023-09-07,0,34,"female","US","Android"
"Y798",2023-09-07,0,35,"female","AUS","iOS"
"D2355",2023-09-07,0,31,"male","CAN","Android"
"M2952",2023-09-07,0,33,"male","GER","iOS"
"E993",2023-09-07,0,32,"female","UK","Windows Desktop"
"D1928",2023-09-07,0,31,"female","GER","Android"
"W1070",2023-09-07,200.3,53,"female","US","Windows Desktop"
"J1055",2023-09-07,0,16,"female","GER","Windows Desktop"
"M2319",2023-09-07,168.76,78,"male","MEX","Windows Desktop"
"K2417",2023-09-07,0,41,"male","CAN","Windows Desktop"
"V2760",2023-09-07,0,28,"female","AUS","Android"
"I2433",2023-09-07,0,35,"male","US","Linux Desktop"
"C2429",2023-09-07,0,32,"male","UK","Windows Desktop"
"Q2771",2023-09-07,0,52,"female","UK","Android"
"V2212",2023-09-07,0,40,"female","AUS","Windows Desktop"
"U1977",2023-09-07,0,50,"male","CAN","macOS Desktop"
"P1546",2023-09-07,0,47,"female","UK","Windows Desktop"
"R2018",2023-09-07,0,48,"male","US","Windows Desktop"
"R1971",2023-09-07,0,31,"transgender","CAN","iOS"
"G2098",2023-09-07,0,39,"male","UK","Android"
"T2171",2023-09-07,0,36,"female","US","Windows Desktop"
"S1629",2023-09-07,0,31,"female","GER","Android"
"H2258",2023-09-07,0,22,"female","MEX","Windows Desktop"
"S2017",2023-09-07,178.72,42,"non-binary","AUS","Android"
"N2554",2023-09-07,0,50,"male","US","Android"
"T1047",2023-09-07,0,48,"male","US","Android"
"A1791",2023-09-07,0,23,"female","US","Android"
"A1032",2023-09-07,0,30,"female","UK","Windows Desktop"
"D315",2023-09-07,0,38,"female","AUS","Windows Desktop"
"S1270",2023-09-07,0,46,"female","US","Windows Desktop"
"B1384",2023-09-07,0,62,"male","CAN","macOS Desktop"
"C533",2023-09-07,121.39,61,"female","US","Windows Desktop"
"A2972",2023-09-07,0,33,"male","UK","Android"
"R1477",2023-09-07,0,33,"male","UK","Windows Desktop"
"S345",2023-09-07,0,35,"female","GER","Android"
"B2587",2023-09-07,0,48,"female","US","Android"
"K2982",2023-09-07,0,42,"male","MEX","Android"
"M818",2023-09-07,0,31,"male","US","Android"
"W2344",2023-09-07,0,51,"male","CAN","Android"
"L2918",2023-09-07,108.02,22,"male","AUS","Windows Desktop"
"D1103",2023-09-07,0,27,"male","GER","Windows Desktop"
"T2332",2023-09-07,0,31,"male","AUS","Windows Desktop"
"X1829",2023-09-07,0,6,"male","AUS","Linux Desktop"
"N782",2023-09-07,0,48,"female","UK","Android"
"W896",2023-09-07,0,55,"male","US","Android"
"T2688",2023-09-07,0,31,"female","US","Windows Desktop"
"V543",2023-09-07,0,41,"female","AUS","Windows Desktop"
"K2892",2023-09-07,0,41,"female","US","Android"
"G1328",2023-09-07,0,52,"female","US","Android"
"Y1050",2023-09-07,0,37,"male","GER","Windows Desktop"
