"mkt_email","next_mnth_pv","age","tenure","vehicle","kids","clothes","computers","food","furniture","garden","jewelry","music","pets","sports","toys","electronics","beauty","books","games","home","movies","outdoors","shoes","tools","health"
1,174.49,64,8,1,1,1,0,1,1,0,0,0,0,1,0,2,1,4,1,2,0,3,0,0,2
1,192.92,70,3,0,0,5,1,5,0,1,0,2,1,1,0,3,3,0,1,2,0,0,2,1,1
1,126.09,69,6,0,1,1,3,5,2,1,1,2,0,3,0,3,1,3,2,0,0,0,1,0,1
1,56.72,19,3,0,1,2,0,3,0,0,1,4,0,0,1,0,1,2,0,1,1,1,0,0,1
1,70.42,39,5,0,1,4,0,1,0,1,0,1,1,0,0,2,0,2,2,0,1,3,0,0,0
1,223.4,32,2,0,0,1,0,2,2,0,1,1,0,1,1,1,2,3,1,3,1,0,1,0,0
1,148.7,46,4,0,1,1,0,3,0,0,1,0,0,2,1,1,1,0,0,1,0,0,2,0,0
1,316.55,59,7,2,0,2,2,3,0,0,0,1,3,0,0,0,0,3,3,0,2,1,5,0,0
0,132.75,21,5,0,0,0,1,3,2,0,3,1,1,3,0,2,4,1,4,0,1,0,3,0,1
0,181.87,68,3,0,0,3,2,4,2,2,0,0,0,1,0,2,3,3,1,0,1,0,1,0,2
1,132.78,37,0,0,0,4,1,1,0,0,0,3,1,0,3,2,3,0,0,2,2,1,0,0,1
0,189.66,40,4,0,0,0,0,0,1,0,0,0,1,1,0,3,2,0,3,2,0,1,1,0,1
1,206.96,70,9,0,0,1,0,4,0,2,0,2,0,1,1,3,4,1,0,2,0,1,1,0,1
1,141.32,47,2,0,0,2,3,5,0,0,1,1,1,1,2,1,2,3,1,3,1,1,1,0,1
1,177.76,36,3,0,2,2,1,0,0,0,0,2,0,4,4,3,0,0,2,1,0,0,0,0,0
1,210.63,52,6,0,0,3,0,3,0,0,2,1,1,0,0,0,1,1,0,0,1,0,0,1,2
0,219.57,25,8,0,0,3,2,4,0,1,0,0,0,2,1,1,1,1,0,1,1,1,0,0,2
0,180.69,66,2,1,0,0,3,2,1,1,0,1,0,0,0,1,2,3,2,1,0,3,2,1,1
1,186.25,46,3,0,0,2,1,0,1,2,0,0,3,1,1,5,2,1,4,2,0,1,2,0,0
1,200.46,62,0,1,1,3,0,2,1,0,0,1,0,2,1,1,1,0,0,3,2,0,1,1,4
0,297.65,66,5,0,4,1,2,5,0,3,0,2,0,1,1,1,1,1,0,2,1,0,2,0,1
1,177.78,38,7,0,3,0,3,3,1,0,0,1,3,1,0,1,2,1,2,1,2,1,2,0,2
1,166.57,21,4,0,0,2,1,0,0,1,1,1,0,1,0,2,2,0,2,1,0,0,2,0,0
1,162.85,37,6,0,0,3,1,3,1,2,0,2,0,2,3,2,3,2,2,3,0,1,1,0,1
1,242.89,40,4,0,4,1,2,2,0,0,1,1,0,2,2,1,2,1,0,1,1,2,1,1,2
1,96.83,51,5,0,1,1,2,8,1,1,0,1,0,1,1,1,0,3,1,1,4,0,0,0,1
0,223.65,55,7,0,1,2,2,4,2,1,2,1,0,0,1,1,1,0,2,0,0,0,1,0,1
1,242.32,29,6,0,1,2,2,4,0,0,0,2,3,0,2,2,6,0,0,2,0,0,0,0,0
1,154.62,71,0,0,2,1,0,4,0,1,0,0,0,1,1,1,1,1,0,2,1,2,1,1,1
1,196.79,19,7,0,0,2,5,1,0,1,0,1,1,0,0,2,0,1,1,1,1,1,1,0,1
1,190.08,33,4,0,1,3,0,2,1,1,1,0,0,1,1,1,2,1,0,3,1,1,3,1,2
1,194.43,34,10,0,1,1,3,3,0,2,0,0,1,1,0,1,2,1,1,3,1,0,0,1,1
1,94.38,69,10,1,0,3,0,1,1,0,1,2,0,3,2,3,1,2,1,0,0,0,0,1,0
1,165.02,51,2,0,1,2,1,3,0,1,0,3,3,2,2,1,2,2,1,2,1,1,1,0,1
1,320.54,36,9,0,1,1,0,4,1,1,2,0,2,0,3,4,2,0,2,1,0,0,1,0,2
1,267.26,48,5,1,1,2,1,3,0,0,1,0,0,1,2,3,3,0,0,1,1,0,0,0,1
1,223.14,26,3,0,1,3,1,4,0,0,0,2,1,4,0,2,2,4,1,0,0,0,1,0,2
0,94.33,43,4,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,2,0,0,0,1
1,219.6,25,5,0,0,5,0,3,0,0,1,0,0,2,1,3,1,1,3,1,1,2,1,0,1
1,148.88,21,4,0,1,2,1,3,2,2,0,1,0,2,0,0,0,0,1,1,2,0,2,1,3
0,159.71,40,2,0,2,6,3,6,0,2,0,1,0,2,0,0,1,1,3,1,0,1,0,0,0
1,197.11,48,5,0,1,5,1,2,1,0,0,1,1,0,1,2,0,1,2,3,0,0,2,0,1
0,200.98,45,1,1,1,6,4,3,1,1,0,1,1,2,2,4,1,2,1,2,2,0,1,0,0
0,166.98,51,4,0,0,5,0,2,0,1,1,1,0,1,0,0,0,0,0,2,1,0,0,0,1
0,182.25,38,7,0,0,1,1,4,1,2,0,3,1,2,0,0,2,1,0,0,1,2,0,0,2
0,137.39,71,1,0,1,2,1,1,0,1,0,0,0,0,0,0,1,2,1,1,0,0,3,0,3
1,181.33,64,4,1,0,3,1,8,0,2,1,0,0,0,1,0,2,2,0,0,0,0,1,1,1
1,180.2,18,6,0,0,2,0,5,2,0,2,1,0,3,1,2,1,1,0,1,2,1,3,1,2
1,232.39,49,4,0,0,2,1,5,1,2,0,3,0,0,0,4,4,1,1,3,0,0,2,1,2
1,303.1,26,3,0,2,0,6,5,0,0,0,3,1,1,3,2,3,0,2,1,0,1,1,0,2
0,226.64,43,2,0,0,3,0,3,0,1,1,1,1,1,1,1,3,1,1,0,0,1,0,1,1
1,212.41,52,4,0,2,0,0,2,1,2,0,1,1,2,0,3,1,1,0,5,1,0,2,0,0
1,178.23,33,8,2,0,2,1,4,0,0,0,0,4,1,0,3,4,1,0,1,1,0,1,1,1
1,175.91,24,3,0,1,1,1,4,0,0,1,0,1,3,2,2,0,1,0,4,0,1,1,2,1
1,199.01,23,3,1,1,2,3,4,0,2,2,0,1,0,0,3,1,1,1,0,0,0,1,0,1
1,190.37,70,5,0,2,6,0,5,1,2,0,1,0,1,1,1,0,2,0,0,1,1,3,0,1
1,122.25,19,5,0,1,1,0,2,0,1,0,1,1,2,1,2,0,0,1,1,1,0,2,0,1
1,154.2,66,8,2,1,1,4,4,1,1,0,1,1,1,1,2,0,0,3,1,1,1,0,1,1
0,46.47,50,9,0,0,4,2,0,0,1,0,2,0,1,1,0,1,1,1,1,0,2,0,0,1
1,123.86,54,1,0,0,2,0,4,0,1,0,2,1,3,0,1,2,1,0,1,1,0,1,0,2
1,200.07,46,6,0,1,0,0,6,2,0,1,0,2,1,0,1,0,1,1,2,1,1,0,0,0
1,95.66,31,5,0,1,2,0,4,2,1,0,0,1,5,1,1,1,1,0,0,2,2,0,0,1
1,256.89,67,4,0,3,2,0,3,1,1,0,0,1,1,1,2,0,0,0,4,0,1,0,0,1
1,237.29,49,5,2,2,2,3,3,1,0,0,1,0,2,1,5,0,1,3,0,0,2,1,0,1
1,264.97,51,6,0,0,4,0,4,0,0,1,0,1,0,1,1,0,1,0,2,2,2,0,2,0
1,47.53,47,6,0,2,2,2,1,1,0,0,0,0,2,2,1,0,5,1,2,2,4,3,1,1
1,83.48,61,1,2,2,1,0,2,0,0,0,2,0,2,1,1,0,0,0,2,0,3,2,1,0
0,165.08,59,7,0,2,3,1,1,2,1,0,3,1,1,4,1,3,2,2,1,1,4,3,0,0
0,197.37,46,8,0,0,3,1,1,0,0,0,1,1,2,2,1,1,3,0,1,2,1,1,1,1
1,223.7,34,5,0,0,2,1,5,0,1,0,0,0,0,0,1,2,0,0,2,1,0,1,0,1
0,264.03,29,0,0,0,0,1,3,0,0,2,1,1,3,0,1,1,2,0,1,0,0,1,1,0
0,125.53,42,8,0,2,2,2,8,1,2,0,0,1,1,1,1,1,2,0,2,0,1,1,0,1
1,78.88,51,0,0,0,3,0,4,0,1,0,2,0,1,1,2,1,2,0,3,2,2,2,0,1
1,294.59,53,8,2,0,1,1,3,0,1,0,0,0,1,0,3,2,2,3,2,2,0,4,0,1
0,165.06,52,4,1,0,4,4,2,1,2,0,0,0,1,2,6,0,1,1,2,0,0,0,0,0
0,162.62,57,2,0,0,4,0,3,1,0,0,1,0,0,1,1,1,3,0,3,1,1,1,0,2
0,111.97,29,0,0,3,3,3,2,1,1,1,0,1,0,1,1,2,3,0,1,2,2,1,2,2
1,143.42,39,6,2,2,2,0,4,0,0,1,0,0,0,1,0,2,2,0,2,1,0,2,0,3
1,110.11,44,3,0,1,2,1,4,0,0,0,3,0,1,0,0,2,1,1,0,3,0,1,0,1
1,145.19,35,4,1,2,1,1,5,1,0,1,0,1,0,2,0,0,1,1,0,0,0,0,2,1
1,289.81,71,4,0,0,7,1,1,0,2,1,1,0,0,0,2,0,1,2,4,0,2,0,0,1
1,171.58,62,3,0,1,1,2,3,0,1,1,2,3,0,0,1,1,0,1,0,1,1,2,2,3
1,173.94,25,1,1,1,1,0,6,0,1,1,1,1,3,1,0,0,1,0,1,1,1,0,0,0
1,244.22,43,0,0,0,0,1,3,1,2,2,0,1,1,1,1,3,3,0,2,0,2,2,1,0
0,179.13,68,6,0,1,4,0,2,0,1,0,1,0,0,1,1,3,1,0,1,1,2,0,0,1
1,192.31,26,6,0,0,3,2,2,2,2,0,2,1,0,1,3,1,3,0,1,1,0,1,0,0
0,104.8,40,3,0,1,2,3,1,0,0,1,1,1,1,0,5,2,1,5,3,1,0,0,2,0
1,144.9,22,2,1,0,2,2,0,0,0,3,1,0,0,1,1,3,2,1,1,1,2,1,0,1
1,277.54,68,7,0,0,3,1,5,1,2,0,0,0,1,0,4,2,1,2,0,0,1,0,0,2
1,146.83,62,2,0,0,2,3,2,1,0,0,0,0,0,0,1,2,1,1,4,2,2,4,0,1
1,178.24,29,5,0,1,2,5,2,1,1,0,0,1,0,0,0,3,0,0,1,1,1,2,0,2
1,191.36,52,1,1,0,1,1,5,1,0,1,0,3,0,0,5,3,2,0,2,0,1,1,2,1
1,130.06,44,6,0,2,2,3,1,1,0,0,0,0,1,1,3,0,1,0,3,0,0,1,0,0
0,164.18,52,5,0,0,2,0,7,1,1,0,2,1,0,2,2,0,1,1,1,3,2,2,0,1
0,174.12,52,4,0,1,0,0,3,1,0,0,0,0,3,0,3,2,0,1,3,1,0,0,0,1
1,179.59,66,3,0,2,6,0,4,0,1,0,3,0,0,2,0,1,0,1,3,0,0,1,1,1
1,131.75,43,7,0,0,1,0,4,0,1,0,2,0,0,1,0,0,1,1,4,0,1,0,0,0
1,151.86,67,7,0,1,5,0,2,0,0,0,0,0,1,2,2,3,0,2,2,0,0,0,1,0
0,128.17,58,7,0,1,0,2,3,0,0,1,2,0,3,1,1,1,3,2,1,3,1,0,0,1
0,113.06,59,10,0,0,1,2,1,0,0,1,0,1,1,0,1,1,2,2,3,0,0,2,0,1
1,125.05,41,2,0,1,1,1,5,2,1,0,1,0,2,1,2,1,1,0,3,1,0,1,0,1
1,210.39,20,2,0,2,1,0,9,0,0,1,0,0,2,1,3,2,0,1,1,0,0,1,0,0
1,216.79,66,9,0,0,2,0,6,0,2,0,1,0,2,2,1,2,1,1,0,0,2,2,2,0
0,226.39,36,4,0,0,6,2,3,0,0,3,0,0,0,2,1,3,1,1,0,0,0,0,1,1
1,251.79,49,7,1,1,2,1,2,0,0,0,2,0,2,2,3,3,2,2,2,1,0,1,0,1
0,198.46,20,5,0,0,1,3,3,2,2,1,0,1,1,1,3,1,3,1,1,0,1,1,1,1
0,210.4,59,1,0,3,0,4,1,0,0,0,1,0,1,2,2,2,1,0,1,3,2,2,0,0
1,168.46,65,7,1,0,1,0,4,1,0,0,1,1,1,0,0,0,4,1,0,1,0,1,1,2
0,176.3,24,5,0,2,2,3,1,0,1,1,0,0,0,1,3,1,2,2,3,0,1,0,0,0
1,142.2,31,1,0,1,1,3,2,0,0,0,1,0,0,0,2,1,3,2,2,1,0,1,0,0
1,159.08,32,3,0,2,2,2,1,0,0,1,1,0,1,0,2,2,3,1,1,0,2,2,0,2
1,123.96,18,3,0,0,4,0,2,0,0,0,1,0,0,2,2,0,0,1,2,0,0,3,0,2
1,183.34,65,4,0,0,5,1,5,0,1,0,3,0,3,2,1,0,2,1,4,1,0,1,2,1
0,192.08,40,3,1,0,5,5,2,0,1,0,2,0,0,3,3,1,1,0,1,1,2,1,1,1
0,280.22,56,3,0,1,4,2,4,0,1,0,2,0,2,0,3,3,2,3,2,0,0,1,0,1
0,93.32,35,5,0,1,1,3,5,0,0,0,1,0,2,0,1,1,1,2,1,0,1,1,1,1
1,313.93,42,4,0,1,1,1,2,0,0,1,1,0,4,0,2,2,0,2,1,2,1,0,0,1
0,158.79,62,0,1,1,3,1,2,1,1,0,1,1,2,3,3,2,0,2,2,0,1,0,2,2
0,154.26,43,2,0,1,2,3,3,0,0,1,0,0,0,0,4,3,2,4,2,1,0,1,0,2
0,157.33,36,3,0,0,0,2,1,1,0,0,1,0,0,0,1,3,1,0,0,1,2,1,0,1
0,242.81,60,5,0,1,4,1,3,1,0,0,0,1,2,0,1,0,0,0,1,1,0,0,1,4
0,175.31,71,5,0,1,4,2,5,0,0,0,0,0,2,1,2,1,3,1,1,1,0,0,2,0
1,167.09,40,3,1,3,0,1,5,0,1,1,0,0,2,0,0,0,1,1,1,0,0,1,0,2
1,145.87,55,2,1,0,0,0,6,1,1,1,1,0,1,0,1,2,3,2,1,0,1,1,0,0
1,168.39,47,3,0,2,3,2,1,1,0,0,0,1,1,1,0,2,0,0,4,2,1,4,1,1
1,124.26,25,4,0,1,3,2,4,0,1,0,1,1,1,0,1,3,1,1,3,1,1,1,1,0
1,213.87,21,3,0,0,5,2,3,0,0,0,1,0,1,2,2,3,1,2,3,1,1,1,0,0
1,193.43,20,4,0,1,3,2,2,0,1,1,1,0,0,1,1,1,1,3,2,2,0,3,2,1
1,111.28,70,4,1,0,0,3,0,0,0,0,2,0,2,1,3,4,0,0,0,1,0,3,0,1
1,197,37,0,0,3,2,3,2,1,1,1,2,0,1,5,2,3,3,0,1,0,1,0,1,2
0,219.01,60,8,1,0,2,2,3,0,0,0,1,0,2,2,0,4,2,1,2,1,2,1,0,1
1,179.08,30,1,0,1,1,2,2,0,1,0,3,1,1,1,2,2,1,1,1,1,0,0,2,0
0,218.86,61,1,0,0,5,1,3,0,0,0,2,0,0,0,0,1,0,1,3,1,0,1,0,1
1,138.53,37,3,1,0,1,0,2,0,0,0,1,2,2,2,0,2,1,1,1,0,1,2,1,2
0,287.58,20,6,0,1,1,0,2,0,1,1,1,0,1,2,1,3,0,1,6,0,0,3,2,0
0,128.46,53,3,0,0,1,2,2,1,0,2,1,0,0,1,1,0,2,2,2,1,0,3,2,2
1,168.98,45,6,0,1,5,1,5,1,1,1,0,0,0,0,4,1,2,1,4,0,2,2,0,0
0,105.68,32,3,0,0,3,1,4,0,0,0,1,0,1,2,3,2,1,1,3,1,1,2,0,0
0,191.2,36,4,0,2,2,0,4,0,0,0,0,0,1,4,0,1,1,1,0,4,0,0,0,2
1,134.89,22,2,1,0,1,1,1,0,1,0,1,0,2,0,1,0,1,4,3,0,0,3,0,0
0,182.16,23,3,0,1,1,1,3,1,1,0,1,0,2,1,1,0,1,1,1,2,1,0,0,1
1,177.09,69,0,0,1,1,0,2,0,0,0,0,0,2,0,2,0,3,1,1,0,0,2,0,3
1,177.21,59,3,1,1,1,1,2,0,0,0,1,0,0,0,1,0,3,1,2,1,0,0,2,1
0,180.27,70,0,0,2,3,2,4,1,1,1,0,2,0,0,2,1,1,2,1,0,0,2,0,2
0,145.43,66,4,0,0,3,0,2,0,3,1,0,1,2,1,3,1,2,0,0,0,3,0,0,0
1,85.88,72,11,0,2,2,5,0,1,2,0,1,1,0,0,0,2,0,2,2,1,0,1,0,0
1,175.45,34,0,0,0,0,0,5,0,0,1,1,1,0,3,0,0,0,1,1,1,0,2,0,1
0,222.97,60,1,0,0,2,1,2,2,0,0,0,0,1,0,4,1,4,1,1,0,1,0,1,0
1,230.03,40,3,1,1,0,6,2,0,1,0,1,0,0,3,1,2,0,2,1,0,0,1,1,2
0,200.81,38,2,0,2,2,1,5,1,1,1,2,0,0,0,1,2,1,1,1,2,2,1,0,0
1,83.74,70,5,0,3,4,2,3,0,1,1,1,2,1,1,3,0,0,3,4,0,1,0,1,4
1,145.51,45,8,1,2,2,1,4,1,3,0,0,1,1,1,5,1,2,2,2,1,2,2,1,2
1,135.59,21,7,1,2,0,3,2,1,2,1,0,1,0,1,1,2,1,1,1,2,2,1,0,0
0,135.41,25,2,0,2,2,3,1,0,1,1,0,3,1,2,2,2,1,2,1,1,0,0,2,0
1,121.22,60,7,0,1,0,0,2,1,1,0,1,0,0,0,1,2,1,0,2,2,2,0,0,0
1,235.71,62,6,0,1,3,1,5,0,0,0,1,0,1,1,0,3,0,2,0,0,0,3,1,1
1,225.06,38,5,0,0,1,2,1,1,0,0,2,0,2,0,3,0,1,2,0,1,0,1,1,1
1,156.34,20,2,1,0,1,0,3,1,1,0,5,1,1,1,2,1,1,0,2,3,1,0,0,0
1,275.03,43,6,0,0,5,5,2,0,2,0,0,0,1,1,5,3,2,1,2,1,0,0,0,0
0,222.8,23,6,0,0,3,4,2,1,0,0,1,0,2,2,0,1,1,1,2,1,0,0,0,4
1,192.61,33,7,1,0,3,4,2,0,0,1,1,0,1,0,2,1,3,0,1,0,0,1,0,1
1,152.81,68,2,1,2,3,3,3,0,0,0,0,1,1,1,3,1,1,1,2,0,3,0,1,1
1,137.05,65,4,1,0,4,1,2,0,1,0,1,1,1,4,1,3,0,0,3,1,1,0,0,0
1,156.62,72,2,0,0,4,3,1,1,0,0,0,0,1,2,5,1,3,2,2,2,2,0,0,0
1,197.16,25,0,1,1,2,2,5,0,1,1,2,0,2,1,4,0,1,1,0,0,2,3,0,1
1,148.12,47,3,0,0,1,0,0,0,1,0,1,1,0,1,2,2,0,1,4,1,0,1,0,1
1,177.11,63,5,0,1,2,2,1,0,0,1,0,1,2,0,2,1,0,0,0,0,1,2,0,0
1,225.82,70,5,1,0,3,1,6,0,0,0,2,0,0,0,3,2,3,2,1,2,1,0,0,1
1,216.41,68,0,0,0,1,0,7,0,1,0,0,0,1,1,2,3,2,0,3,1,2,1,0,2
1,211.11,26,7,0,1,3,3,1,0,2,0,0,0,5,0,2,2,1,2,2,1,0,0,0,1
1,157.93,21,6,0,1,3,1,5,1,1,1,1,1,6,0,3,1,1,0,2,0,0,2,1,1
1,237.11,63,2,1,2,2,2,5,1,0,2,0,0,4,1,2,0,0,0,0,0,0,2,0,0
0,209.64,25,5,0,1,0,1,5,1,0,0,1,1,3,3,1,4,1,2,2,0,0,0,0,2
1,206.63,39,0,1,0,1,2,2,2,1,0,2,0,2,1,0,0,0,2,0,1,1,1,0,3
0,294.98,57,2,0,1,3,3,5,2,0,0,1,1,1,1,4,0,2,3,0,1,1,0,0,2
0,158.29,21,6,0,2,2,0,2,2,0,0,2,0,1,1,1,3,0,1,2,0,2,0,1,3
1,214.46,27,3,0,1,2,0,1,2,0,1,1,0,0,2,0,3,2,0,3,2,1,3,0,1
0,123.28,39,2,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,3,0,0
1,205.9,31,4,0,1,3,1,7,1,1,0,1,0,2,0,1,5,0,1,0,0,0,2,1,1
1,243.15,41,2,0,1,3,2,1,1,0,0,1,1,2,1,2,0,1,0,3,1,0,2,1,0
0,199.65,36,0,1,1,0,1,3,0,1,2,0,1,1,1,3,1,1,1,1,1,0,0,1,1
1,204.96,25,4,0,1,2,1,5,0,0,0,0,0,2,0,4,3,2,2,2,0,2,1,0,1
1,64.39,38,3,1,4,2,2,4,1,0,0,2,1,1,1,0,1,1,1,0,0,1,1,0,0
1,217.39,50,4,0,3,5,4,3,0,1,0,1,0,1,0,1,3,1,0,1,1,1,3,0,0
1,199.66,59,6,1,1,2,1,5,0,1,0,2,0,2,1,2,2,2,0,1,1,1,1,1,1
1,192.03,47,3,0,1,3,0,3,1,1,0,1,0,0,1,2,0,2,0,0,1,2,0,0,0
1,246.5,33,3,0,0,4,2,0,3,1,1,1,0,1,2,1,1,0,1,0,1,1,2,1,4
1,197.27,69,0,1,0,3,1,2,0,1,0,0,2,0,1,5,0,2,0,0,0,0,4,1,3
1,169.38,47,0,0,1,2,1,4,0,1,0,1,1,0,2,2,1,2,2,3,1,0,1,0,4
1,220.28,65,3,0,2,4,1,5,0,2,0,0,2,1,0,1,1,4,0,0,2,0,0,0,1
1,219.31,60,1,0,2,4,2,4,0,1,0,3,1,0,1,0,2,4,0,1,0,2,1,1,0
1,190.31,56,4,0,1,1,0,4,0,2,0,3,1,2,0,0,3,1,0,2,2,1,1,0,1
0,98.92,21,3,0,0,3,1,2,1,0,0,5,0,2,0,0,0,0,0,1,1,2,0,2,1
1,198.35,59,7,0,0,5,1,5,0,0,0,2,0,2,1,0,1,1,0,2,2,0,0,0,1
0,168.4,31,3,0,2,2,1,2,1,1,3,1,0,2,0,2,2,2,0,1,1,0,1,0,0
1,113.26,24,3,0,1,2,1,2,0,0,0,2,2,2,0,0,1,1,1,1,2,0,0,1,0
0,222.3,61,3,0,0,2,0,5,0,1,2,0,0,2,1,3,0,1,0,3,2,0,2,1,3
1,188.16,71,3,0,1,0,1,5,0,1,0,0,2,1,1,3,3,1,3,0,0,1,1,1,3
1,254.54,37,3,0,1,0,0,2,0,0,0,0,0,3,0,1,6,1,0,1,2,0,2,0,1
1,202.93,23,6,0,0,0,1,1,0,0,0,1,1,2,1,3,2,1,0,2,4,0,3,0,2
1,145.57,18,1,0,0,4,1,2,0,2,1,3,1,1,0,1,1,0,0,2,2,1,1,1,1
0,127.81,42,5,0,1,1,3,1,1,0,0,1,2,0,0,2,1,2,4,2,2,0,0,1,0
0,105.21,29,3,0,3,5,4,2,1,1,1,0,0,2,0,0,1,0,1,1,0,1,3,0,1
1,117.06,21,9,1,1,0,3,3,4,1,0,1,1,1,2,1,1,0,0,4,2,0,1,1,2
0,152.12,61,0,1,1,1,2,2,0,0,0,1,0,1,2,2,1,2,1,0,0,0,3,0,1
1,170.47,35,1,0,0,1,0,2,0,2,1,0,0,2,3,0,2,1,0,3,0,0,0,1,0
1,176.05,36,4,1,2,2,4,3,0,0,0,0,0,1,1,2,0,1,3,2,0,1,2,2,0
1,115.59,71,6,1,0,2,2,1,0,1,0,2,0,0,0,0,1,1,0,1,2,1,2,0,0
0,177.51,37,5,0,1,1,1,4,1,1,2,0,0,2,0,1,1,1,2,2,0,2,0,0,0
0,206.95,55,2,1,1,3,1,1,1,1,0,0,0,1,0,0,0,2,0,1,0,0,2,0,1
1,127.21,42,4,0,0,0,0,5,1,1,2,0,2,1,0,3,1,0,1,0,1,0,1,0,4
1,159.12,38,0,0,0,0,3,3,1,1,0,0,0,6,1,1,2,5,2,3,1,1,0,1,2
0,150.86,59,5,0,2,4,4,2,0,0,1,0,4,5,1,1,0,1,0,1,0,0,4,0,1
1,82.07,60,7,0,1,3,2,3,0,2,0,0,0,1,0,6,0,2,2,1,0,0,2,0,2
1,148.7,35,4,0,0,1,1,2,3,0,1,3,0,4,0,1,4,0,0,0,1,1,1,1,3
0,175.39,32,3,2,0,0,0,3,0,1,1,1,2,3,1,5,2,2,0,1,0,0,2,1,0
1,182.96,55,1,1,1,1,1,4,0,0,0,1,0,1,0,1,3,1,1,1,2,0,3,0,2
1,162.98,57,2,0,0,4,0,4,0,0,0,2,0,0,1,0,0,0,1,1,0,2,1,0,0
1,158.81,57,7,0,2,3,1,2,0,0,1,1,0,4,2,0,2,3,0,0,0,0,1,1,0
1,149.4,42,3,0,2,1,0,1,0,0,0,0,0,2,2,1,0,0,1,1,1,1,1,0,1
1,144.31,26,2,1,0,3,1,2,1,0,1,0,0,1,2,1,2,1,0,0,0,1,0,0,2
0,203.22,24,7,0,0,2,3,3,2,1,0,1,0,3,0,1,0,3,1,0,0,3,2,0,1
1,216.51,44,0,0,2,2,1,2,0,0,0,3,1,0,0,2,2,2,0,0,3,1,0,0,1
1,141.37,68,3,0,0,2,1,4,3,1,2,0,0,2,2,0,0,1,1,1,0,1,1,1,0
1,166.31,34,4,2,0,2,0,3,0,0,2,3,1,1,0,1,2,2,0,0,0,0,1,1,0
1,128.5,42,2,0,1,3,2,5,0,1,3,0,0,1,1,2,4,2,1,1,0,1,0,1,1
0,119.19,54,2,0,3,2,4,1,0,0,1,1,1,1,0,3,3,0,0,3,2,1,0,0,0
1,250.01,40,5,0,1,3,4,3,1,0,0,0,0,1,2,0,3,1,2,0,0,0,1,1,2
1,252.47,22,6,0,1,2,1,1,0,0,0,3,0,1,1,2,1,2,1,3,2,0,1,0,1
0,130.23,24,4,1,2,2,2,1,0,1,0,2,0,1,0,1,0,1,0,3,1,0,1,2,1
0,144.05,69,4,0,0,2,1,7,1,2,1,0,2,2,0,1,2,1,0,0,0,2,4,1,0
0,125.79,69,2,1,0,2,1,3,0,2,0,4,0,2,0,2,4,1,0,0,1,0,3,0,0
0,261.14,67,6,0,0,3,4,0,1,2,0,5,0,4,2,2,1,1,2,2,0,2,0,1,1
1,182.13,26,2,0,2,1,1,2,0,0,0,0,0,0,1,2,2,3,1,2,3,0,1,2,0
1,85.02,29,4,0,1,2,1,3,1,1,1,1,2,4,1,0,1,0,1,0,3,1,0,0,0
1,169.34,54,5,0,0,3,0,5,2,1,0,1,1,0,1,3,1,2,0,2,0,1,0,1,1
0,174.5,32,1,1,0,1,0,3,0,2,0,1,0,1,2,0,2,2,0,3,0,0,0,1,1
0,145.17,63,5,0,0,2,0,1,1,2,0,2,1,2,0,1,2,0,0,1,1,0,2,1,2
1,204.65,28,3,0,2,1,2,4,1,1,1,1,2,0,0,3,0,2,1,2,1,0,1,0,3
1,212.21,69,6,0,1,2,1,4,0,0,1,1,1,1,1,2,2,0,0,3,2,1,2,1,1
1,161.71,42,8,0,2,1,1,3,1,1,1,1,2,2,0,0,0,2,1,3,1,0,0,1,2
0,221.17,65,1,0,0,0,4,4,1,0,0,4,0,1,2,3,0,1,1,1,1,0,2,0,1
1,237.44,35,6,0,1,4,0,4,0,0,1,0,0,1,0,0,1,2,0,0,2,0,2,0,1
1,166.69,66,4,1,0,3,1,3,1,0,0,1,1,1,2,3,0,1,0,2,0,1,2,1,1
0,98.27,47,4,0,0,0,0,3,0,0,0,1,0,1,1,4,1,2,0,2,0,0,0,1,1
1,279.16,52,7,0,4,4,2,5,0,1,1,0,0,0,1,3,1,2,2,5,0,1,1,0,0
0,115.9,20,5,1,2,4,3,2,0,0,0,0,0,2,2,2,1,0,0,2,0,1,2,0,1
1,175.05,40,4,0,2,1,3,5,1,3,0,3,0,0,1,0,1,2,1,0,1,1,0,0,2
1,177.11,48,3,0,1,2,0,4,0,1,1,1,2,3,1,1,0,0,0,1,1,2,1,0,1
0,126.33,26,3,0,1,2,3,2,0,1,0,2,0,0,1,1,1,2,0,2,1,0,3,0,3
1,156.29,45,4,1,0,2,2,5,0,0,0,0,0,1,1,5,2,1,2,1,0,0,0,0,0
1,150.44,49,2,1,0,0,2,3,2,1,0,2,1,0,1,3,0,2,0,4,0,1,2,0,1
0,122.01,21,7,0,0,2,1,3,1,0,0,0,1,0,1,2,1,2,0,3,1,1,1,0,3
1,212.37,56,5,2,1,2,1,2,1,1,0,1,3,0,2,2,1,0,0,3,1,0,1,0,1
1,173.09,51,6,1,0,3,2,5,1,2,0,1,0,3,1,1,0,1,2,1,2,0,1,1,3
1,279.51,26,4,1,3,2,0,5,0,1,1,1,0,1,0,0,2,1,0,1,2,1,1,0,0
1,194.65,46,5,0,1,1,1,5,1,0,0,2,0,1,0,2,2,4,1,4,0,1,0,1,0
