"departament_id","intervention","engagement_score","tenure","n_of_reports","gender","role","last_engagement_score","department_score","department_size"
18,1,0.21,5,4,2,4,0.81,1,655
18,1,0.67,6,4,1,4,0.23,1,655
18,1,1.5,3,4,2,4,-0.27,1,655
18,1,1.4,7,4,1,4,-0.2,1,655
18,1,0.68,6,4,2,4,2.38,1,655
18,1,0.28,7,4,1,4,1.76,1,655
18,1,1.74,6,1,1,4,-0.52,1,655
18,1,0.05,5,1,2,4,0.13,1,655
18,1,1.77,5,4,1,4,-0.7,1,655
18,1,-0.1,7,4,2,4,-0.91,1,655
18,1,0.31,4,4,1,4,-0.05,1,655
18,1,1.04,3,8,2,4,-0.06,1,655
18,1,-0.25,4,1,2,4,0.4,1,655
17,1,0.86,6,1,1,4,-0.9,1,559
17,1,-0.54,4,1,1,4,0.64,1,559
17,1,0.59,5,8,2,4,-0.36,1,559
17,1,0.86,7,4,2,4,-0.86,1,559
17,1,0.28,5,4,2,4,-0.97,1,559
17,1,0.73,5,8,2,4,-0.71,1,559
17,1,-0.88,5,4,2,4,-0.61,1,559
17,1,1.5,7,8,2,4,-0.9,1,559
17,1,2.07,6,1,2,4,0.15,1,559
17,1,0.9,7,4,2,4,-3.13,1,559
17,1,-0.79,5,4,2,4,-0.56,1,559
17,1,-0.87,6,4,2,4,-2.65,1,559
17,1,2.16,7,1,1,4,0,1,559
17,1,1.52,7,1,1,4,-0.56,1,559
17,1,1.33,6,4,1,4,-1.21,1,559
17,1,0.09,6,1,1,4,-0.33,1,559
17,1,0.74,6,8,1,4,-2.41,1,559
17,1,1.99,6,1,1,4,-0.63,1,559
17,1,-1.54,5,1,1,4,-1.41,1,559
17,1,0.48,5,4,2,4,-1.85,1,559
17,1,0.56,5,4,1,4,-0.15,1,559
17,1,1.19,1,4,1,4,-2.91,1,559
17,1,2.04,7,1,1,4,-2.11,1,559
17,1,0.47,7,8,2,4,-0.47,1,559
17,1,0.58,5,8,1,4,1.46,1,559
17,1,0.66,5,4,2,4,-1.2,1,559
17,1,-0.88,5,3,2,4,-1.57,1,559
17,1,-0.07,5,3,1,4,-0.67,1,559
17,1,1.14,5,4,1,4,-2.56,1,559
17,1,1.27,5,4,2,4,0.29,1,559
17,1,-1.04,4,8,2,4,-1.92,1,559
17,1,0.5,6,4,2,4,-1.84,1,559
17,1,0.49,6,4,2,4,-1.19,1,559
17,1,2.91,6,2,1,4,0.47,1,559
17,1,1.2,2,1,1,4,-0.73,1,559
17,1,1.21,6,8,2,4,-1.13,1,559
17,1,0.9,6,4,1,4,-1.01,1,559
17,1,0.5,7,4,2,4,-0.44,1,559
17,1,-0.55,3,4,1,4,-0.5,1,559
17,1,0.86,5,4,1,4,0.32,1,559
17,1,0.82,5,8,2,4,-1.07,1,559
17,1,0.47,1,8,1,4,-0.77,1,559
17,1,0.55,5,8,2,4,-1.54,1,559
17,1,1.47,5,4,1,4,-2.49,1,559
17,1,-1.26,5,4,2,4,-1.61,1,559
16,1,-1.47,5,8,2,1,0.97,-1,1014
16,1,-0.63,6,1,1,1,2.51,-1,1014
16,1,1.87,6,8,2,1,0.36,-1,1014
16,1,0.67,6,4,1,1,2.43,-1,1014
16,1,1.58,6,8,1,1,1.12,-1,1014
16,1,-0.23,5,2,1,1,0.38,-1,1014
16,1,0.55,6,4,2,1,0.92,-1,1014
16,1,0.63,6,4,1,1,0.62,-1,1014
16,1,0.49,5,2,2,1,1.22,-1,1014
16,1,0.18,5,1,2,1,1.34,-1,1014
16,1,-0.26,5,8,1,1,2.44,-1,1014
16,1,1.71,6,2,2,1,1.54,-1,1014
16,1,-0.21,4,2,2,1,1.29,-1,1014
16,1,-0.51,5,5,1,1,1.33,-1,1014
16,1,0.53,5,2,2,1,0.84,-1,1014
16,1,1.29,6,5,1,1,-0.28,-1,1014
16,1,0.81,6,8,2,1,2.23,-1,1014
16,1,-0.3,6,4,1,1,1.31,-1,1014
16,1,1.37,6,1,1,1,-0.7,-1,1014
16,1,1.74,6,8,2,1,0.96,-1,1014
16,1,1.61,6,4,1,1,3.34,-1,1014
16,1,1.36,6,4,1,1,1.64,-1,1014
16,1,1.48,6,8,2,1,0.79,-1,1014
16,1,-0.5,5,2,2,1,3.44,-1,1014
16,1,-0.95,5,4,2,1,2.74,-1,1014
16,1,-0.84,5,4,1,1,-0.55,-1,1014
16,1,1.15,6,4,1,1,2.65,-1,1014
16,1,-0.78,5,8,2,1,2.53,-1,1014
16,1,-0.39,5,2,2,1,3.24,-1,1014
16,1,0.47,5,8,2,1,0.95,-1,1014
16,1,0.02,4,8,2,1,1.8,-1,1014
16,1,-0.16,6,4,2,1,0.08,-1,1014
16,1,-0.08,4,4,1,1,-0.27,-1,1014
16,1,-0.5,6,2,2,1,-0.14,-1,1014
16,1,1.43,5,8,1,1,2.71,-1,1014
16,1,1.3,6,8,1,1,2.04,-1,1014
16,1,0.18,5,3,2,1,1.48,-1,1014
16,1,-0.15,3,4,1,1,0.92,-1,1014
16,1,0.17,6,7,1,1,1.91,-1,1014
16,1,-0.18,5,2,2,1,1.61,-1,1014
16,1,-0.05,6,2,2,1,0.56,-1,1014
16,1,0.31,5,4,1,1,1.44,-1,1014
16,1,-1.13,5,2,2,1,3.17,-1,1014
16,1,0.02,6,4,1,1,1.16,-1,1014
16,1,-0.47,6,4,1,1,2.42,-1,1014
16,1,0.75,5,8,1,1,2.17,-1,1014
16,1,-1.18,4,4,2,1,1.65,-1,1014
16,1,-0.65,6,4,2,1,4.58,-1,1014
16,1,1.62,6,4,2,1,2.01,-1,1014
16,1,0.12,6,2,2,1,1.69,-1,1014
16,1,0.23,6,4,1,1,0.38,-1,1014
16,1,-0.67,5,2,1,1,1.97,-1,1014
16,1,0.94,6,2,2,1,2.54,-1,1014
16,1,0.46,6,8,2,1,1.76,-1,1014
16,1,0.46,6,4,2,1,0.54,-1,1014
16,1,-0.51,5,8,1,1,1.22,-1,1014
16,1,-0.75,5,2,1,1,0.76,-1,1014
16,1,1.91,6,8,2,1,0.67,-1,1014
16,1,2.07,6,4,1,1,1.24,-1,1014
16,1,1.8,5,4,1,1,0.8,-1,1014
16,1,1.3,7,4,1,1,2.31,-1,1014
16,1,2.37,7,4,1,1,1.75,-1,1014
16,1,1.29,7,4,1,1,0.52,-1,1014
16,1,0.36,7,4,1,1,2.03,-1,1014
16,1,0.93,7,4,2,1,1.71,-1,1014
16,1,1.65,5,4,2,1,-0.28,-1,1014
16,1,2.34,7,8,2,1,-0.73,-1,1014
16,1,0.36,6,4,1,1,3.21,-1,1014
16,1,0.33,5,4,2,1,1.89,-1,1014
16,1,2.45,7,8,1,1,0.52,-1,1014
16,1,1.61,5,2,1,1,-0.09,-1,1014
16,1,-0.5,6,4,1,1,-0.45,-1,1014
16,1,-0.36,5,4,2,1,1.99,-1,1014
15,1,0.11,6,2,2,2,1.2,0,456
15,1,-0.96,5,2,2,2,-0.02,0,456
15,1,2.03,5,2,1,2,0.08,0,456
15,1,0.5,5,2,1,2,1.69,0,456
15,1,1.2,6,4,1,2,2.54,0,456
15,1,1.72,6,4,2,2,1.05,0,456
15,1,0.16,6,8,2,2,1.82,0,456
15,1,1.6,6,4,1,2,1.11,0,456
15,1,0.04,2,4,2,2,0,0,456
15,1,2.28,6,4,2,2,1.58,0,456
15,1,0.87,6,1,2,2,0.35,0,456
15,1,0.85,6,4,1,2,-0.32,0,456
15,1,0.66,5,5,1,2,0.72,0,456
15,1,-0.52,6,4,1,2,-0.77,0,456
15,1,0.04,5,1,1,2,1.83,0,456
15,1,0.7,3,8,2,2,3.02,0,456
15,1,0.92,6,4,1,2,0.05,0,456
15,1,1.03,6,5,2,2,1.61,0,456
15,1,0.42,6,4,2,2,1.31,0,456
15,1,1.21,6,2,2,2,-0.46,0,456
15,1,1.25,6,8,2,2,0.98,0,456
15,1,0.54,5,4,2,2,0.49,0,456
15,1,-0.09,5,4,2,2,1.45,0,456
15,1,0.17,4,8,1,2,0.88,0,456
15,1,-0.13,3,4,2,2,1.54,0,456
15,1,-0.31,6,4,1,2,1.09,0,456
15,1,0.32,5,4,2,2,-0.37,0,456
15,1,1.66,7,8,1,2,-0.42,0,456
15,1,2.09,7,4,1,2,0.28,0,456
15,1,-0.1,5,4,2,2,1.05,0,456
15,1,0.06,2,4,1,2,1.88,0,456
15,1,1.39,6,4,1,2,0.58,0,456
15,1,0.85,6,4,2,2,0.59,0,456
15,1,0.72,5,4,1,2,-0.63,0,456
14,1,0.3,4,2,1,1,-0.64,-1,110
14,1,-0.26,5,4,2,1,0.65,-1,110
14,1,-0.13,4,4,2,1,-1.09,-1,110
14,1,-2.29,5,4,1,1,0.26,-1,110
13,1,1.57,7,4,2,1,-0.1,-1,228
13,1,-0.78,5,4,2,1,0.61,-1,228
13,1,0.72,6,8,1,1,0.98,-1,228
13,1,1.28,6,4,2,1,-0.33,-1,228
13,1,-0.01,6,8,1,1,-0.5,-1,228
13,1,0.15,6,8,1,1,0.88,-1,228
13,1,-0.24,7,8,2,1,-1.23,-1,228
13,1,-0.11,6,4,1,1,0.76,-1,228
13,1,0.41,5,4,1,1,-1.83,-1,228
13,1,-1.13,5,4,1,1,-0.16,-1,228
13,1,-0.78,6,4,2,1,0.09,-1,228
13,1,0.26,6,4,2,1,-0.78,-1,228
13,1,0.56,6,4,1,1,0.38,-1,228
13,1,0.82,6,8,1,1,-0.3,-1,228
13,1,0.23,6,8,2,1,-0.25,-1,228
13,1,0.34,5,4,1,1,0.49,-1,228
12,1,-0.29,4,8,2,4,-3,3,32
12,1,-1.61,5,1,2,4,-1.9,3,32
12,1,-1.18,6,1,2,4,-1.28,3,32
12,1,1.19,6,1,1,4,-1.85,3,32
12,1,-0.08,6,1,1,4,-3.24,3,32
12,1,-0.99,5,1,2,4,-2.27,3,32
11,1,1.85,7,1,1,0,-3.59,3,75
11,1,0.3,1,8,2,0,-3.74,3,75
11,1,-0.85,5,4,1,0,-1.38,3,75
11,1,0.44,4,4,2,0,-2.5,3,75
11,1,2.17,7,1,1,0,-0.9,3,75
11,1,1.33,5,4,2,0,-2.61,3,75
10,1,-0.54,5,4,2,3,-0.01,0,899
10,1,-0.03,6,2,2,3,-0.31,0,899
10,1,-0.91,5,8,1,3,-1.63,0,899
10,1,-1.04,5,8,2,3,-1.09,0,899
10,1,0.49,4,4,1,3,0.08,0,899
10,1,1.26,6,4,1,3,-1.34,0,899
10,1,0.36,5,4,2,3,-1.38,0,899
10,1,0.1,6,4,1,3,-1.32,0,899
10,1,1.04,5,4,1,3,-1.43,0,899
10,1,0.17,5,5,2,3,-0.05,0,899
10,1,-1.23,5,4,1,3,-0.33,0,899
10,1,-0.41,5,4,2,3,-1.78,0,899
10,1,-0.72,5,4,2,3,0.35,0,899
10,1,-0.1,5,4,1,3,-1.22,0,899
10,1,0.16,5,4,1,3,-0.21,0,899
10,1,-0.38,6,8,1,3,-1.72,0,899
10,1,-0.98,5,4,1,3,-1.34,0,899
10,1,0.7,3,4,1,3,0.96,0,899
10,1,-0.89,5,3,1,3,-0.22,0,899
10,1,-0.36,5,5,2,3,-1.16,0,899
10,1,0.5,7,4,1,3,-0.98,0,899
10,1,0.03,5,4,1,3,-2.59,0,899
10,1,-0.22,5,8,1,3,-0.12,0,899
10,1,-1.56,5,4,1,3,-0.92,0,899
10,1,-0.91,1,4,2,3,-0.42,0,899
10,1,-0.01,4,4,1,3,-1.44,0,899
10,1,-0.34,3,4,1,3,-2.37,0,899
10,1,1.5,7,4,1,3,-1.42,0,899
10,1,-1.29,5,4,2,3,0.63,0,899
10,1,-0.28,6,4,1,3,0.84,0,899
10,1,-0.98,5,4,2,3,-2.07,0,899
10,1,0.26,6,4,2,3,-1.15,0,899
10,1,0.22,5,4,1,3,-2.66,0,899
10,1,1.06,6,4,1,3,-1.23,0,899
10,1,-1.43,4,8,1,3,-2.05,0,899
10,1,-0.42,4,4,1,3,-0.42,0,899
10,1,0.91,6,8,1,3,0.58,0,899
10,1,-0.85,5,8,2,3,0.23,0,899
10,1,1.22,6,4,2,3,0.44,0,899
10,1,-1.5,4,4,2,3,-0.22,0,899
10,1,1.49,6,1,1,3,-0.38,0,899
10,1,0.42,5,4,2,3,0.1,0,899
10,1,-1.31,5,8,1,3,-1.3,0,899
10,1,0,4,8,1,3,-1.01,0,899
10,1,-1.18,4,4,2,3,-1.23,0,899
10,1,0.46,5,8,2,3,-0.2,0,899
10,1,-0.5,5,4,2,3,0.42,0,899
10,1,0.16,5,8,2,3,-2.37,0,899
10,1,0.62,6,4,2,3,-2.31,0,899
10,1,-1.64,2,4,2,3,0.06,0,899
10,1,-1.22,4,8,1,3,-1.17,0,899
10,1,0.85,7,4,1,3,-2.26,0,899
10,1,1.45,6,4,1,3,-1.5,0,899
10,1,1.67,6,4,2,3,-0.03,0,899
10,1,0.07,6,4,2,3,0.27,0,899
10,1,0.98,5,5,1,3,-1.51,0,899
9,1,-1.59,1,8,2,4,-0.29,0,501
9,1,1.75,6,8,1,4,-1.17,0,501
9,1,0.75,5,8,2,4,-1.71,0,501
9,1,-1.67,4,1,2,4,-2.8,0,501
9,1,1.49,5,1,1,4,-2.02,0,501
9,1,1.11,7,1,1,4,-0.68,0,501
9,1,0.37,4,2,1,4,-1.92,0,501
9,1,-0.47,2,2,2,4,-0.97,0,501
9,1,-0.84,5,1,2,4,-1.85,0,501
9,1,0.86,5,1,1,4,-1.31,0,501
9,1,-0.36,2,8,2,4,-1.01,0,501
9,1,0.4,3,8,1,4,-0.88,0,501
9,1,1.65,7,2,1,4,-2.73,0,501
9,1,1.29,6,4,1,4,-0.86,0,501
9,1,-1.46,5,1,1,4,-3,0,501
9,1,-0.92,3,4,1,4,-0.75,0,501
9,1,0.18,4,5,1,4,-1.55,0,501
9,1,-0.74,4,1,2,4,-0.9,0,501
9,1,1.45,6,8,1,4,-2.08,0,501
9,1,0.18,6,4,2,4,-2.2,0,501
9,1,-1.26,3,1,2,4,-1.03,0,501
9,1,-0.29,3,8,1,4,-2.84,0,501
9,1,1.88,6,8,1,4,-0.68,0,501
9,1,1.45,3,8,1,4,0.42,0,501
9,1,0.84,3,8,2,4,-0.31,0,501
9,1,0.16,6,2,1,4,-1.98,0,501
9,1,0.04,5,1,1,4,-1.95,0,501
9,1,1.75,6,8,1,4,-2.06,0,501
9,1,0.72,7,8,1,4,-2.72,0,501
9,1,-0.73,6,8,2,4,-0.54,0,501
9,1,-0.23,3,8,2,4,-3.16,0,501
9,1,-1.05,5,1,2,4,-0.4,0,501
9,1,1.17,6,1,2,4,-1.62,0,501
9,1,1.53,7,1,1,4,-1.49,0,501
9,1,1.25,6,8,1,4,-1.76,0,501
9,1,1.41,6,8,2,4,-2.19,0,501
9,1,0.68,4,1,1,4,-0.83,0,501
9,1,1.42,6,4,1,4,-1.73,0,501
9,1,0.13,5,8,2,4,-1.53,0,501
9,1,0.11,4,1,2,4,-0.53,0,501
9,1,1.74,7,1,2,4,-2.2,0,501
9,1,0.54,6,8,1,4,-1.86,0,501
9,1,0.35,6,2,1,4,-0.67,0,501
9,1,-1.06,5,2,2,4,-1.19,0,501
9,1,1.27,7,1,1,4,-2.18,0,501
8,1,-0.04,6,1,1,2,-0.06,0,510
8,1,0.79,6,1,1,2,0.44,0,510
8,1,0.98,5,8,2,2,-1.01,0,510
8,1,0.82,6,2,1,2,-0.97,0,510
8,1,0.05,5,8,2,2,-1.45,0,510
8,1,-0.36,6,1,2,2,0.73,0,510
8,1,-0.31,6,1,2,2,0.43,0,510
8,1,1.39,7,4,2,2,-0.31,0,510
8,1,-0.09,7,5,1,2,-0.06,0,510
8,1,2.01,6,5,1,2,-0.45,0,510
8,1,-0.51,6,1,1,2,0.13,0,510
8,1,-0.33,5,8,2,2,0.34,0,510
8,1,1.67,6,1,1,2,0.26,0,510
8,1,-0.04,6,2,1,2,-1.15,0,510
8,1,-0.41,3,8,1,2,0,0,510
8,1,0.26,3,5,1,2,-1.36,0,510
8,1,-0.21,4,4,2,2,-0.21,0,510
8,1,-0.4,5,8,2,2,0.55,0,510
8,1,-0.49,5,1,2,2,-1.06,0,510
8,1,0.35,6,2,1,2,-0.22,0,510
8,1,-0.15,5,2,1,2,1.85,0,510
8,1,1.09,5,2,2,2,-1.41,0,510
8,1,-0.16,3,8,1,2,-0.28,0,510
8,1,0.26,5,2,1,2,0.54,0,510
8,1,1.26,5,4,1,2,0.65,0,510
8,1,0.91,6,5,1,2,-0.75,0,510
8,1,1.46,6,2,1,2,0.31,0,510
8,1,1.13,6,1,1,2,-0.33,0,510
8,1,0.84,6,4,1,2,-0.18,0,510
8,1,-0.51,7,2,2,2,2.1,0,510
8,1,0.23,5,2,2,2,-0.07,0,510
8,1,0.14,4,1,1,2,-0.69,0,510
8,1,-0.98,5,4,1,2,0.89,0,510
8,1,0,6,1,1,2,-0.03,0,510
8,1,-1.15,5,2,2,2,0.17,0,510
8,1,-0.33,5,8,2,2,0.94,0,510
8,1,1.43,6,5,2,2,0.56,0,510
8,1,0.58,7,5,1,2,-1.08,0,510
8,1,-1.19,4,8,1,2,0.09,0,510
8,1,-1.46,5,4,2,2,-0.05,0,510
8,1,1.1,6,6,1,2,-1.09,0,510
8,1,-0.7,5,4,1,2,-0.24,0,510
8,1,-0.34,3,2,2,2,0.79,0,510
8,1,-1.43,5,8,2,2,-1.03,0,510
8,1,-0.12,7,1,2,2,-0.23,0,510
8,1,-0.22,5,8,2,2,1.24,0,510
8,1,0.81,7,1,1,2,-1.42,0,510
8,1,0.34,6,5,2,2,0.9,0,510
8,1,1.02,4,2,2,2,1.15,0,510
8,1,-0.32,5,8,1,2,1.55,0,510
8,1,0.54,6,1,2,2,0.25,0,510
8,1,0.42,5,8,1,2,0.23,0,510
8,1,1.03,5,4,2,2,-0.11,0,510
8,1,2.53,7,5,1,2,-0.93,0,510
8,1,-0.22,5,4,2,2,0.35,0,510
8,1,0.73,6,1,2,2,0.71,0,510
7,1,-0.11,6,4,2,2,0.89,-1,547
7,1,3.11,7,4,1,2,-0.04,-1,547
7,1,0.75,7,4,2,2,0.24,-1,547
7,1,-0.52,6,4,2,2,1.59,-1,547
7,1,0.25,4,4,2,2,1.4,-1,547
7,1,0.71,6,4,2,2,-0.61,-1,547
7,1,0.64,6,4,1,2,0.84,-1,547
7,1,-1.5,1,4,1,2,0.71,-1,547
7,1,0.2,7,4,1,2,0.79,-1,547
7,1,-0.26,6,8,2,2,-1.66,-1,547
7,1,1.44,6,4,2,2,-0.85,-1,547
7,1,1.16,5,2,1,2,-0.86,-1,547
7,1,0.58,5,8,1,2,0.11,-1,547
7,1,2.67,6,5,1,2,0.76,-1,547
7,1,1.97,6,4,2,2,1.96,-1,547
7,1,-0.34,6,2,2,2,0.36,-1,547
7,1,0.47,6,8,2,2,-1.68,-1,547
7,1,-0.14,5,4,1,2,-0.99,-1,547
7,1,0.04,6,4,2,2,-2.64,-1,547
7,1,0.72,6,4,2,2,-1.46,-1,547
7,1,0.66,5,4,2,2,0.94,-1,547
7,1,0.7,6,4,2,2,0.45,-1,547
7,1,-0.25,6,4,1,2,0.31,-1,547
7,1,0.52,6,4,1,2,0,-1,547
7,1,0.51,5,4,1,2,0.87,-1,547
7,1,1.05,6,4,2,2,-0.97,-1,547
7,1,1.34,6,4,2,2,0.47,-1,547
7,1,1.73,6,4,1,2,0.66,-1,547
7,1,-1.11,4,4,1,2,-1.56,-1,547
7,1,1.5,7,6,2,2,-1.16,-1,547
7,1,0.42,6,4,2,2,0.18,-1,547
7,1,2.17,5,4,2,2,-0.56,-1,547
7,1,-0.73,6,4,2,2,-0.61,-1,547
7,1,0.12,5,4,1,2,1.14,-1,547
7,1,0.45,5,4,2,2,0.75,-1,547
7,1,0.98,6,4,2,2,-0.38,-1,547
7,1,0.25,6,8,1,2,-1.18,-1,547
7,1,1.51,6,4,2,2,1.08,-1,547
6,1,0.65,6,8,2,1,1.28,-1,685
6,1,-0.8,6,4,2,1,-0.08,-1,685
6,1,-0.97,5,4,1,1,1.75,-1,685
6,1,0.76,6,4,2,1,0.92,-1,685
6,1,0.18,6,4,1,1,3.22,-1,685
6,1,-0.64,6,8,2,1,1.15,-1,685
6,1,0.43,6,4,2,1,1.27,-1,685
6,1,-1.38,3,4,1,1,0.94,-1,685
6,1,-0.61,5,5,1,1,1.17,-1,685
6,1,-0.19,6,8,1,1,1.47,-1,685
6,1,-1.77,5,8,1,1,1,-1,685
6,1,1.13,5,4,1,1,1.69,-1,685
6,1,-1.53,1,8,1,1,0.34,-1,685
6,1,0.08,6,8,2,1,1.9,-1,685
6,1,-0.27,5,4,1,1,1.8,-1,685
6,1,-1.35,6,2,2,1,0.3,-1,685
6,1,0.92,7,4,1,1,0.98,-1,685
6,1,-1.2,5,8,1,1,1.67,-1,685
6,1,-0.2,4,4,2,1,-0.98,-1,685
6,1,-1.23,5,8,2,1,1.53,-1,685
6,1,-1.19,2,4,1,1,2.32,-1,685
6,1,-0.34,4,4,2,1,0.48,-1,685
6,1,1.7,6,4,1,1,1.77,-1,685
6,1,2.42,7,4,2,1,1.77,-1,685
6,1,0,5,8,2,1,0.85,-1,685
6,1,-0.3,6,4,2,1,-0.14,-1,685
6,1,-0.78,5,4,2,1,1.98,-1,685
6,1,-0.02,5,4,1,1,1.41,-1,685
6,1,0.19,6,4,1,1,2.83,-1,685
6,1,-0.69,5,4,2,1,1.55,-1,685
6,1,-0.64,2,4,2,1,2.27,-1,685
6,1,1.26,6,4,2,1,-0.88,-1,685
6,1,-0.24,6,5,2,1,1.94,-1,685
6,1,-0.78,6,4,1,1,1.26,-1,685
6,1,-2.34,4,4,1,1,1.06,-1,685
6,1,-0.9,5,4,1,1,0.82,-1,685
6,1,0.01,5,5,1,1,2.39,-1,685
6,1,-0.51,4,4,2,1,2.74,-1,685
6,1,0.66,6,4,1,1,-0.19,-1,685
6,1,-0.53,3,4,1,1,0.6,-1,685
6,1,1.61,6,4,1,1,-0.2,-1,685
6,1,1.28,6,4,1,1,1.18,-1,685
6,1,-0.36,5,4,1,1,1.34,-1,685
6,1,0.41,3,4,1,1,2.51,-1,685
6,1,-0.26,5,4,2,1,1.28,-1,685
6,1,-0.75,6,4,2,1,2.28,-1,685
6,1,-1.85,5,4,1,1,3.4,-1,685
6,1,-0.74,3,4,2,1,0.7,-1,685
6,1,0.85,6,2,2,1,1.92,-1,685
6,1,0.79,5,4,2,1,0.11,-1,685
5,1,0.16,4,2,1,0,-1.88,-2,698
5,1,-0.99,4,4,1,0,1.59,-2,698
5,1,1.01,6,8,1,0,-1.29,-2,698
5,1,1.71,7,4,2,0,-1.31,-2,698
5,1,-1.51,5,8,2,0,-0.29,-2,698
5,1,-0.47,6,2,2,0,-1.2,-2,698
5,1,0.48,5,4,1,0,-0.7,-2,698
5,1,-0.85,5,2,2,0,0.03,-2,698
5,1,0.2,6,4,1,0,0.02,-2,698
5,1,-1.2,4,4,1,0,1.68,-2,698
5,1,-0.67,5,2,2,0,0.19,-2,698
5,1,-0.18,2,1,1,0,-0.45,-2,698
5,1,0.5,5,2,1,0,-0.26,-2,698
5,1,2.09,7,2,2,0,0.27,-2,698
5,1,0.86,7,7,1,0,0.22,-2,698
5,1,1.14,4,8,2,0,-0.95,-2,698
5,1,2.39,6,8,2,0,-0.46,-2,698
5,1,-0.19,3,8,1,0,-1.13,-2,698
5,1,0.7,6,4,1,0,-1.92,-2,698
5,1,1.91,6,8,2,0,0.01,-2,698
5,1,1.29,6,2,1,0,-1.2,-2,698
5,1,1.39,7,8,1,0,-1.5,-2,698
5,1,0.69,6,2,1,0,0.15,-2,698
5,1,1.45,6,5,1,0,-0.54,-2,698
5,1,1.98,6,8,1,0,0.51,-2,698
5,1,0.73,7,6,1,0,-1.34,-2,698
5,1,1.9,7,2,1,0,0.21,-2,698
5,1,1.37,7,8,1,0,-1.16,-2,698
5,1,0.95,4,2,1,0,1.58,-2,698
5,1,0.53,6,4,1,0,-1.65,-2,698
5,1,0.6,7,2,2,0,-0.73,-2,698
5,1,-0.73,5,2,1,0,-1.2,-2,698
5,1,-0.33,5,2,1,0,-1.4,-2,698
5,1,-0.41,5,4,2,0,-0.49,-2,698
5,1,1.87,5,5,2,0,0.39,-2,698
5,1,-0.13,5,8,1,0,-0.81,-2,698
5,1,-0.9,5,2,2,0,-1.43,-2,698
5,1,-0.54,2,2,1,0,-0.35,-2,698
5,1,1.06,6,1,1,0,1.58,-2,698
5,1,1.74,6,8,1,0,-0.27,-2,698
5,1,0.99,6,2,2,0,0.03,-2,698
5,1,0.26,4,2,1,0,-0.3,-2,698
5,1,1.34,7,2,1,0,-1.3,-2,698
5,1,2.5,7,5,1,0,-1.28,-2,698
5,1,-0.59,4,8,2,0,0.19,-2,698
5,1,0.24,3,2,1,0,-0.33,-2,698
5,1,0.6,5,2,1,0,-0.41,-2,698
5,1,0.13,5,2,2,0,-0.35,-2,698
5,1,1.03,4,2,2,0,-0.43,-2,698
5,1,-0.15,2,2,2,0,0.67,-2,698
5,1,-0.01,5,2,2,0,-0.21,-2,698
5,1,0.95,6,2,1,0,-0.83,-2,698
5,1,1.47,5,5,1,0,-1.91,-2,698
5,1,0.24,6,2,2,0,0.06,-2,698
5,1,-0.89,4,2,2,0,-2.49,-2,698
5,1,0.64,5,2,1,0,-0.75,-2,698
5,1,-0.41,6,2,2,0,-0.21,-2,698
5,1,-0.7,2,2,2,0,-0.39,-2,698
5,1,1.28,6,2,2,0,-2.44,-2,698
5,1,-0.61,5,1,1,0,0.7,-2,698
5,1,0.5,5,8,1,0,-0.79,-2,698
5,1,0.41,4,2,1,0,-1.05,-2,698
4,1,0.81,6,2,1,0,-0.05,-1,1070
4,1,1.94,4,7,1,0,-0.1,-1,1070
4,1,0.59,6,2,2,0,1.13,-1,1070
4,1,0.61,4,4,2,0,-0.26,-1,1070
4,1,0.2,4,2,2,0,-0.36,-1,1070
4,1,0.25,5,4,1,0,0.57,-1,1070
4,1,1.76,6,2,2,0,-0.85,-1,1070
4,1,2.26,6,1,2,0,0.09,-1,1070
4,1,-0.68,4,4,2,0,1.9,-1,1070
4,1,1.28,5,2,2,0,-1.47,-1,1070
4,1,0.3,3,4,2,0,-2.19,-1,1070
4,1,0.46,5,4,1,0,-0.89,-1,1070
4,1,0.91,6,2,1,0,0.4,-1,1070
4,1,1.11,6,4,1,0,-2.34,-1,1070
4,1,0.7,5,4,1,0,0.88,-1,1070
4,1,1.26,6,4,1,0,0.16,-1,1070
4,1,1.96,7,8,1,0,1.74,-1,1070
4,1,0.32,5,4,2,0,-0.46,-1,1070
4,1,1.84,6,4,2,0,-0.26,-1,1070
4,1,2.02,6,2,1,0,1.41,-1,1070
4,1,1.99,6,4,2,0,-1.59,-1,1070
4,1,1.33,5,4,1,0,0.03,-1,1070
4,1,0.89,6,2,2,0,-2.85,-1,1070
4,1,1.04,6,4,1,0,0.44,-1,1070
4,1,1.61,6,8,1,0,-0.77,-1,1070
4,1,-0.44,5,5,1,0,0.87,-1,1070
4,1,0.83,5,5,1,0,0.16,-1,1070
4,1,0.92,6,4,2,0,0.72,-1,1070
4,1,0.18,5,8,1,0,1.06,-1,1070
4,1,0.88,7,4,1,0,1.01,-1,1070
4,1,1.03,6,4,1,0,0.81,-1,1070
4,1,-0.19,6,8,1,0,0.63,-1,1070
4,1,0.25,4,4,1,0,0.21,-1,1070
4,1,1.17,5,2,2,0,1.39,-1,1070
4,1,0.75,6,4,1,0,0.93,-1,1070
4,1,1.02,6,2,1,0,-0.6,-1,1070
4,1,-0.17,5,2,2,0,0.1,-1,1070
4,1,-0.07,5,2,2,0,-0.84,-1,1070
4,1,1.59,5,5,1,0,0.29,-1,1070
4,1,2.07,4,2,2,0,-1.39,-1,1070
4,1,1.02,5,2,1,0,0.17,-1,1070
