customer_id,group,plan,date,month,paid,type
AC55465,control,free,2025-02-22,2,0,subscription
AE84441,control,free,2025-02-22,2,0,subscription
AL36978,control,free,2025-02-22,2,37.96,purchase
AM56353,control,free,2025-02-22,2,0,subscription
AZ52691,control,plus,2025-02-22,2,9.99,subscription
BD23615,control,free,2025-02-22,2,0,subscription
BF94225,treatment,free,2025-02-22,2,0,subscription
BJ43772,control,free,2025-02-22,2,0,subscription
BO60462,control,free,2025-02-22,2,0,subscription
BR10962,treatment,free,2025-02-22,2,0,subscription
BS93422,control,plus,2025-02-22,2,1.08,purchase
BW60789,control,plus,2025-02-22,2,9.99,subscription
CJ81809,treatment,free,2025-02-22,2,24.32,purchase
CM23012,treatment,free,2025-02-22,2,0,subscription
CS48070,control,free,2025-02-22,2,0.18,purchase
CS56575,treatment,pro,2025-02-22,2,14.99,subscription
CS89754,control,free,2025-02-22,2,12.97,purchase
DC53891,control,free,2025-02-22,2,0,subscription
DF25390,control,free,2025-02-22,2,0,subscription
DH72003,control,free,2025-02-22,2,0,subscription
DK49484,control,free,2025-02-22,2,0,subscription
DP55128,treatment,free,2025-02-22,2,23.4,purchase
DS67628,treatment,free,2025-02-22,2,0,subscription
DV89743,control,free,2025-02-22,2,3.58,purchase
DV91090,treatment,free,2025-02-22,2,0,subscription
EB16838,control,free,2025-02-22,2,0,subscription
EG27051,control,plus,2025-02-22,2,7.02,purchase
EM77761,control,free,2025-02-22,2,0,subscription
EU22169,treatment,free,2025-02-22,2,0,subscription
EZ27046,treatment,free,2025-02-22,2,0,subscription
EZ76968,treatment,free,2025-02-22,2,0,subscription
FB12054,treatment,free,2025-02-22,2,0,subscription
FD34300,treatment,free,2025-02-22,2,0,subscription
FF67811,control,free,2025-02-22,2,0,subscription
FY92145,treatment,free,2025-02-22,2,0,subscription
GF98032,treatment,free,2025-02-22,2,0,subscription
GI41565,control,free,2025-02-22,2,0,subscription
GQ76263,treatment,free,2025-02-22,2,0,subscription
GR94082,control,free,2025-02-22,2,7.89,purchase
GS21374,control,free,2025-02-22,2,0,subscription
GW47351,control,free,2025-02-22,2,0,subscription
GY87548,treatment,free,2025-02-22,2,0,subscription
HB42366,control,free,2025-02-22,2,0,subscription
HD86540,treatment,free,2025-02-22,2,45.73,purchase
HJ78301,control,free,2025-02-22,2,0,subscription
HM85550,control,free,2025-02-22,2,0,subscription
HP94120,control,free,2025-02-22,2,24.16,purchase
HQ66675,treatment,free,2025-02-22,2,1.19,purchase
HS33424,treatment,free,2025-02-22,2,8.63,purchase
HU68969,treatment,free,2025-02-22,2,2.05,purchase
HX22222,treatment,free,2025-02-22,2,0,subscription
HZ18705,control,free,2025-02-22,2,0,subscription
ID72409,treatment,free,2025-02-22,2,0,subscription
IF35396,control,free,2025-02-22,2,0,subscription
IN21058,control,free,2025-02-22,2,0,subscription
IU99167,control,free,2025-02-22,2,0,subscription
IX35371,treatment,free,2025-02-22,2,0,subscription
IX60045,treatment,free,2025-02-22,2,0,subscription
JB97564,treatment,free,2025-02-22,2,0,subscription
JS50584,treatment,free,2025-02-22,2,10.74,purchase
JV29996,control,free,2025-02-22,2,0,subscription
KC69158,control,free,2025-02-22,2,0,subscription
KF73192,treatment,free,2025-02-22,2,0,subscription
KM67248,control,free,2025-02-22,2,9.24,purchase
KO49228,control,free,2025-02-22,2,0,subscription
LA15246,treatment,free,2025-02-22,2,0,subscription
LM28237,treatment,free,2025-02-22,2,0,subscription
LM96085,treatment,free,2025-02-22,2,14.52,purchase
LO94891,control,free,2025-02-22,2,0,subscription
LS53451,treatment,free,2025-02-22,2,0,subscription
LU75205,control,free,2025-02-22,2,1.54,purchase
LU75205,control,free,2025-02-22,2,5.11,purchase
LV88443,control,free,2025-02-22,2,3.66,purchase
LW70288,control,free,2025-02-22,2,0,subscription
MG93465,treatment,plus,2025-02-22,2,6.91,purchase
MJ49915,control,free,2025-02-22,2,0,subscription
MK30659,treatment,free,2025-02-22,2,0,subscription
MR93171,treatment,free,2025-02-22,2,10.41,purchase
NB29712,control,free,2025-02-22,2,0,subscription
NB38861,control,plus,2025-02-22,2,9.99,subscription
NC58418,control,free,2025-02-22,2,0.31,purchase
NC70609,treatment,free,2025-02-22,2,0,subscription
NC95046,treatment,free,2025-02-22,2,0,subscription
NE30626,treatment,free,2025-02-22,2,0,subscription
NR79071,control,free,2025-02-22,2,0,subscription
NZ57859,treatment,free,2025-02-22,2,5.18,purchase
NZ64107,treatment,free,2025-02-22,2,0,subscription
OD37663,treatment,free,2025-02-22,2,0,subscription
OG32116,treatment,free,2025-02-22,2,3.33,purchase
OJ41465,treatment,free,2025-02-22,2,0,subscription
OQ67572,treatment,free,2025-02-22,2,0,subscription
PA96968,control,free,2025-02-22,2,3.16,purchase
PG58509,control,free,2025-02-22,2,0.81,purchase
PQ88083,treatment,plus,2025-02-22,2,9.99,subscription
PT45286,control,free,2025-02-22,2,0,subscription
QE76793,control,free,2025-02-22,2,3.43,purchase
QL31139,treatment,free,2025-02-22,2,9.47,purchase
QN96588,treatment,plus,2025-02-22,2,9.99,subscription
QO32097,control,free,2025-02-22,2,0,subscription
RA67961,control,free,2025-02-22,2,0,subscription
RF55552,control,free,2025-02-22,2,0,subscription
RK95525,control,free,2025-02-22,2,0,subscription
RL13227,treatment,free,2025-02-22,2,0,subscription
RU45258,control,free,2025-02-22,2,0,subscription
RW22710,treatment,free,2025-02-22,2,4.02,purchase
RZ12955,treatment,free,2025-02-22,2,0,subscription
SC92906,treatment,pro,2025-02-22,2,5.06,purchase
SE13064,control,free,2025-02-22,2,0,subscription
SE50396,control,free,2025-02-22,2,0,subscription
SF80827,control,free,2025-02-22,2,0,subscription
SG89139,control,free,2025-02-22,2,0,subscription
SI66672,treatment,free,2025-02-22,2,0,subscription
SK67344,treatment,free,2025-02-22,2,0,subscription
SS28085,control,free,2025-02-22,2,0,subscription
TC18831,control,free,2025-02-22,2,0,subscription
TE62378,treatment,free,2025-02-22,2,4.31,purchase
TH93070,treatment,free,2025-02-22,2,0,subscription
TM63872,treatment,free,2025-02-22,2,0,subscription
TQ38254,control,free,2025-02-22,2,0,subscription
UB64641,treatment,free,2025-02-22,2,0,subscription
UH64872,control,free,2025-02-22,2,0,subscription
UM37017,treatment,free,2025-02-22,2,0,subscription
UY44520,treatment,free,2025-02-22,2,0,subscription
VJ58111,treatment,free,2025-02-22,2,0,subscription
VK12366,treatment,free,2025-02-22,2,0,subscription
VK95265,control,free,2025-02-22,2,0,subscription
VR18243,treatment,free,2025-02-22,2,0,subscription
VT30090,control,free,2025-02-22,2,0,subscription
VV84238,control,free,2025-02-22,2,0,subscription
VZ71303,treatment,free,2025-02-22,2,0,subscription
WA17551,treatment,free,2025-02-22,2,0,subscription
WC46847,treatment,free,2025-02-22,2,0,subscription
WD36450,control,plus,2025-02-22,2,9.99,subscription
WE62502,control,free,2025-02-22,2,5.37,purchase
WL19460,treatment,free,2025-02-22,2,7.33,purchase
WP81947,treatment,pro,2025-02-22,2,14.99,subscription
WS43685,treatment,free,2025-02-22,2,0,subscription
XF21628,control,free,2025-02-22,2,0,subscription
XM71175,treatment,free,2025-02-22,2,9.07,purchase
XQ76688,control,free,2025-02-22,2,0,subscription
YE25531,control,free,2025-02-22,2,0,subscription
YG24022,treatment,free,2025-02-22,2,0,subscription
ZD20334,control,free,2025-02-22,2,0,subscription
ZD62823,control,free,2025-02-22,2,55.99,purchase
ZZ61201,treatment,free,2025-02-22,2,4.88,purchase
AE14278,control,free,2025-02-23,2,0,subscription
AH55229,treatment,free,2025-02-23,2,8.12,purchase
AJ84174,treatment,free,2025-02-23,2,0,subscription
AJ84462,control,free,2025-02-23,2,0,subscription
AT94824,treatment,free,2025-02-23,2,0,subscription
AU96390,treatment,free,2025-02-23,2,0,subscription
BB15307,treatment,free,2025-02-23,2,2.59,purchase
BF94225,treatment,free,2025-02-23,2,22.77,purchase
BI21686,control,free,2025-02-23,2,17.15,purchase
BJ75535,control,free,2025-02-23,2,0,subscription
BM14455,control,plus,2025-02-23,2,9.99,subscription
BM45485,control,free,2025-02-23,2,0,subscription
BO60417,control,free,2025-02-23,2,2.79,purchase
BO60417,control,free,2025-02-23,2,2.96,purchase
BQ83808,control,free,2025-02-23,2,0,subscription
BS69461,treatment,free,2025-02-23,2,0,subscription
BS93422,control,plus,2025-02-23,2,13,purchase
CN46266,control,free,2025-02-23,2,0,subscription
CQ42194,treatment,free,2025-02-23,2,0,subscription
CR52298,treatment,free,2025-02-23,2,0,subscription
DG89244,treatment,free,2025-02-23,2,8.15,purchase
DX16606,control,free,2025-02-23,2,15.58,purchase
DY41280,control,free,2025-02-23,2,0,subscription
EC65129,treatment,free,2025-02-23,2,0,subscription
EG60621,control,free,2025-02-23,2,0,subscription
EH95169,control,free,2025-02-23,2,0,subscription
EK67670,control,free,2025-02-23,2,0,subscription
ET96328,control,free,2025-02-23,2,0,subscription
FC10183,treatment,free,2025-02-23,2,0,subscription
FG39792,treatment,free,2025-02-23,2,0,subscription
FO99543,treatment,free,2025-02-23,2,1.31,purchase
FP72986,control,free,2025-02-23,2,0,subscription
FQ86399,control,free,2025-02-23,2,0,subscription
FR40625,treatment,free,2025-02-23,2,0,subscription
FT34221,treatment,free,2025-02-23,2,0,subscription
FV29345,control,free,2025-02-23,2,0,subscription
FX49335,treatment,free,2025-02-23,2,0,subscription
GQ69700,control,free,2025-02-23,2,0,subscription
GX47135,control,free,2025-02-23,2,8.97,purchase
HA13555,control,free,2025-02-23,2,1.09,purchase
HE11771,treatment,free,2025-02-23,2,0,subscription
HR27852,control,free,2025-02-23,2,0,subscription
HR77890,treatment,pro,2025-02-23,2,14.99,subscription
HS26154,treatment,free,2025-02-23,2,0,subscription
HW75036,control,free,2025-02-23,2,12.12,purchase
HW99171,treatment,free,2025-02-23,2,0,subscription
ID30022,control,free,2025-02-23,2,0,subscription
IH34326,treatment,free,2025-02-23,2,0,subscription
IJ52641,control,free,2025-02-23,2,0,subscription
IN20015,control,free,2025-02-23,2,24.55,purchase
IS57815,treatment,free,2025-02-23,2,0,subscription
JF24734,treatment,free,2025-02-23,2,0,subscription
JF49768,treatment,free,2025-02-23,2,14.31,purchase
JG41805,treatment,free,2025-02-23,2,0,subscription
JI10227,treatment,free,2025-02-23,2,20.19,purchase
JR59963,treatment,free,2025-02-23,2,0,subscription
JS61843,control,free,2025-02-23,2,0,subscription
KB55954,treatment,free,2025-02-23,2,0,subscription
KF90549,control,plus,2025-02-23,2,9.99,subscription
KK80356,treatment,free,2025-02-23,2,0,subscription
KO66687,control,free,2025-02-23,2,0,subscription
LD67977,control,free,2025-02-23,2,25.38,purchase
LH24405,control,free,2025-02-23,2,0,subscription
LP23356,control,free,2025-02-23,2,0,subscription
LQ44749,treatment,free,2025-02-23,2,0,subscription
LR19476,treatment,free,2025-02-23,2,0,subscription
LV32569,treatment,free,2025-02-23,2,0,subscription
LW67212,treatment,free,2025-02-23,2,2.3,purchase
LW85572,control,free,2025-02-23,2,0,subscription
MH54513,treatment,free,2025-02-23,2,0,subscription
MK86290,control,free,2025-02-23,2,94.83,purchase
MN29349,treatment,free,2025-02-23,2,0,subscription
MP69330,treatment,free,2025-02-23,2,0,subscription
MR89593,treatment,free,2025-02-23,2,0,subscription
NA12134,treatment,free,2025-02-23,2,0,subscription
NH37386,treatment,free,2025-02-23,2,0,subscription
NV88532,control,free,2025-02-23,2,0,subscription
OG32889,treatment,free,2025-02-23,2,9.86,purchase
OH99393,control,free,2025-02-23,2,0,subscription
PC99820,treatment,free,2025-02-23,2,0,subscription
PL42633,control,free,2025-02-23,2,0,subscription
PN12826,control,free,2025-02-23,2,0,subscription
PN91322,treatment,free,2025-02-23,2,0,subscription
PR38708,treatment,free,2025-02-23,2,3.44,purchase
PV12944,treatment,free,2025-02-23,2,0,subscription
QC12504,treatment,free,2025-02-23,2,0,subscription
QC66938,treatment,free,2025-02-23,2,2.62,purchase
QD65882,control,free,2025-02-23,2,0,subscription
QE91233,treatment,free,2025-02-23,2,0,subscription
QQ26084,treatment,free,2025-02-23,2,0,subscription
QQ97691,control,free,2025-02-23,2,0,subscription
QR77572,control,free,2025-02-23,2,0,subscription
QZ21028,treatment,free,2025-02-23,2,0,subscription
RA89512,treatment,free,2025-02-23,2,0,subscription
RM92676,treatment,free,2025-02-23,2,0,subscription
RS81453,treatment,free,2025-02-23,2,0,subscription
RV96488,control,free,2025-02-23,2,29.21,purchase
RX71532,treatment,free,2025-02-23,2,0,subscription
SC92906,treatment,pro,2025-02-23,2,4.39,purchase
SE74500,treatment,free,2025-02-23,2,0,subscription
SF44015,control,free,2025-02-23,2,0,subscription
SP94160,control,free,2025-02-23,2,0,subscription
ST83834,treatment,free,2025-02-23,2,0,subscription
SY75464,treatment,free,2025-02-23,2,0,subscription
TC87325,control,free,2025-02-23,2,0,subscription
TO26429,control,free,2025-02-23,2,0,subscription
TQ67065,control,free,2025-02-23,2,0,subscription
UD42196,control,free,2025-02-23,2,0,subscription
UJ20083,treatment,free,2025-02-23,2,2.48,purchase
UN80875,control,free,2025-02-23,2,0,subscription
US49674,treatment,free,2025-02-23,2,0,subscription
UV60339,control,free,2025-02-23,2,0,subscription
UX34014,control,plus,2025-02-23,2,9.99,subscription
UZ61663,treatment,free,2025-02-23,2,0,subscription
VR36590,control,free,2025-02-23,2,0,subscription
VR70644,treatment,free,2025-02-23,2,4.39,purchase
VT91621,control,free,2025-02-23,2,0,subscription
VX25761,control,free,2025-02-23,2,0,subscription
WA26986,control,plus,2025-02-23,2,9.99,subscription
WE67511,control,free,2025-02-23,2,0,subscription
WG73411,treatment,free,2025-02-23,2,0,subscription
WO50158,treatment,free,2025-02-23,2,0,subscription
WO84073,control,free,2025-02-23,2,0,subscription
WS97477,treatment,pro,2025-02-23,2,14.99,subscription
XG76452,treatment,free,2025-02-23,2,0,subscription
XI67480,treatment,free,2025-02-23,2,0,subscription
XJ73310,treatment,free,2025-02-23,2,0,subscription
XV82961,treatment,free,2025-02-23,2,0,subscription
YC13847,control,free,2025-02-23,2,0,subscription
YF12044,treatment,free,2025-02-23,2,0,subscription
YG36239,treatment,free,2025-02-23,2,18.2,purchase
YQ19609,control,free,2025-02-23,2,0,subscription
ZD54272,control,free,2025-02-23,2,0,subscription
ZG60816,treatment,free,2025-02-23,2,0,subscription
AC80798,control,free,2025-02-24,2,0,subscription
AN61992,control,free,2025-02-24,2,0,subscription
AW70341,treatment,free,2025-02-24,2,0,subscription
BA49147,treatment,free,2025-02-24,2,0,subscription
BC17643,treatment,free,2025-02-24,2,0,subscription
BH37271,control,free,2025-02-24,2,0,subscription
BM64776,treatment,free,2025-02-24,2,0,subscription
BN16703,treatment,pro,2025-02-24,2,14.99,subscription
BO60417,control,free,2025-02-24,2,0.51,purchase
BP33139,treatment,free,2025-02-24,2,0,subscription
BU93619,treatment,free,2025-02-24,2,0,subscription
BW52406,control,free,2025-02-24,2,0,subscription
CB74096,control,free,2025-02-24,2,9.16,purchase
CH77884,control,free,2025-02-24,2,0,subscription
CI27073,treatment,free,2025-02-24,2,0,subscription
CI99943,control,free,2025-02-24,2,0,subscription
CV25159,treatment,free,2025-02-24,2,0,subscription
CX23105,treatment,free,2025-02-24,2,0,subscription
CZ60873,treatment,free,2025-02-24,2,0,subscription
DC91638,control,free,2025-02-24,2,0,subscription
DW88247,treatment,free,2025-02-24,2,0,subscription
EC98572,treatment,free,2025-02-24,2,0,subscription
ED12538,treatment,free,2025-02-24,2,0,subscription
EG27051,control,plus,2025-02-24,2,9.99,subscription
EM22252,treatment,free,2025-02-24,2,0,subscription
EO51949,control,free,2025-02-24,2,0,subscription
EP33041,control,free,2025-02-24,2,0,subscription
ES36436,treatment,free,2025-02-24,2,0,subscription
FD96358,control,free,2025-02-24,2,0,subscription
FI42507,treatment,free,2025-02-24,2,0,subscription
FJ90323,treatment,pro,2025-02-24,2,14.99,subscription
FL59307,treatment,free,2025-02-24,2,0,subscription
FL77491,treatment,free,2025-02-24,2,0,subscription
FM52458,treatment,free,2025-02-24,2,0,subscription
FN61989,treatment,free,2025-02-24,2,0,subscription
FX20029,control,free,2025-02-24,2,0,subscription
GE37460,treatment,free,2025-02-24,2,0,subscription
GG21981,treatment,free,2025-02-24,2,0,subscription
GH22765,control,free,2025-02-24,2,0,subscription
HA72752,control,free,2025-02-24,2,0,subscription
HC73812,treatment,free,2025-02-24,2,0,subscription
HH89247,control,free,2025-02-24,2,7.47,purchase
HI42198,control,free,2025-02-24,2,0,subscription
HP80770,control,free,2025-02-24,2,0,subscription
HQ30850,control,plus,2025-02-24,2,9.99,subscription
HQ66675,treatment,free,2025-02-24,2,0,subscription
HU67445,control,plus,2025-02-24,2,9.99,subscription
HV33558,control,free,2025-02-24,2,0,subscription
HV94246,treatment,free,2025-02-24,2,0,subscription
IC37556,treatment,free,2025-02-24,2,0,subscription
ID89402,control,free,2025-02-24,2,0,subscription
IP28665,control,free,2025-02-24,2,0,subscription
IR60373,control,free,2025-02-24,2,0,subscription
IR85001,control,free,2025-02-24,2,0,subscription
IW12352,treatment,free,2025-02-24,2,0,subscription
IY59973,control,free,2025-02-24,2,0,subscription
IZ39720,treatment,free,2025-02-24,2,9.43,purchase
JA98655,treatment,free,2025-02-24,2,4.67,purchase
JB16956,treatment,free,2025-02-24,2,0,subscription
JE95367,control,free,2025-02-24,2,0,subscription
JF16511,control,free,2025-02-24,2,0,subscription
JI47943,treatment,free,2025-02-24,2,0,subscription
JO77684,treatment,free,2025-02-24,2,0,subscription
JU11768,treatment,pro,2025-02-24,2,14.99,subscription
KB70944,control,free,2025-02-24,2,0,subscription
KK37879,treatment,free,2025-02-24,2,0,subscription
KL39073,treatment,free,2025-02-24,2,0,subscription
KP27025,control,free,2025-02-24,2,14.48,purchase
KT26999,control,free,2025-02-24,2,0,subscription
LC46858,treatment,free,2025-02-24,2,2.21,purchase
LI83333,treatment,free,2025-02-24,2,0,subscription
LK68199,treatment,free,2025-02-24,2,0,subscription
LW96222,control,free,2025-02-24,2,1.03,purchase
LX51174,control,free,2025-02-24,2,6.68,purchase
LZ17207,treatment,free,2025-02-24,2,0,subscription
LZ17207,treatment,free,2025-02-24,2,5.01,purchase
ME21324,control,free,2025-02-24,2,0,subscription
MI79659,control,free,2025-02-24,2,0,subscription
MW72133,control,free,2025-02-24,2,39.3,purchase
NA11712,control,free,2025-02-24,2,0,subscription
NC28864,treatment,free,2025-02-24,2,0,subscription
NE30626,treatment,free,2025-02-24,2,9.97,purchase
NS71295,control,free,2025-02-24,2,19.5,purchase
NU23565,control,free,2025-02-24,2,0,subscription
NY36844,treatment,free,2025-02-24,2,0,subscription
OC13434,control,free,2025-02-24,2,0,subscription
OG52965,treatment,pro,2025-02-24,2,14.99,subscription
OL40187,control,free,2025-02-24,2,6.89,purchase
ON84314,control,free,2025-02-24,2,0,subscription
OP15181,control,plus,2025-02-24,2,0,subscription
OP93007,control,plus,2025-02-24,2,9.99,subscription
OW29312,treatment,free,2025-02-24,2,8.32,purchase
PJ21546,control,free,2025-02-24,2,0,subscription
PJ73740,control,free,2025-02-24,2,0,subscription
PO77420,control,free,2025-02-24,2,0,subscription
PQ23845,control,free,2025-02-24,2,8.43,purchase
PR34195,treatment,free,2025-02-24,2,0,subscription
PS17834,control,free,2025-02-24,2,0,subscription
PW84074,control,free,2025-02-24,2,0,subscription
QL73753,treatment,pro,2025-02-24,2,14.99,subscription
QN14143,control,free,2025-02-24,2,0,subscription
QO90697,treatment,free,2025-02-24,2,0,subscription
QT66500,treatment,free,2025-02-24,2,0,subscription
QU55311,control,plus,2025-02-24,2,9.99,subscription
QU76456,treatment,free,2025-02-24,2,0,subscription
QW77622,treatment,free,2025-02-24,2,0,subscription
QY43567,control,free,2025-02-24,2,7.15,purchase
RH41093,treatment,free,2025-02-24,2,0,subscription
RI51060,treatment,free,2025-02-24,2,0,subscription
RR88094,treatment,free,2025-02-24,2,0,subscription
RR93539,treatment,free,2025-02-24,2,3.44,purchase
RZ30195,treatment,free,2025-02-24,2,0,subscription
RZ80040,treatment,free,2025-02-24,2,0,subscription
SE10620,control,free,2025-02-24,2,0,subscription
SJ90525,control,free,2025-02-24,2,0,subscription
SO75653,control,free,2025-02-24,2,0,subscription
SQ85486,treatment,free,2025-02-24,2,0,subscription
SR77513,treatment,pro,2025-02-24,2,14.99,subscription
TC16689,control,free,2025-02-24,2,0,subscription
TG93954,control,free,2025-02-24,2,0,subscription
TI74360,control,free,2025-02-24,2,0,subscription
TJ10532,treatment,free,2025-02-24,2,10.69,purchase
TK82944,treatment,free,2025-02-24,2,0,subscription
TM63102,treatment,plus,2025-02-24,2,9.99,subscription
TO69704,treatment,free,2025-02-24,2,0,subscription
TW53650,treatment,free,2025-02-24,2,0,subscription
TX80320,treatment,free,2025-02-24,2,0,subscription
TZ85846,control,free,2025-02-24,2,0,subscription
UA26966,control,free,2025-02-24,2,0,subscription
UF60192,treatment,free,2025-02-24,2,0,subscription
US49049,control,free,2025-02-24,2,0,subscription
US71184,treatment,free,2025-02-24,2,7.61,purchase
VA35535,treatment,pro,2025-02-24,2,14.99,subscription
VA94929,control,free,2025-02-24,2,4.98,purchase
VI54845,treatment,free,2025-02-24,2,0,subscription
VK54459,control,free,2025-02-24,2,0.36,purchase
VK55769,control,free,2025-02-24,2,0,subscription
VM57891,control,free,2025-02-24,2,0,subscription
VN13313,control,free,2025-02-24,2,0,subscription
VP68737,treatment,free,2025-02-24,2,0,subscription
VR70644,treatment,free,2025-02-24,2,0,subscription
VX43315,treatment,pro,2025-02-24,2,14.99,subscription
VY45922,treatment,free,2025-02-24,2,0,subscription
WF92575,treatment,free,2025-02-24,2,10.49,purchase
WG76348,control,free,2025-02-24,2,0,subscription
WK58696,treatment,free,2025-02-24,2,0,subscription
WN67787,control,free,2025-02-24,2,0,subscription
WN98957,control,free,2025-02-24,2,0,subscription
WO14877,control,free,2025-02-24,2,3.56,purchase
WP13273,treatment,free,2025-02-24,2,0,subscription
WP23331,control,free,2025-02-24,2,0,subscription
WT60911,treatment,free,2025-02-24,2,0,subscription
WZ21931,treatment,free,2025-02-24,2,0,subscription
XA20024,treatment,free,2025-02-24,2,0,subscription
XO46749,treatment,free,2025-02-24,2,0,subscription
XX10663,control,free,2025-02-24,2,33.15,purchase
YB51185,treatment,free,2025-02-24,2,0,subscription
YC10081,control,free,2025-02-24,2,0,subscription
YC54368,control,free,2025-02-24,2,0,subscription
YC99249,control,free,2025-02-24,2,0,subscription
YI34498,treatment,free,2025-02-24,2,0,subscription
YY11321,control,free,2025-02-24,2,0,subscription
ZB15464,control,free,2025-02-24,2,0,subscription
ZB24750,treatment,free,2025-02-24,2,7.01,purchase
ZR77276,treatment,free,2025-02-24,2,0,subscription
AA10856,treatment,free,2025-02-25,2,0,subscription
AA87651,treatment,free,2025-02-25,2,0,subscription
AB42300,control,free,2025-02-25,2,0,subscription
AB59020,control,free,2025-02-25,2,0,subscription
AC80798,control,free,2025-02-25,2,3.25,purchase
AJ22924,control,free,2025-02-25,2,0,subscription
AN61992,control,free,2025-02-25,2,12.97,purchase
AO11412,control,free,2025-02-25,2,8.08,purchase
AO42798,control,free,2025-02-25,2,0,subscription
AR35588,control,free,2025-02-25,2,0,subscription
AW22883,treatment,free,2025-02-25,2,18.7,purchase
BA64729,control,free,2025-02-25,2,0,subscription
BC67159,treatment,free,2025-02-25,2,0,subscription
BC69571,control,free,2025-02-25,2,0,subscription
BE30578,treatment,pro,2025-02-25,2,14.99,subscription
BI60646,control,free,2025-02-25,2,0,subscription
BO60417,control,free,2025-02-25,2,0,subscription
BR68182,treatment,free,2025-02-25,2,0,subscription
CB91990,treatment,free,2025-02-25,2,0,subscription
CD79514,treatment,free,2025-02-25,2,0,subscription
CK58950,treatment,free,2025-02-25,2,0,subscription
CL59591,treatment,free,2025-02-25,2,0,subscription
CN46286,treatment,free,2025-02-25,2,0,subscription
CS89754,control,free,2025-02-25,2,0,subscription
CW82026,control,free,2025-02-25,2,0,subscription
CX25177,treatment,pro,2025-02-25,2,33.14,purchase
CZ50343,treatment,free,2025-02-25,2,11.92,purchase
DA58275,control,free,2025-02-25,2,0,subscription
DK22453,control,free,2025-02-25,2,0,subscription
DT19207,treatment,free,2025-02-25,2,7.97,purchase
DU23428,treatment,free,2025-02-25,2,0,subscription
EC19699,treatment,free,2025-02-25,2,0,subscription
EH87371,control,free,2025-02-25,2,0,subscription
EI23046,control,free,2025-02-25,2,0,subscription
ES76652,treatment,free,2025-02-25,2,0,subscription
EV54063,control,free,2025-02-25,2,28.01,purchase
EX21832,control,free,2025-02-25,2,0,subscription
EY26340,treatment,free,2025-02-25,2,0,subscription
FE52096,treatment,free,2025-02-25,2,0,subscription
FF80928,treatment,pro,2025-02-25,2,3,purchase
FF95212,control,free,2025-02-25,2,0,subscription
FJ86869,treatment,free,2025-02-25,2,0,subscription
FN68913,control,free,2025-02-25,2,0,subscription
FN72364,treatment,pro,2025-02-25,2,0,subscription
FY68791,control,free,2025-02-25,2,0,subscription
FY75936,treatment,free,2025-02-25,2,0,subscription
GB15433,treatment,free,2025-02-25,2,0,subscription
GN76751,control,free,2025-02-25,2,0,subscription
HJ80288,control,free,2025-02-25,2,0,subscription
HN93691,treatment,free,2025-02-25,2,3.97,purchase
HO45161,control,plus,2025-02-25,2,9.99,subscription
HO74229,treatment,free,2025-02-25,2,0,subscription
HT39258,treatment,free,2025-02-25,2,0,subscription
HV33558,control,free,2025-02-25,2,5.57,purchase
HV87188,control,free,2025-02-25,2,0,subscription
HW52369,treatment,free,2025-02-25,2,0,subscription
IB96004,treatment,free,2025-02-25,2,0,subscription
II81411,control,free,2025-02-25,2,0,subscription
IM73206,control,free,2025-02-25,2,0,subscription
IP64539,control,free,2025-02-25,2,0,subscription
IT58240,treatment,free,2025-02-25,2,0,subscription
JA78014,treatment,free,2025-02-25,2,0,subscription
JA98655,treatment,free,2025-02-25,2,5.64,purchase
JB68299,control,free,2025-02-25,2,0,subscription
JH25896,treatment,free,2025-02-25,2,0,subscription
JH92812,control,free,2025-02-25,2,9.36,purchase
JJ14750,control,plus,2025-02-25,2,8.15,purchase
JM77174,control,free,2025-02-25,2,0,subscription
JN24795,treatment,free,2025-02-25,2,0,subscription
JN94042,treatment,free,2025-02-25,2,0,subscription
JO82226,treatment,free,2025-02-25,2,0,subscription
JO86679,control,free,2025-02-25,2,0,subscription
JR48814,treatment,free,2025-02-25,2,0,subscription
JR84973,control,free,2025-02-25,2,4.36,purchase
JZ11633,treatment,free,2025-02-25,2,0,subscription
KA28280,treatment,free,2025-02-25,2,0,subscription
KG92339,control,free,2025-02-25,2,0,subscription
KU69258,control,free,2025-02-25,2,0,subscription
KV42073,treatment,free,2025-02-25,2,0,subscription
LI33093,treatment,free,2025-02-25,2,0,subscription
LL32377,control,free,2025-02-25,2,0,subscription
LQ43030,treatment,free,2025-02-25,2,0,subscription
LV98961,control,free,2025-02-25,2,0,subscription
LW19044,control,free,2025-02-25,2,0,subscription
LX75524,treatment,free,2025-02-25,2,0,subscription
LX83533,treatment,free,2025-02-25,2,0,subscription
MA14138,control,free,2025-02-25,2,0,subscription
MB85685,treatment,free,2025-02-25,2,0,subscription
MC80416,treatment,free,2025-02-25,2,0,subscription
MD58593,control,free,2025-02-25,2,0,subscription
MO31400,treatment,free,2025-02-25,2,0,subscription
MR93171,treatment,free,2025-02-25,2,0,subscription
MV68314,control,free,2025-02-25,2,0,subscription
NA59092,control,free,2025-02-25,2,0,subscription
NI36399,treatment,free,2025-02-25,2,0,subscription
NM21535,treatment,free,2025-02-25,2,0,subscription
NW62324,control,free,2025-02-25,2,0,subscription
OC21782,treatment,free,2025-02-25,2,0,subscription
OE38398,treatment,free,2025-02-25,2,0,subscription
