"mkt_email","next_mnth_pv","age","tenure","vehicle","kids","clothes","computers","food","furniture","garden","jewelry","music","pets","sports","toys","electronics","beauty","books","games","home","movies","outdoors","shoes","tools","health"
0,225.82,56,2,1,0,0,1,5,0,0,0,0,0,1,0,2,2,2,2,1,0,1,0,0,1
1,226.55,69,2,0,0,3,0,3,1,2,0,2,0,1,1,2,1,0,0,1,0,0,1,0,1
0,217.3,35,3,0,1,1,2,5,0,1,1,3,0,0,1,5,2,1,3,0,1,1,0,1,1
1,114.25,22,6,0,0,2,2,3,0,1,1,1,0,1,1,1,0,1,0,3,2,1,0,0,0
1,290.66,35,4,0,2,3,1,1,2,0,0,2,0,1,0,3,2,2,3,2,0,0,0,0,3
1,176.67,52,2,0,0,1,4,1,0,0,2,0,1,2,3,1,0,3,4,1,2,1,0,0,2
0,150.32,42,0,2,0,3,2,2,0,0,0,0,0,0,1,3,2,1,0,2,0,1,2,0,0
0,237.88,61,5,1,2,1,1,4,0,3,1,1,1,0,0,2,2,0,1,1,3,2,0,0,1
1,230.46,33,1,0,0,0,3,1,0,0,0,1,0,1,0,2,1,0,2,0,0,0,2,0,2
1,217.88,49,5,0,0,2,3,6,0,0,0,0,2,3,1,2,1,3,2,2,0,0,0,0,1
1,156.47,20,4,1,1,1,6,1,0,0,0,0,1,0,0,2,0,3,0,2,0,0,0,1,2
1,176.96,28,6,0,1,1,0,3,0,1,0,1,1,2,2,0,1,0,1,0,1,0,0,2,1
0,186.7,57,7,0,1,3,0,4,0,0,1,0,0,5,0,3,1,2,1,0,2,0,2,0,0
1,106.23,63,0,0,3,3,2,2,0,0,0,1,0,0,1,3,2,2,0,0,1,1,1,1,1
1,200.43,46,7,0,1,4,1,1,1,2,0,1,0,2,0,1,0,1,0,1,1,0,2,0,4
1,186.44,49,6,2,0,2,0,1,0,2,0,3,0,0,1,1,2,1,0,5,4,0,1,0,1
1,214.05,18,3,1,1,2,1,4,0,0,1,0,0,0,1,3,3,1,2,0,1,4,0,0,1
0,200.97,26,4,0,0,2,0,3,0,0,2,0,0,1,2,0,2,2,0,3,1,0,1,1,0
0,137.9,65,5,0,0,3,3,2,0,0,0,0,1,2,1,3,3,0,6,4,0,1,0,0,1
1,173.11,22,6,0,1,2,2,3,0,0,1,0,0,0,1,2,1,1,1,1,0,0,0,2,2
1,235.55,31,0,1,2,1,3,4,2,1,0,2,0,1,0,2,0,1,0,2,1,1,2,0,2
0,211.78,71,8,0,2,4,2,1,1,0,1,0,0,1,0,2,1,2,2,0,0,0,1,0,3
1,85.43,49,0,0,0,3,1,1,0,0,1,0,0,1,1,0,1,0,0,3,1,2,0,0,0
0,184.78,31,0,0,1,4,4,7,0,1,0,2,2,1,3,0,4,3,1,5,0,2,2,0,1
0,146.57,51,6,1,0,3,2,4,1,2,0,3,0,1,0,1,0,0,2,1,0,2,0,0,0
0,58.27,20,0,0,0,2,0,2,0,0,0,1,0,1,0,2,1,2,0,0,1,1,1,0,0
0,45.02,26,3,0,1,1,0,2,2,1,1,1,1,2,0,1,0,2,0,0,0,0,2,1,1
0,77.12,56,1,0,0,1,2,2,1,0,2,0,1,0,1,1,1,1,2,2,0,1,1,1,3
0,128.54,22,0,0,0,0,3,1,1,0,0,0,0,1,0,2,0,2,2,1,2,0,1,0,1
1,176.4,52,3,1,0,2,3,1,0,0,0,3,1,2,2,2,1,1,1,1,1,0,1,0,1
1,273,69,6,2,2,2,3,7,1,0,0,3,3,3,0,1,0,0,0,2,2,0,3,0,0
0,156.42,23,5,0,0,0,0,2,0,0,1,1,1,2,0,1,1,1,0,2,1,0,1,0,0
0,244.91,71,2,0,0,3,0,4,0,1,1,0,0,4,0,3,1,1,0,0,1,4,2,1,1
0,174.5,19,4,0,1,3,0,3,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,2,3
0,204.99,57,4,1,0,3,2,3,0,0,0,1,0,1,0,3,0,5,0,0,0,0,2,1,2
1,234.87,43,4,1,0,1,0,3,1,1,0,1,1,0,1,1,1,1,3,2,1,1,0,1,2
1,219.04,49,3,0,0,3,1,4,0,2,0,1,1,1,0,2,2,2,0,3,0,1,2,0,1
1,152.77,65,5,0,4,2,0,0,0,0,1,0,0,2,0,1,1,2,1,2,2,1,1,2,0
1,161.88,48,1,0,0,2,2,5,0,0,0,0,1,3,2,4,0,2,1,1,4,0,1,2,1
0,121.93,58,5,0,1,3,2,5,0,0,0,1,1,2,0,0,3,3,0,1,1,1,2,1,2
0,122.76,52,3,0,0,0,3,2,0,0,0,0,2,0,0,2,3,0,1,1,1,1,2,1,1
1,151.38,35,3,0,0,3,0,3,1,0,0,2,1,0,1,4,1,1,0,0,1,2,0,0,1
1,153.64,39,6,1,5,1,2,2,0,2,1,2,1,1,1,2,4,2,0,2,1,1,0,1,0
1,217.18,29,3,1,1,2,3,2,0,1,0,1,0,1,1,3,2,0,3,1,0,0,0,0,1
0,192.05,64,2,0,1,2,0,1,0,0,0,1,1,3,2,1,3,1,3,0,1,1,0,0,2
1,126.82,51,1,0,0,2,1,3,2,1,0,0,0,1,1,2,1,3,0,1,0,1,0,0,0
1,237.67,59,6,0,0,1,4,0,1,0,1,0,1,3,1,0,3,3,2,2,0,2,0,0,0
0,125.86,48,0,0,2,0,3,4,1,0,1,2,0,3,0,3,0,1,0,2,1,1,2,1,0
1,224,33,3,2,0,2,3,2,0,1,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0
1,127.44,58,4,1,1,4,2,2,0,0,0,0,0,1,0,0,0,1,0,4,0,0,1,1,1
0,186.26,48,1,1,2,2,0,4,1,2,0,0,0,4,0,1,4,3,1,0,1,0,2,1,0
0,201.02,37,4,0,0,3,2,3,0,0,0,2,1,0,0,2,1,1,2,1,1,1,2,2,0
1,151.54,46,6,0,1,0,1,1,0,0,0,2,1,0,1,0,0,0,1,0,0,0,2,1,0
0,237.58,62,0,0,1,6,1,4,0,1,1,0,1,1,0,2,2,0,1,4,0,1,0,2,1
0,185.97,46,2,0,1,2,1,2,1,1,1,5,0,1,0,0,1,2,0,2,1,0,0,0,0
0,115.86,29,8,1,0,1,1,4,2,3,0,1,0,1,1,3,3,2,1,1,1,0,0,1,2
0,203.04,64,2,2,0,1,0,3,0,0,0,0,0,1,1,0,0,2,0,2,1,0,1,0,0
1,220.39,38,2,1,0,3,0,3,0,1,0,2,0,0,1,0,1,1,1,2,2,0,1,0,1
1,60.07,34,2,0,0,4,1,2,0,1,1,2,1,0,1,0,3,2,1,1,1,1,0,1,0
0,151.23,60,3,0,1,1,3,3,0,1,0,1,1,1,0,1,1,0,0,1,0,2,0,0,0
0,223.94,58,4,1,1,4,2,3,1,3,0,1,1,1,0,2,2,0,1,0,2,1,2,3,2
0,202.49,63,2,0,1,1,2,5,0,1,0,1,1,2,2,0,0,2,1,1,0,1,0,1,0
0,178.11,49,5,0,0,2,4,1,1,0,1,0,2,2,1,1,1,2,3,2,1,0,2,0,0
1,223.84,19,6,0,1,1,3,4,0,1,0,0,0,2,1,2,2,3,0,2,1,0,2,0,2
1,132.77,44,5,0,3,1,1,2,0,0,0,0,0,2,0,3,1,1,0,2,2,2,3,0,1
1,208.17,47,6,0,0,3,6,3,0,1,1,1,1,2,1,3,0,1,3,3,0,1,2,0,0
1,123.17,63,2,0,0,3,2,1,0,1,0,1,3,1,1,2,3,1,1,2,2,2,1,0,0
1,190.58,57,4,0,1,1,0,4,0,1,0,1,0,1,1,1,1,0,0,1,0,0,2,0,0
1,306.77,48,6,0,1,4,2,4,0,0,0,1,0,3,0,3,1,0,3,0,0,1,2,1,0
0,178.54,22,4,0,1,3,3,3,1,3,0,0,0,0,1,4,0,1,2,4,0,1,1,0,1
0,97.98,25,5,0,1,3,1,1,1,0,0,1,4,1,1,2,1,3,1,4,0,2,1,1,0
1,151.64,55,4,2,0,3,4,2,0,1,0,1,1,1,0,7,1,1,1,1,1,0,0,0,0
0,65.22,23,4,1,1,2,2,1,1,1,0,0,0,1,0,4,1,1,3,1,0,0,0,1,1
1,224.61,29,4,1,1,4,2,3,1,2,2,3,0,0,0,3,2,0,2,0,1,1,0,0,0
0,116.8,38,1,0,1,3,5,4,1,0,0,0,2,0,1,2,2,3,2,0,0,2,1,0,1
0,179.52,64,4,1,0,0,1,4,0,1,0,0,3,0,2,2,5,2,1,1,2,0,1,0,0
0,179.69,31,3,0,0,3,2,3,0,0,0,2,1,1,0,2,1,2,1,0,0,0,1,0,3
1,173.16,56,8,0,1,4,3,2,2,2,1,0,0,0,0,0,1,1,1,2,1,1,0,1,5
0,121.13,24,3,1,0,4,0,3,0,0,1,1,0,3,0,1,3,3,0,5,0,0,3,0,4
1,199.81,60,4,0,1,0,3,4,0,1,0,3,0,0,0,4,2,2,0,0,1,3,0,1,1
0,162.05,32,0,0,0,3,1,2,0,3,0,1,0,2,2,2,1,1,3,2,1,1,0,0,0
0,122.95,48,2,0,0,3,2,0,0,2,0,0,1,3,0,4,2,0,5,0,1,0,0,0,2
1,90.16,20,2,1,1,2,1,4,0,1,0,1,0,1,1,0,2,1,0,4,2,0,1,1,0
0,225.77,62,7,1,0,2,1,4,0,0,0,2,1,0,0,1,0,3,0,0,2,0,0,3,0
0,201.23,36,4,2,2,0,0,4,0,0,0,0,0,0,0,1,2,2,1,2,0,1,0,0,1
0,261.18,67,4,0,1,2,1,4,0,0,0,5,0,1,0,2,1,2,1,0,0,1,1,1,0
1,201.74,37,5,0,2,0,1,3,0,0,0,0,0,1,0,3,0,3,1,2,1,4,0,0,1
0,244,71,3,0,0,1,1,3,0,0,0,1,0,3,0,1,1,2,3,1,2,0,0,0,2
0,108.51,39,5,0,1,1,0,4,0,0,1,0,0,1,1,2,3,1,1,3,1,0,4,0,5
1,187.67,44,8,0,0,4,2,2,1,0,1,0,1,5,0,1,1,1,1,0,2,1,2,2,0
1,214.09,45,6,0,1,5,2,1,0,0,0,0,1,0,1,1,3,1,0,1,0,0,0,0,0
0,213.13,19,6,1,1,2,1,1,0,0,2,1,0,0,0,0,0,1,2,1,1,0,0,1,2
1,154.77,53,2,0,0,2,1,4,0,1,0,0,1,0,0,0,1,1,0,3,1,1,1,0,2
0,95.61,46,4,1,0,1,0,4,0,0,0,2,1,2,2,1,2,0,0,1,0,0,2,0,0
1,173.78,35,5,0,0,5,0,5,0,1,1,2,1,6,0,1,0,1,1,1,1,0,1,0,1
1,202.13,49,2,0,0,1,3,2,0,0,0,1,1,0,1,1,0,1,0,1,0,3,4,2,0
1,216.36,51,4,0,2,2,4,6,1,0,0,0,1,1,0,4,1,3,3,2,1,1,3,0,1
1,229.55,42,9,0,0,2,1,6,1,1,0,1,1,0,1,5,2,0,2,4,1,0,0,1,1
0,200.1,27,2,0,0,2,3,3,0,0,1,1,0,0,0,5,2,2,1,2,1,1,1,0,1
0,118.89,57,5,0,1,2,0,3,2,0,0,2,0,2,1,1,3,2,1,2,2,1,1,0,2
1,93.04,58,1,1,0,1,1,3,1,0,0,3,3,1,0,2,3,2,0,0,4,1,2,1,0
1,221.33,64,5,0,1,4,2,2,0,1,0,0,0,1,1,2,2,1,2,3,0,1,0,0,0
1,184,47,1,0,0,0,2,2,1,0,2,0,1,1,1,2,1,1,1,2,1,0,2,2,0
0,96.35,34,5,1,1,1,2,3,0,1,1,1,2,1,0,2,3,3,4,0,2,2,4,1,0
0,165.64,43,1,1,0,1,2,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,2,0,2
0,193.35,39,4,1,0,3,3,0,0,0,1,1,0,0,3,6,1,0,3,3,1,0,1,0,1
1,172.53,31,7,1,0,3,2,5,0,1,0,2,2,0,0,3,1,1,2,1,1,0,1,0,1
0,127.93,53,3,1,0,2,0,1,1,4,1,1,1,0,1,3,1,2,0,1,0,0,0,1,2
0,278.06,70,4,0,1,3,4,2,0,2,0,1,2,2,0,3,2,0,0,2,4,1,2,0,1
0,183.91,34,8,0,0,1,1,4,0,0,0,3,1,1,1,1,1,3,0,2,0,0,2,0,0
0,152.12,53,9,1,1,3,1,4,0,2,0,1,1,2,0,2,3,0,1,2,4,2,0,1,1
1,169.54,47,10,1,0,2,2,5,0,2,0,3,0,1,0,2,2,1,2,0,2,0,1,1,2
0,123.55,50,3,0,1,2,2,1,0,1,2,0,0,1,0,1,2,0,1,1,0,2,0,0,0
1,128.36,19,1,0,1,2,2,3,1,1,0,0,0,1,0,2,0,1,1,0,0,0,4,0,0
1,177.2,18,6,0,0,1,1,3,1,3,0,1,1,1,3,1,1,3,3,2,0,0,1,0,1
1,273.45,25,5,0,1,5,3,4,0,0,0,0,0,0,1,2,3,0,1,3,0,2,0,1,0
1,151.62,19,7,1,3,5,0,1,0,1,0,0,0,0,0,3,1,3,1,2,2,0,2,0,1
0,171.08,23,4,0,2,2,2,3,1,1,0,1,0,1,0,2,2,4,5,1,0,0,0,0,0
1,275.84,44,4,1,0,1,0,1,0,0,0,3,1,3,1,2,4,1,0,0,1,0,1,0,2
0,150.69,29,8,1,1,1,2,3,1,0,0,1,0,0,1,3,0,1,3,1,1,2,2,0,0
0,225.93,62,4,0,0,3,0,3,1,1,0,1,0,1,1,1,4,1,0,3,0,0,1,1,0
0,214.08,31,6,1,0,3,1,3,1,0,1,1,1,1,0,4,2,2,3,0,1,3,2,0,0
0,99.28,44,5,1,1,2,0,2,1,0,1,0,0,0,2,1,1,0,1,2,1,0,1,1,1
1,248.88,53,4,0,4,2,1,2,1,1,0,1,1,0,1,4,1,0,3,1,0,2,1,0,3
0,130.76,27,3,0,0,3,0,4,0,2,0,4,0,3,1,3,2,2,1,2,0,1,2,0,0
1,154.15,63,3,0,0,0,1,3,0,1,2,0,0,0,1,0,1,1,1,2,1,0,3,2,1
1,184.29,42,0,0,1,2,2,4,0,0,0,1,0,3,0,4,0,0,1,1,0,0,1,0,0
0,144.78,31,7,0,1,3,0,3,0,2,1,0,0,1,1,0,2,1,0,1,0,0,3,1,2
0,146.41,34,0,0,1,0,1,5,1,1,2,2,0,1,1,1,1,2,1,0,0,0,3,0,0
1,224.59,27,3,0,0,2,4,0,0,1,2,0,0,0,0,3,3,1,0,0,1,1,0,0,0
1,220.86,50,3,0,0,3,3,6,0,2,0,2,1,0,0,3,2,3,1,1,0,1,1,0,0
0,250.03,26,7,0,0,4,2,1,1,0,1,2,0,3,1,1,3,4,1,1,0,0,2,2,1
1,79.82,28,4,0,0,1,1,2,2,0,0,0,0,0,1,0,1,1,0,1,0,2,0,1,4
0,151.23,36,6,0,2,2,0,3,3,1,0,2,2,1,2,1,1,1,1,1,1,1,3,1,2
0,170.55,28,3,0,1,4,1,2,1,0,1,0,0,0,1,1,5,2,1,2,2,1,1,0,0
1,194.62,40,8,0,2,2,1,3,0,1,0,4,0,0,0,3,1,2,1,1,2,0,1,0,2
0,249.92,51,5,0,0,0,1,1,1,0,1,2,0,1,0,1,2,1,0,1,1,0,0,0,1
0,218.2,55,5,0,0,1,0,6,0,1,0,0,2,1,0,0,0,0,0,1,1,0,1,1,2
1,203.39,62,6,1,0,1,1,2,0,1,0,0,0,1,1,2,1,1,1,3,1,0,0,0,0
0,159.21,38,0,0,0,2,2,2,0,0,0,1,1,0,1,3,1,1,3,0,3,0,0,0,0
1,246.94,69,4,0,0,1,1,4,0,0,2,1,0,1,0,0,4,2,0,3,2,0,0,0,0
0,130.08,19,5,0,0,1,4,1,1,0,1,4,1,2,1,5,3,1,1,1,0,2,3,1,0
0,254.18,51,2,0,1,1,3,4,0,0,0,1,1,0,1,2,2,0,0,2,0,1,2,1,2
0,193.12,43,4,0,1,1,0,5,0,1,0,1,0,0,1,1,1,1,0,3,3,0,1,0,0
1,161.99,37,2,0,1,2,1,2,0,0,0,2,0,1,1,3,1,1,1,2,0,1,0,0,1
1,127.59,66,5,2,1,2,2,6,0,1,0,3,0,0,1,2,0,2,2,2,0,0,3,0,3
1,165.68,22,0,1,0,1,4,3,0,1,0,0,0,2,1,2,1,0,0,1,2,0,0,0,1
0,257.64,66,5,0,1,1,0,7,0,1,0,1,0,4,0,1,4,3,0,1,3,1,3,0,0
1,173.92,28,2,0,2,1,0,3,1,1,0,0,0,0,1,1,1,1,1,0,0,2,0,0,0
0,141.12,30,6,0,1,0,1,4,1,0,0,0,1,0,1,4,0,0,2,1,0,0,1,1,0
0,209.13,65,0,0,1,1,2,0,1,1,0,0,1,1,1,2,2,2,1,1,1,0,0,2,1
1,203.75,21,4,0,1,1,2,1,4,0,2,1,0,0,0,3,1,0,1,4,3,0,3,0,0
0,109.65,31,3,1,2,4,2,7,0,0,0,1,0,0,1,2,0,1,0,0,0,0,3,0,1
1,101.65,72,6,0,0,1,5,1,1,0,0,2,0,1,0,1,1,3,1,1,0,2,0,0,1
1,236.62,55,0,0,0,2,0,0,1,1,0,1,0,1,1,1,5,0,0,0,0,2,0,1,0
0,249.66,42,3,0,0,4,1,1,0,0,0,0,0,0,1,4,0,0,3,1,1,1,0,1,2
0,195.94,38,6,1,0,1,0,2,0,3,0,0,0,0,1,0,0,1,0,2,1,0,2,0,1
0,93.35,43,6,0,0,2,1,4,0,1,0,1,0,0,0,1,1,1,2,1,1,1,1,0,1
1,195.33,61,5,0,0,4,2,5,0,1,0,2,1,1,0,2,1,2,3,2,1,2,0,0,3
1,165.37,54,5,0,0,2,0,3,0,0,0,0,0,0,2,0,2,0,1,3,2,2,2,0,1
1,178.01,43,0,3,1,3,1,3,0,1,0,1,1,3,0,0,2,2,2,4,1,2,0,1,3
1,239.97,21,6,1,1,2,0,6,1,0,0,2,1,1,0,1,2,1,0,5,0,2,0,1,0
1,131.82,31,5,0,1,0,0,1,0,1,0,0,1,2,2,0,0,0,0,3,3,0,2,0,2
0,147.47,31,0,0,0,1,0,1,1,0,0,2,0,3,0,5,0,2,0,1,3,0,1,2,1
1,129.28,30,4,0,1,1,1,4,1,1,1,0,0,0,1,5,2,1,2,2,0,2,0,0,3
1,118.12,21,6,0,0,0,0,4,0,1,0,1,0,0,1,0,0,4,0,1,3,1,1,2,3
1,194.16,45,6,0,0,5,0,3,0,1,0,0,2,4,2,0,2,0,0,1,0,4,0,0,2
1,213.17,31,2,0,0,5,5,4,1,1,2,0,0,1,2,4,0,2,2,3,2,0,2,0,0
1,207.06,59,6,0,1,3,1,4,0,0,0,1,1,1,0,2,1,1,0,2,0,2,1,1,2
1,168.68,48,3,0,1,5,0,4,0,0,0,1,1,1,2,4,0,1,1,3,2,2,0,1,1
0,213.01,69,5,1,0,0,1,1,0,1,0,0,0,0,0,1,4,0,0,1,2,0,1,1,0
1,189.25,23,6,0,1,2,1,3,1,0,0,1,2,1,1,1,2,0,0,1,1,2,0,0,2
0,155.49,69,5,0,1,1,1,3,1,1,0,1,1,1,0,3,2,1,4,1,1,3,0,3,2
1,98,57,2,0,0,1,1,0,0,0,1,0,0,0,2,1,1,1,0,2,1,0,0,0,0
1,223.15,68,6,0,0,3,0,0,0,0,0,1,1,1,0,1,6,3,0,2,0,0,1,0,1
0,198.87,51,8,0,1,2,3,1,1,2,0,2,0,3,0,3,0,3,2,3,2,1,1,1,1
1,210.8,27,2,1,2,3,1,4,0,1,0,2,2,1,0,2,2,1,0,2,1,1,1,0,0
0,210.06,28,4,0,0,4,3,5,0,2,0,1,0,3,0,2,1,1,2,0,2,0,1,0,0
0,152.06,57,7,1,0,0,0,3,1,2,0,1,0,0,1,3,1,1,1,1,0,1,0,0,3
1,147.41,50,2,1,2,1,0,2,3,0,0,2,1,1,1,1,2,1,0,0,0,4,2,2,0
0,151.19,35,0,1,0,1,2,5,0,2,0,0,0,4,2,3,2,4,2,1,1,1,0,0,1
1,272.29,60,3,1,1,2,1,5,0,0,1,0,0,1,0,1,1,1,0,0,2,1,1,0,1
1,251.16,36,7,0,0,3,2,3,1,0,1,0,0,0,4,1,0,0,0,0,1,1,0,0,1
1,212.34,64,1,0,0,2,4,1,1,0,1,0,0,1,0,3,2,0,0,0,1,2,2,0,4
1,100.43,49,3,0,3,1,0,1,0,3,1,2,3,3,1,0,0,0,0,5,1,0,3,0,1
0,98.34,40,6,0,1,0,1,2,0,0,0,3,0,1,0,3,1,0,0,2,2,0,0,0,1
0,190.88,68,4,0,0,5,2,2,2,0,1,0,1,2,0,1,1,0,0,3,0,0,0,1,0
1,144.72,43,5,0,0,1,4,4,0,0,0,0,0,2,0,1,2,2,2,2,0,0,0,0,1
1,224.03,23,8,0,2,0,1,4,1,0,0,2,0,0,1,1,4,1,0,3,2,0,0,0,1
1,241.65,43,6,0,0,1,2,4,1,0,1,1,0,3,2,7,0,1,0,0,2,0,1,1,1
1,232.4,71,5,0,3,3,4,6,0,0,1,1,0,2,1,2,0,2,0,1,2,2,2,0,0
1,205.64,68,5,0,0,1,0,3,0,0,0,1,1,4,1,2,1,0,1,1,0,2,1,0,1
0,166.46,42,1,0,1,1,0,1,0,0,1,1,0,1,1,1,3,2,1,0,1,2,2,0,2
1,163.4,65,6,0,2,0,2,2,0,0,1,1,0,1,0,7,2,1,1,3,0,0,1,0,1
0,130.62,34,5,1,1,4,4,3,0,2,1,1,1,2,3,3,2,2,2,3,0,1,1,2,2
0,214.33,61,5,0,0,3,1,2,1,0,0,1,1,0,2,1,1,2,0,1,0,0,0,1,0
1,202.37,61,4,0,0,5,3,1,1,0,1,0,2,2,0,3,3,1,0,1,2,1,0,0,0
1,170.31,39,1,1,2,1,1,3,0,0,1,0,0,1,2,1,0,1,0,1,0,0,1,1,2
1,72.19,39,4,0,1,2,1,3,0,0,1,1,2,0,0,1,3,3,1,0,1,0,1,0,0
0,248.35,53,7,1,3,4,5,2,0,0,1,0,1,1,0,1,0,1,1,1,2,1,1,1,1
0,129.52,65,2,0,3,4,0,3,0,0,0,0,0,0,4,1,2,3,0,0,1,2,3,1,3
1,143.92,53,0,0,0,3,0,4,1,1,0,1,0,2,0,2,3,2,0,1,2,2,2,0,1
1,137.27,46,9,0,0,4,1,2,0,0,0,2,2,0,0,5,0,1,1,3,1,3,0,0,2
1,164.13,26,3,1,1,6,3,1,0,2,0,0,0,0,1,3,4,3,0,1,2,1,1,0,3
0,221.59,51,7,0,0,4,1,4,3,0,0,0,0,0,0,3,1,2,1,1,0,0,2,0,1
1,136.57,20,6,0,0,2,1,4,0,1,0,1,1,0,1,3,2,0,1,2,1,1,3,0,1
1,242.87,45,8,0,0,3,0,7,1,1,0,2,0,3,0,1,3,4,0,1,1,0,1,1,1
0,133.4,58,4,0,2,1,2,4,0,0,0,1,5,0,1,2,1,2,0,4,1,3,0,0,0
1,163.2,59,3,1,0,4,1,2,1,1,0,0,1,2,1,2,4,2,1,2,2,2,0,1,0
1,148.78,21,8,1,0,1,2,3,0,0,1,0,1,1,2,1,6,2,1,0,1,0,2,0,0
0,236.09,42,9,0,1,2,3,1,0,0,0,2,2,0,0,5,1,2,2,0,1,0,0,2,1
0,193.18,45,5,0,1,2,1,2,1,3,0,1,0,1,0,2,4,0,1,1,2,0,2,1,3
1,238.79,33,4,0,1,5,1,4,0,0,1,0,2,3,2,0,2,2,0,3,0,2,0,1,2
0,222.07,50,6,1,1,4,1,5,0,1,0,2,2,2,1,4,1,1,2,1,1,1,0,0,1
1,132.62,58,2,2,0,3,2,3,1,0,0,1,3,2,1,0,0,0,0,3,1,0,4,0,0
1,261.4,57,5,0,1,2,0,5,0,0,0,0,2,1,3,0,1,1,0,0,0,3,1,1,0
0,250.47,24,2,0,1,2,2,1,0,0,0,1,0,2,1,1,1,3,1,0,2,3,3,0,0
1,189.3,49,3,1,0,0,3,4,0,0,1,4,0,1,0,1,1,1,0,3,0,2,2,0,1
1,197.67,61,6,1,0,1,1,4,0,1,0,0,2,1,1,4,0,0,0,1,0,0,2,0,0
0,143.61,31,2,0,1,1,0,3,2,1,0,2,0,0,2,0,1,0,0,0,2,0,1,2,0
1,150.87,57,6,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,3,1,0,0,0,3
0,185.7,63,5,0,1,3,4,7,0,1,1,0,0,2,0,3,1,1,1,1,1,0,1,0,1
0,170.25,24,8,0,0,3,0,2,0,0,0,1,0,2,1,1,4,0,0,1,0,0,0,2,0
1,159.41,70,9,0,2,4,2,2,1,1,1,1,1,1,0,4,0,0,0,2,1,0,2,0,0
0,187.32,58,3,0,0,2,1,1,1,1,2,2,0,1,0,2,5,2,1,0,1,1,1,0,0
0,316.97,62,5,1,1,0,3,2,1,1,2,1,1,1,0,1,1,0,2,2,1,3,0,1,0
1,237.64,28,8,0,0,1,3,7,1,1,1,1,0,1,1,2,2,1,0,0,2,0,1,0,2
1,170.27,19,4,0,0,1,4,0,1,1,0,2,2,1,0,4,0,1,3,1,1,0,0,0,0
0,189.05,65,2,0,0,2,5,2,0,1,0,0,0,1,0,3,3,1,0,1,1,0,3,0,1
0,215.72,68,2,0,1,1,1,4,1,0,0,0,0,2,2,2,1,2,0,2,0,1,1,0,1
0,117.6,25,8,1,1,1,1,2,1,1,0,1,0,0,0,1,3,3,2,1,1,0,0,1,2
1,128.17,44,10,0,0,2,3,3,1,2,1,1,0,1,0,2,0,0,1,2,2,0,1,2,2
0,188.81,43,1,1,3,0,3,3,0,0,1,1,0,0,0,0,2,0,1,0,2,1,1,1,1
1,179.52,56,4,0,1,2,2,2,0,0,0,4,0,1,0,2,1,2,1,1,0,0,1,1,1
0,173.08,22,0,1,0,2,0,7,1,1,0,1,0,0,1,1,2,0,0,0,2,1,2,1,2
1,286.89,58,4,0,0,3,1,3,0,0,0,0,0,0,0,2,3,1,0,1,0,1,0,1,0
1,82.73,39,3,1,0,2,1,4,1,1,1,2,1,2,0,0,2,2,1,2,0,0,1,0,1
0,198.18,43,4,0,0,6,0,4,1,1,2,1,2,1,1,1,3,1,0,0,0,0,2,1,0
1,250.5,57,11,1,0,1,2,1,0,0,0,0,1,3,0,1,2,1,0,1,2,3,2,0,2
0,239.06,43,1,0,1,2,1,4,0,1,0,0,1,1,1,2,4,2,2,0,1,1,0,1,1
0,162.66,72,5,1,2,2,1,6,0,0,0,0,0,0,0,0,2,2,0,3,1,1,1,0,1
0,227.77,64,9,0,0,1,0,2,0,1,0,2,1,3,2,1,0,0,1,2,1,1,0,1,0
0,202.15,63,2,1,3,1,2,3,0,0,0,0,1,3,1,0,1,2,1,1,2,1,2,2,2
1,179.39,59,2,0,0,2,2,2,0,0,0,1,1,0,1,1,1,3,0,2,0,0,1,0,0
0,176.83,24,4,0,1,3,2,2,1,0,0,1,1,1,1,0,2,2,0,2,2,2,0,1,0
1,242.17,63,7,3,0,1,2,3,0,1,1,2,1,3,0,1,3,0,2,4,0,1,0,0,0
0,187.46,62,3,1,1,2,2,2,0,0,0,0,0,0,0,0,2,3,2,0,0,1,0,0,1
1,163.3,72,1,0,1,2,4,1,0,1,1,1,0,1,0,2,0,1,2,1,0,0,1,0,1
1,78.6,21,4,0,0,0,1,2,2,0,0,2,0,1,1,5,2,1,0,2,2,1,2,0,1
0,165.41,58,0,0,1,2,2,1,3,0,0,0,0,0,0,2,2,0,1,2,1,1,1,0,1
1,183.65,41,0,2,1,5,3,6,1,2,0,1,1,0,0,4,2,1,1,2,0,1,2,0,2
1,229.74,49,7,0,1,1,2,4,1,1,1,0,3,0,1,4,3,2,2,1,0,0,3,3,4
1,200.38,63,5,0,0,0,1,3,1,4,0,1,0,0,0,2,2,0,1,4,0,1,0,0,2
0,183,19,0,0,0,1,0,1,0,0,0,1,0,0,2,2,1,1,0,3,0,1,1,0,1
0,221.69,19,6,0,0,1,0,2,1,4,0,0,1,1,0,3,0,0,0,1,1,1,1,0,0
1,183.13,72,0,0,0,0,1,2,1,1,0,1,0,0,1,3,1,4,0,1,1,0,1,0,2
0,278.03,59,3,1,1,1,1,4,0,0,0,0,0,1,2,1,1,1,0,0,2,3,1,0,0
