"customer_id","free_shipping","customer_type","order_total","visit_duration","purchase"
"C38098","no","new",0,6.2,TRUE
"C43132","no","returning",0,8.2,FALSE
"C17875","no","new",0,8.4,FALSE
"C65162","no","returning",0,12.3,FALSE
"C31239","no","returning",0,6.2,FALSE
"C55658","no","new",0,17.8,FALSE
"C31358","no","new",0,2.1,FALSE
"C55822","no","new",0,12.7,FALSE
"C16707","no","new",0,7.1,FALSE
"C15888","no","returning",28.51,0.3,TRUE
"C96114","no","returning",46.58,10.8,TRUE
"C13986","no","new",39.67,11.3,TRUE
"C45618","no","returning",50.16,8,TRUE
"C38622","no","new",0,7,FALSE
"C34812","no","new",0,11.5,FALSE
"C32436","no","new",0,4.4,FALSE
"C84949","no","returning",42.9,4.3,TRUE
"C54261","no","new",0,0.7,FALSE
"C71764","no","returning",36.03,11.1,TRUE
"C54376","no","returning",0,10.5,FALSE
"C21436","no","returning",39.25,9.2,TRUE
"C37045","no","returning",0,14.1,FALSE
"C36737","no","returning",33.56,10.6,TRUE
"C31878","no","new",0,18.7,FALSE
"C61272","no","new",0,6.4,FALSE
"C91065","no","new",0,13.6,FALSE
"C12628","no","returning",24.92,8.3,TRUE
"C95369","no","returning",44.47,11.6,TRUE
"C54882","no","returning",77.71,10.4,TRUE
"C95290","no","new",0,10.9,FALSE
"C16605","no","returning",16.15,7.4,TRUE
"C39478","no","returning",0,5.7,FALSE
"C86469","no","new",29.31,19.7,TRUE
"C16322","no","returning",35.13,7.5,TRUE
"C95625","no","new",0,11.2,FALSE
"C73637","no","returning",39.19,0,TRUE
"C22398","no","returning",37.08,3.4,TRUE
"C59125","no","new",0,8.1,FALSE
"C37429","no","returning",0,18.4,FALSE
"C60692","no","new",20.35,6.5,TRUE
"C26378","no","new",0,6.5,FALSE
"C79134","no","new",0,7.9,FALSE
"C67719","no","returning",50.41,3.2,TRUE
"C60122","no","returning",61.74,16.8,TRUE
"C68576","no","new",0,18.4,FALSE
"C59510","no","new",0,3.6,FALSE
"C54501","no","returning",49.8,13.1,TRUE
"C88056","no","returning",0,8,FALSE
"C81967","no","returning",25.43,4.7,TRUE
"C59882","no","returning",0,5.7,FALSE
"C95173","no","new",0,10.3,FALSE
"C75587","no","new",23.4,4.9,TRUE
"C76074","no","returning",0,5.7,FALSE
"C78037","no","returning",30.67,7,TRUE
"C25169","no","returning",0,2,FALSE
"C76202","no","new",0,20.7,FALSE
"C23893","no","returning",0,1,TRUE
"C52112","no","new",0,9.8,FALSE
"C68073","no","new",0,15.9,FALSE
"C13629","no","returning",0,16.1,FALSE
"C61419","no","new",0,7.9,FALSE
"C93116","no","new",20.03,8.5,TRUE
"C44732","no","new",39.36,13.6,TRUE
"C73450","no","new",0,11.5,FALSE
"C11659","no","new",0.28,5.5,TRUE
"C56603","no","returning",38.52,16.2,TRUE
"C16782","no","new",0,13.7,FALSE
"C18724","no","returning",0,8.9,FALSE
"C14328","no","returning",45.83,15.1,TRUE
"C39543","no","returning",46.9,12.8,TRUE
"C37878","no","new",0,8,FALSE
"C53867","no","returning",0,12.3,FALSE
"C71751","no","new",0,14.5,FALSE
"C32308","no","new",0,7.1,FALSE
"C79439","no","new",48.09,18.4,TRUE
"C15743","no","returning",15.47,4,TRUE
"C25928","no","new",0,4.8,FALSE
"C19683","no","new",60.55,15.1,TRUE
"C31086","no","returning",66.07,14.2,TRUE
"C36667","no","new",26.88,12.8,TRUE
"C10051","no","returning",0,0.7,FALSE
"C65587","no","new",46.29,12.7,TRUE
"C80100","no","returning",0,15.1,FALSE
"C49588","no","new",0,5.9,FALSE
"C19631","no","returning",36.21,14,TRUE
"C86652","no","new",33.16,12.3,TRUE
"C65421","no","new",0,10.5,FALSE
"C43868","no","new",0,8.6,FALSE
"C46173","no","new",0,17.9,FALSE
"C30258","no","new",35.37,10.6,TRUE
"C40939","no","returning",45.51,12.1,TRUE
"C31134","no","new",0,8.1,FALSE
"C26980","no","returning",64.56,14.3,TRUE
"C52311","no","returning",0,10.7,FALSE
"C86345","no","returning",0,5.5,FALSE
"C11824","no","new",0,1.5,FALSE
"C93923","no","returning",49.19,9.7,TRUE
"C19521","no","new",0,1.8,FALSE
"C10824","no","new",0,12.8,FALSE
"C49034","no","returning",0,5.5,FALSE
"C46709","no","returning",73.02,11.2,TRUE
"C13691","no","returning",34.81,10,TRUE
"C66038","no","new",0,4.6,TRUE
"C40325","no","returning",0,16.2,FALSE
"C63732","no","returning",65.61,13.4,TRUE
"C99578","no","returning",0,6.9,FALSE
"C83248","no","returning",61.33,13.8,TRUE
"C17622","no","new",69.48,12.2,TRUE
"C73534","no","returning",0,7,FALSE
"C49648","no","new",0,3.1,FALSE
"C13349","no","new",0,2.6,FALSE
"C92051","no","returning",0,12,FALSE
"C36674","no","new",33.9,5.6,TRUE
"C24586","no","returning",63.49,12.4,TRUE
"C79679","no","new",0,0.9,FALSE
"C27692","no","returning",0,13.2,FALSE
"C99008","no","new",0,7.2,FALSE
"C36077","no","new",0,3.2,FALSE
"C44453","no","returning",0,6.3,FALSE
"C48365","no","new",0,4.4,FALSE
"C57012","no","new",0,11.7,FALSE
"C78521","no","returning",59.91,17.6,TRUE
"C36331","no","returning",49.42,13.8,TRUE
"C57249","no","new",55.85,20.3,TRUE
"C95545","no","new",29.49,8.5,TRUE
"C90661","no","returning",0,7,FALSE
"C11804","no","new",0,21,FALSE
"C61699","no","new",0,5.5,FALSE
"C69014","no","new",0,15,FALSE
"C48045","no","new",0,9.3,FALSE
"C90817","no","returning",0,9.6,FALSE
"C44262","no","new",0,4.8,FALSE
"C49335","no","returning",0,11.4,FALSE
"C89778","no","new",0,7.4,TRUE
"C23575","no","returning",0,7,FALSE
"C24585","no","new",0,2.9,FALSE
"C14818","no","new",0,9.3,FALSE
"C32938","no","returning",6.47,2.7,TRUE
"C18706","no","new",0,19.5,FALSE
"C82578","no","returning",0,13.1,FALSE
"C99868","no","returning",19.89,10.2,TRUE
"C22444","no","returning",14.61,6.1,TRUE
"C25315","no","returning",72.39,6.6,TRUE
"C31059","no","returning",44.03,16.5,TRUE
"C29426","no","returning",0,7,FALSE
"C85929","no","returning",0,6.6,FALSE
"C96257","no","new",34.43,14.5,TRUE
"C25977","no","returning",19.03,6.2,TRUE
"C34475","no","returning",32.36,8.6,TRUE
"C42106","no","returning",0,5.4,FALSE
"C34260","no","returning",44.23,16.2,TRUE
"C44345","no","new",0,8.9,FALSE
"C93054","no","new",32.54,6.8,TRUE
"C31300","no","new",0,7.2,FALSE
"C58056","no","returning",26.59,4.7,TRUE
"C29764","no","new",0,17.5,FALSE
"C88076","no","returning",0,15,FALSE
"C97875","no","new",0,13,FALSE
"C50063","no","returning",39.52,10.8,TRUE
"C14092","no","new",39.69,15.4,TRUE
"C81706","no","returning",0,5,FALSE
"C57978","no","returning",16.49,1,TRUE
"C32725","no","new",0,13.5,FALSE
"C80982","no","returning",28.48,9.8,TRUE
"C40472","no","new",3.31,13.1,TRUE
"C88782","no","returning",26.47,6.9,TRUE
"C89771","no","new",22.31,19.2,TRUE
"C59643","no","returning",51.86,13.7,TRUE
"C88946","no","new",0,12.8,FALSE
"C75074","no","returning",52.05,10,TRUE
"C82106","no","returning",0,2.6,FALSE
"C87034","no","returning",0,10.6,FALSE
"C27875","no","returning",0,9.5,FALSE
"C62288","no","returning",44.35,9.3,TRUE
"C46414","no","new",19.12,5.5,TRUE
"C58116","no","new",0,6.7,FALSE
"C38813","no","returning",36.75,19.9,TRUE
"C64354","no","new",0,8.6,FALSE
"C29097","no","new",0,10.5,FALSE
"C30025","no","returning",0,8.7,FALSE
"C12186","no","new",0,13.1,FALSE
"C92950","no","returning",0,10.9,FALSE
"C29787","no","new",31.19,5.4,TRUE
"C23564","no","returning",0,10,FALSE
"C94073","no","returning",0,13.1,FALSE
"C29957","no","returning",26.54,6.5,TRUE
"C28473","no","new",0,13.3,FALSE
"C33389","no","new",9.28,5.4,TRUE
"C11367","no","returning",38.06,2,TRUE
"C53294","no","returning",0,4.3,FALSE
"C38901","no","returning",40.42,7.2,TRUE
"C24284","no","returning",0,16.7,FALSE
"C71753","no","new",25.97,12.1,TRUE
"C81920","no","new",32.01,8.3,TRUE
"C56913","no","returning",79.55,5.4,TRUE
"C18640","no","new",16.96,11.5,TRUE
"C69852","no","returning",0,4.7,FALSE
"C55389","no","returning",0,10.1,FALSE
"C15307","no","returning",27.26,2.9,TRUE
"C59911","no","returning",0,7.3,FALSE
"C37946","no","returning",44.38,11.2,TRUE
"C97317","no","returning",0,15.9,FALSE
"C19290","no","returning",0,3.6,FALSE
"C86214","no","returning",0,2.9,FALSE
"C42858","no","new",0,15.1,FALSE
"C22095","no","new",47.72,10.1,TRUE
"C51576","no","new",0,2.4,FALSE
"C23517","no","new",0,9.9,FALSE
"C94719","no","returning",0,11.6,FALSE
"C97166","no","returning",31.02,13.1,TRUE
"C31354","no","new",0,9.8,FALSE
"C34863","no","new",0,7,FALSE
"C30655","no","returning",26.53,5.4,TRUE
"C63346","no","returning",0,13.1,FALSE
"C27262","no","returning",0,14.1,FALSE
"C60063","no","returning",0,2.5,FALSE
"C42941","no","new",0,8.4,FALSE
"C31666","no","returning",21.69,12.9,TRUE
"C97477","no","new",12.28,6.5,TRUE
"C73715","no","new",0,17.8,FALSE
"C40532","no","new",0,3.2,FALSE
"C22290","no","returning",19.52,9.7,TRUE
"C21972","no","returning",39.3,7.5,TRUE
"C44482","no","new",0,6.6,FALSE
"C28376","no","new",23.55,11.3,TRUE
"C56298","no","returning",51.19,11.7,TRUE
"C12277","no","returning",0,1.8,FALSE
"C39362","no","returning",0,7.1,FALSE
"C42048","no","returning",0,2.6,FALSE
"C26042","no","returning",26.5,6,TRUE
"C26648","no","returning",0,10.2,FALSE
"C70240","no","new",0,7.6,FALSE
"C28019","no","returning",0,6.3,FALSE
"C23332","no","returning",0,1.9,FALSE
"C56743","no","returning",30.91,9,TRUE
"C98035","no","returning",45.23,18.5,TRUE
"C91522","no","returning",0,19.6,FALSE
"C48078","no","new",0,18.5,FALSE
"C92194","no","returning",0,3,FALSE
"C90313","no","new",23.44,17.5,TRUE
"C51888","no","returning",0,17.3,FALSE
"C56330","no","returning",26.37,20.6,TRUE
"C42828","no","returning",48.27,11.1,TRUE
"C11697","no","returning",0,1.8,FALSE
"C20896","no","new",0,9.7,FALSE
"C85359","no","new",0,13.1,FALSE
"C14099","no","returning",0,9.6,FALSE
"C18622","no","new",0,3.1,FALSE
"C99233","no","new",0,1.6,FALSE
"C59458","no","new",21.81,15.1,TRUE
"C10740","no","new",52.16,6.4,TRUE
"C43150","no","returning",0,16.1,FALSE
"C51736","no","returning",44.65,7,TRUE
"C24462","no","returning",55.49,14.7,TRUE
"C72570","no","new",0,10.7,FALSE
"C74980","no","new",9.75,14.3,TRUE
"C62202","no","returning",45.24,5.1,TRUE
"C34333","no","returning",46.18,21.2,TRUE
"C34158","no","returning",0,16.2,FALSE
"C62828","no","returning",24.01,8.7,TRUE
"C28147","no","new",59.55,11.6,TRUE
"C79554","no","new",0,8.9,FALSE
"C20099","no","returning",42.64,9.5,TRUE
"C76355","no","new",12.27,6.8,TRUE
"C93294","no","new",0,17,FALSE
"C28287","no","returning",0,14.3,FALSE
"C28552","no","returning",49.71,9.2,TRUE
"C97841","no","returning",51.49,8.1,TRUE
"C86045","no","new",0,9.9,FALSE
"C60895","no","returning",61.9,1.1,TRUE
"C79174","no","new",0,9.2,FALSE
"C76186","no","returning",31.54,17.4,TRUE
"C88870","no","returning",0,14.4,FALSE
"C94493","no","returning",0,6.9,FALSE
"C74990","no","returning",55.25,11.4,TRUE
"C40508","no","returning",0,7.2,FALSE
"C18560","no","new",0,10.9,FALSE
"C16997","no","new",31.88,11.2,TRUE
"C74310","no","new",0,8.8,TRUE
"C20521","no","new",0,8.6,FALSE
"C88824","no","returning",0,14.3,FALSE
"C35275","no","new",0,10.5,FALSE
"C31753","no","returning",40.69,7.8,TRUE
"C77358","no","new",36.33,14.9,TRUE
"C50293","no","returning",0,12.2,FALSE
"C66345","no","returning",49,14.1,TRUE
"C50999","no","new",46.89,19.9,TRUE
"C47880","no","returning",0,12.5,FALSE
"C27117","no","returning",0,9.3,FALSE
"C96359","no","returning",33.34,2.2,TRUE
"C18388","no","new",0,12.9,FALSE
"C39342","no","returning",0,7.5,FALSE
"C93901","no","returning",3.61,4.9,TRUE
"C95555","no","new",32.92,14.9,TRUE
"C98752","no","returning",0,11.8,FALSE
"C73625","no","returning",58.91,20.3,TRUE
"C49514","no","new",45.05,10.7,TRUE
"C68061","no","returning",32.08,17,TRUE
"C58912","no","new",0,9.3,FALSE
"C64925","no","returning",30.57,4.3,TRUE
"C80991","no","new",0,7,FALSE
"C97832","no","returning",0,7.1,FALSE
"C93068","no","new",0,9.6,FALSE
"C32458","no","new",0,18.1,FALSE
"C82026","no","new",0,3.3,FALSE
"C29318","no","returning",63.35,11.9,TRUE
"C76820","no","returning",32.36,11.9,TRUE
"C94830","no","returning",42.12,4.3,TRUE
"C75592","no","returning",58.47,9.2,TRUE
"C32490","no","returning",0,3,FALSE
"C61808","no","new",19.15,14.7,TRUE
"C41073","no","new",0,6.4,FALSE
"C76326","no","new",0,11.4,FALSE
"C50244","no","returning",42.21,11,TRUE
"C85151","no","returning",0,11.1,FALSE
"C38278","no","returning",0,15.1,FALSE
"C81588","no","new",0,16.2,FALSE
"C20754","no","new",35.47,11.9,TRUE
"C30126","no","new",0,22.2,FALSE
"C62515","no","new",49.13,16.1,TRUE
"C54245","no","returning",41.63,1.8,TRUE
"C53797","no","returning",27.09,5.7,TRUE
"C62149","no","new",0,6.4,FALSE
"C29731","no","new",0,10.5,TRUE
"C12913","no","returning",8.62,2.3,TRUE
"C63871","no","new",0,8.1,FALSE
"C60253","no","new",0,13.1,FALSE
"C93494","no","returning",22.89,0.5,TRUE
"C20963","no","new",0,0.8,FALSE
"C37006","no","returning",0,8.2,FALSE
"C62769","no","new",0,6.7,FALSE
"C53331","no","returning",0,18.5,FALSE
"C74578","no","returning",0,15.5,FALSE
"C36753","no","returning",0,3.4,FALSE
"C69003","no","new",17.38,8.3,TRUE
"C45898","no","new",0,8,FALSE
"C72102","no","returning",33.86,15.4,TRUE
"C21031","no","returning",0,17,FALSE
"C14670","no","new",0,17.2,FALSE
"C24287","no","returning",56.89,16.4,TRUE
"C46036","no","new",0,7.9,FALSE
"C81608","no","new",43.14,3.4,TRUE
"C96546","no","returning",48.59,9.1,TRUE
"C69766","no","new",0,13,FALSE
"C14716","no","new",0,17.6,FALSE
"C36858","no","returning",73.7,10.6,TRUE
"C43027","no","returning",29.92,14.1,TRUE
"C83282","no","new",2.5,6.4,TRUE
"C44059","no","new",0,18.1,FALSE
"C60625","no","new",21.94,4.7,TRUE
"C31426","no","returning",0,7.9,FALSE
"C30728","no","returning",0,1.2,FALSE
"C11591","no","new",36.39,14.3,TRUE
"C44934","no","returning",0,12.6,FALSE
"C54034","no","returning",31.54,16.4,TRUE
"C55540","no","new",0,23.8,FALSE
"C23175","no","returning",0,6.1,FALSE
"C62977","no","new",0,11.7,FALSE
"C18733","no","new",0,11.5,FALSE
"C98005","no","returning",38.5,2.6,TRUE
"C13260","no","returning",2.61,0.3,TRUE
"C15320","no","new",0,9.1,FALSE
"C70813","no","returning",54.55,10.5,TRUE
"C21319","no","new",0,13.5,FALSE
"C32545","no","new",0,12.2,FALSE
"C93200","no","new",13.97,4.8,TRUE
"C13540","no","new",41.02,13.6,TRUE
"C52692","no","returning",19.93,11.5,TRUE
"C91066","no","returning",0,8.5,FALSE
"C45469","no","new",0,13.6,FALSE
"C41539","no","new",19.63,3.5,TRUE
"C27199","no","new",0,15.8,FALSE
"C91011","no","new",0,13.8,FALSE
"C36756","no","new",0,14.2,FALSE
"C17206","no","new",0,1.3,FALSE
"C81274","no","returning",0,10.9,FALSE
"C24663","no","returning",0,14.6,FALSE
"C61946","no","new",0,5.3,FALSE
"C85720","no","returning",0,11.3,FALSE
"C26801","no","new",36.04,10.9,TRUE
"C60455","no","new",0,10.7,FALSE
"C76866","no","new",0,9,FALSE
"C51640","no","returning",45.78,11.1,TRUE
"C54805","no","returning",46.56,18.2,TRUE
"C93335","no","returning",22.45,2.9,TRUE
"C20022","no","returning",0,9.4,FALSE
"C24633","no","new",0,0.4,FALSE
"C50341","no","new",0,2.2,FALSE
"C17830","no","returning",0,14.6,FALSE
"C24001","no","new",0,3.6,FALSE
"C53633","no","new",0,14.8,FALSE
"C37144","no","returning",20.01,4.8,TRUE
"C30533","no","new",0,11.6,FALSE
"C36856","no","new",0,13.6,FALSE
"C18686","no","returning",0,16.2,FALSE
"C99043","no","new",0,11.6,FALSE
"C14556","no","returning",0,8.7,FALSE
"C20229","no","returning",0,9,FALSE
"C77866","no","new",0,10.3,FALSE
"C23116","no","new",0,16.4,FALSE
"C50357","no","new",0,14.9,FALSE
"C92099","no","returning",0,5.5,FALSE
"C15431","no","new",0,8.8,FALSE
"C73193","no","returning",0,7.3,FALSE
"C79329","no","new",46.88,17.1,TRUE
"C56599","no","returning",0,3.9,FALSE
"C65038","no","returning",56.43,20.3,TRUE
"C17543","no","new",0,8.9,FALSE
"C94715","no","returning",0,12.8,FALSE
"C92949","no","returning",0,15,FALSE
"C77625","no","returning",29.19,12.3,TRUE
"C62425","no","returning",31.08,4,TRUE
"C88224","no","new",0,0.7,FALSE
"C44095","no","returning",0,9.2,FALSE
"C45931","no","new",0,13.4,FALSE
"C62253","no","returning",52.04,18.4,TRUE
"C99012","no","new",0,7.3,FALSE
"C91641","no","returning",0,9.4,FALSE
"C14699","no","new",0,19.5,FALSE
"C49644","no","new",0,9.9,FALSE
"C14499","no","returning",26.58,11.8,TRUE
"C73261","no","new",0,11.8,FALSE
"C82837","no","new",0,15.1,FALSE
"C11641","no","returning",25.06,14.2,TRUE
"C20958","no","new",0,2.3,FALSE
"C11173","no","new",0,4.1,TRUE
"C16160","no","new",0,17.5,FALSE
"C33597","no","new",0,13.3,FALSE
"C28161","no","new",39.08,11.4,TRUE
"C90746","no","returning",0,20.4,FALSE
"C83177","no","new",0,6,FALSE
"C96712","no","returning",0,3.8,FALSE
"C35543","no","returning",0,6.9,TRUE
"C64305","no","returning",0,7.3,FALSE
"C67823","no","returning",44.66,5.8,TRUE
"C73446","no","returning",0,10.6,FALSE
"C70218","no","returning",0,17.3,FALSE
"C88368","no","new",0,4.7,FALSE
"C42240","no","new",0,12.3,FALSE
"C53194","no","new",33.26,11,TRUE
"C30891","no","new",0,17.7,FALSE
"C30342","no","returning",0,0.7,TRUE
"C76909","no","returning",36.69,5.6,TRUE
"C60272","no","new",52.9,23.3,TRUE
"C58742","no","returning",43.76,9.3,TRUE
"C53261","no","new",0,4,FALSE
"C50116","no","returning",41.97,4.7,TRUE
"C95789","no","returning",0,7.7,FALSE
"C63532","no","returning",15.8,7.9,TRUE
"C88911","no","returning",24.97,3.5,TRUE
"C64347","no","returning",49.34,4.3,TRUE
"C74515","no","new",0,7.7,FALSE
"C84789","no","returning",38.73,14.1,TRUE
"C50309","no","new",0,8.6,FALSE
"C92408","no","new",0,12.4,FALSE
"C62315","no","new",57.34,18.3,TRUE
"C17991","no","returning",0,11.8,FALSE
"C14426","no","new",0,3,FALSE
"C51482","no","returning",0,5.9,FALSE
"C58035","no","returning",89.56,14.9,TRUE
"C93762","no","returning",18.33,9.3,TRUE
"C62256","no","new",0,4.9,FALSE
"C88594","no","returning",0,10.6,FALSE
"C44798","no","new",0,8.6,FALSE
"C24246","no","new",0,10.6,FALSE
"C66420","no","returning",33.97,1.7,TRUE
"C76949","no","returning",57.45,10.9,TRUE
"C14894","no","returning",44.53,6.4,TRUE
"C59114","no","returning",55.53,11.9,TRUE
"C25899","no","new",0,20.1,FALSE
"C61280","no","new",0,3.7,FALSE
"C30334","no","returning",0,14.6,FALSE
"C78180","no","returning",0,10.7,FALSE
"C10833","no","new",0,9.4,FALSE
"C53999","no","returning",0,6.2,FALSE
"C69762","no","returning",57.3,15.9,TRUE
"C99037","no","new",0,18.7,FALSE
"C93916","no","new",15.42,6.3,TRUE
"C19309","no","new",0,6.4,FALSE
"C14023","no","new",53.85,12,TRUE
"C40959","no","returning",58.29,7.7,TRUE
"C35213","no","new",53.35,6.9,TRUE
"C35917","no","returning",0,16.2,FALSE
"C67408","no","returning",23.53,15.4,TRUE
"C25195","no","new",33.94,18.2,TRUE
"C96377","no","returning",0,7.1,FALSE
"C33570","no","new",3.63,14.1,TRUE
"C48772","no","returning",52.53,9.5,TRUE
"C72480","no","new",0,2.2,FALSE
"C32587","no","returning",0,4.7,FALSE
"C75485","no","returning",22.67,14.4,TRUE
"C46692","no","returning",55.58,9.8,TRUE
"C69457","no","new",0,2,FALSE
"C70796","no","returning",27.7,7.7,TRUE
"C15004","no","returning",8.9,6.7,TRUE
"C54855","no","returning",34.59,12,TRUE
"C43522","no","new",15.28,3.2,TRUE
"C36221","no","new",0,11.3,FALSE
"C71179","no","returning",0,11.4,FALSE
"C86163","no","returning",59.29,0.6,TRUE
"C32172","no","new",0,15.7,FALSE
"C73931","no","returning",0,13.2,FALSE
"C54614","no","new",44.43,15,TRUE
"C88778","no","returning",0,15.8,FALSE
"C29190","no","new",0,14.5,FALSE
"C92254","no","new",0,3.2,FALSE
"C19877","no","returning",0,16.5,FALSE
"C44867","no","new",0,12.5,FALSE
"C88002","no","new",0,8,FALSE
"C10351","no","new",0,1.4,FALSE
"C22259","no","new",0,4,FALSE
"C27361","no","returning",27.33,14.2,TRUE
"C66080","no","returning",0,10.9,FALSE
"C95519","no","returning",0,0.2,FALSE
"C11440","no","returning",22.52,3.2,TRUE
"C87168","no","returning",0,8.1,FALSE
"C31856","no","new",58.82,9.8,TRUE
"C95814","no","returning",51.9,25,TRUE
"C48165","no","new",0,16.9,FALSE
"C24217","no","returning",57.93,13.6,TRUE
"C86600","no","returning",0,14.5,FALSE
"C64008","no","new",0,14.5,FALSE
"C76900","no","new",31.16,5.5,TRUE
"C11851","no","returning",10.7,1.5,TRUE
"C70763","no","new",15.75,11.4,TRUE
"C24008","no","returning",0,8.3,FALSE
"C29051","no","new",22.49,15.2,TRUE
"C92245","no","new",0,14.9,FALSE
"C30002","no","returning",48.99,0.5,TRUE
"C43831","no","new",22.11,13.1,TRUE
"C37578","no","new",26.98,14.1,TRUE
"C91628","no","returning",34.01,9.1,TRUE
"C71949","no","returning",0,3.8,FALSE
"C79652","no","new",0,13.2,FALSE
"C88023","no","new",0,11.8,FALSE
"C93639","no","new",0,4.5,FALSE
"C89642","no","returning",26.62,0.7,TRUE
"C14608","no","new",0,13.1,FALSE
"C84777","no","new",0,14,FALSE
"C80764","no","new",27.97,6.3,TRUE
"C32441","no","new",14.68,6.7,TRUE
"C45508","no","new",26.33,13.8,TRUE
"C77817","no","new",34.7,14.4,TRUE
"C32318","no","returning",0,8,FALSE
"C63393","no","new",23.79,4.7,TRUE
"C89287","no","new",6,16.2,TRUE
"C60698","no","new",46.22,19.6,TRUE
"C40242","no","new",0,9,FALSE
"C75077","no","returning",0,12.5,FALSE
"C66439","no","returning",0,18,FALSE
"C57488","no","new",0,18.1,FALSE
"C31178","no","returning",0,3.6,FALSE
"C62229","no","returning",40.87,11.9,TRUE
"C69892","no","returning",46.28,13.8,TRUE
"C71802","no","returning",0,10.6,FALSE
"C69021","no","returning",0,9,FALSE
"C13867","no","new",3.02,15.8,TRUE
"C87315","no","returning",30.29,0.6,TRUE
"C55750","no","returning",76.36,10.9,TRUE
"C32779","no","returning",16.66,2.4,TRUE
"C33182","no","new",0,14,FALSE
"C69128","no","returning",57.27,9.5,TRUE
"C51663","no","returning",69.26,10.8,TRUE
"C95399","no","new",0,18.8,FALSE
"C68010","no","new",0,19,FALSE
"C43865","no","returning",0,5.1,FALSE
"C25765","no","new",0,10.3,FALSE
"C76669","no","new",31.75,16.6,TRUE
"C25973","no","new",0,3.5,FALSE
"C51880","no","returning",0,10.6,FALSE
"C69424","no","returning",0,7,FALSE
"C64287","no","new",26.33,9.1,TRUE
"C54910","no","new",0,19.3,FALSE
"C82434","no","returning",70.51,17.1,TRUE
"C92304","no","returning",0,8,FALSE
"C36629","no","returning",39.44,12.2,TRUE
"C44271","no","returning",37.17,18.8,TRUE
"C76289","no","returning",68.49,0.4,TRUE
"C24434","no","new",0,13.1,FALSE
"C81823","no","new",11.92,8.3,TRUE
"C67609","no","new",52.31,10,TRUE
"C56709","no","new",0,18.9,FALSE
"C71571","no","new",19.84,16.5,TRUE
"C42091","no","returning",54.22,15.8,TRUE
"C29419","no","new",0,12.2,FALSE
"C12377","no","new",0,13.2,FALSE
"C98714","no","returning",0,8.1,FALSE
"C91961","no","returning",42.15,10,TRUE
"C69361","no","returning",40.77,14.6,TRUE
"C94614","no","returning",0,8.7,FALSE
"C97907","no","new",0,6.8,FALSE
"C90614","no","returning",33.24,17.3,TRUE
"C77925","no","returning",0,18.8,FALSE
"C85938","no","new",44.19,13.3,TRUE
"C22388","no","returning",0,10.5,FALSE
"C75140","no","new",0,14.1,FALSE
"C51360","no","returning",0,0.8,FALSE
"C95644","no","returning",58.35,9.6,TRUE
"C35214","no","new",0,5.8,FALSE
"C31412","no","returning",52.24,9.8,TRUE
"C53100","no","returning",0,5.6,FALSE
"C15701","no","new",0,10.4,FALSE
"C31836","no","new",0,7.7,FALSE
"C18469","no","returning",0,8.3,FALSE
"C75572","no","new",0,10.6,FALSE
"C68987","no","returning",51.54,12.9,TRUE
"C10181","no","new",0,14.3,FALSE
"C39375","no","returning",55.48,10.4,TRUE
"C38109","no","returning",23.08,4.1,TRUE
"C65984","no","new",4.76,10,TRUE
"C74808","no","new",0,7.7,FALSE
"C51847","no","returning",0,15.7,FALSE
"C84723","no","new",0,7.3,FALSE
"C18443","no","new",33.06,11.6,TRUE
"C58627","no","new",0,6.9,FALSE
"C36268","no","new",0,15.8,FALSE
"C75081","no","new",30.17,10.2,TRUE
"C76203","no","returning",54.55,11.4,TRUE
"C53670","no","returning",54.71,11.5,TRUE
"C29389","no","new",0,9.8,FALSE
"C77277","no","returning",20.42,9,TRUE
"C63423","no","returning",40.97,19.5,TRUE
"C50238","no","new",0,10.6,FALSE
"C39948","no","returning",37.65,10.2,TRUE
"C22993","no","returning",35.9,4.8,TRUE
"C54939","no","returning",0,5.9,FALSE
"C96696","no","returning",34.07,6.2,TRUE
"C44683","no","returning",32.99,4.9,TRUE
"C89586","no","new",0,2.6,FALSE
"C34620","no","returning",12.96,3.9,TRUE
"C36418","no","new",0,5.9,FALSE
"C76966","no","returning",32.64,10,TRUE
"C78070","no","new",0,7,FALSE
"C92746","no","returning",0,8.6,FALSE
"C52176","no","new",0,17,FALSE
"C48742","no","new",0,11.1,FALSE
"C19421","no","returning",0,10.1,FALSE
"C57121","no","returning",0,23,FALSE
"C26168","no","returning",38.43,3.4,TRUE
"C45601","no","returning",0,6.2,FALSE
"C27882","no","new",0,4.6,TRUE
"C60135","no","returning",33.22,7.4,TRUE
"C10946","no","new",18.45,11.9,TRUE
"C93120","no","returning",66.95,16.4,TRUE
"C81926","no","returning",0,15.6,FALSE
"C62473","no","returning",18.02,5.7,TRUE
"C17088","no","returning",14.2,4.7,TRUE
"C45606","no","returning",0,16.7,FALSE
"C96147","no","new",0,7.6,FALSE
"C63787","no","returning",32.1,6.2,TRUE
"C92060","no","returning",48.53,18.9,TRUE
"C32146","no","returning",49.69,6.1,TRUE
"C35111","no","new",0,12.9,FALSE
"C73350","no","new",0,24.4,FALSE
"C10195","no","new",0,12.4,FALSE
"C19622","no","new",31.68,11.7,TRUE
"C29401","no","returning",28.64,3,TRUE
"C60904","no","returning",55.53,14,TRUE
"C69590","no","returning",0,7.5,FALSE
"C45368","no","new",0,17.8,FALSE
